School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
Blakemore Middle,https://www.schooldigger.com/go/TX/schools/1104005141/school.aspx,Boys Ranch Independent School District,https://www.schooldigger.com/go/TX/district/11040/search.aspx,30 Julian Bivins Blvd,Boys Ranch,https://www.schooldigger.com/go/TX/city/Boys+Ranch/search.aspx,79010,Oldham County,(806) 534-2361,Yes,No,No,(n/a),35,12.4,2.8,68.6,8.6,0,0,28.6,0,0,62.9,75.4
Hico High School,https://www.schooldigger.com/go/TX/schools/2307002345/school.aspx,Hico Independent School District,https://www.schooldigger.com/go/TX/district/23070/search.aspx,901 Cedar,Hico,https://www.schooldigger.com/go/TX/city/Hico/search.aspx,76457,Hamilton County,(254) 796-2184,Yes,No,No,(n/a),269,29.7,9,50.6,1.1,0,0,22.7,0,1.5,74.7,75.4
Huckabay School,https://www.schooldigger.com/go/TX/schools/2376002629/school.aspx,Huckabay Independent School District,https://www.schooldigger.com/go/TX/district/23760/search.aspx,200 County Rd 421,Stephenville,https://www.schooldigger.com/go/TX/city/Stephenville/search.aspx,76401,Erath County,(254) 968-5274,Yes,No,No,(n/a),284,24.4,11.6,22.9,0,1.1,0.4,15.5,0.4,2.5,80.3,75.3
Ropes School,https://www.schooldigger.com/go/TX/schools/3783004235/school.aspx,Ropes Independent School District,https://www.schooldigger.com/go/TX/district/37830/search.aspx,304 Ranch,Ropesville,https://www.schooldigger.com/go/TX/city/Ropesville/search.aspx,79358,Hockley County,(806) 562-4031,Yes,No,No,(n/a),475,45.1,10.5,40.4,0.6,0.2,0,29.5,0,0.8,68.8,75.2
Sabine Middle,https://www.schooldigger.com/go/TX/schools/3846004283/school.aspx,Sabine Independent School District,https://www.schooldigger.com/go/TX/district/38460/search.aspx,5424 Fm 1252 W,Gladewater,https://www.schooldigger.com/go/TX/city/Gladewater/search.aspx,75647,Gregg County,(903) 984-4767,Yes,No,No,(n/a),361,25.7,14,47.1,3.6,0.6,0.6,21.9,0,3.3,70.1,75.2
Chisum Middle,https://www.schooldigger.com/go/TX/schools/0001204908/school.aspx,Chisum Independent School District,https://www.schooldigger.com/go/TX/district/00012/search.aspx,3250 S Church St,Paris,https://www.schooldigger.com/go/TX/city/Paris/search.aspx,75462,Lamar County,(903) 737-2806,Yes,No,No,(n/a),223,19.2,11.6,52,3.1,0.9,0.4,12.6,0,2.2,80.7,75.1
Madisonville J H,https://www.schooldigger.com/go/TX/schools/2871003252/school.aspx,Madisonville Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/28710/search.aspx,811c S May St,Madisonville,https://www.schooldigger.com/go/TX/city/Madisonville/search.aspx,77864,Madison County,(936) 348-3587,Yes,No,No,(n/a),523,38.5,13.5,71.5,16.3,0.2,0.6,40.5,0,3.6,38.8,75
Amarillo Collegiate Academy,https://www.schooldigger.com/go/TX/schools/0016311503/school.aspx,Texas College Preparatory Academies,https://www.schooldigger.com/go/TX/district/00163/search.aspx,6000 S Georgia,Amarillo,https://www.schooldigger.com/go/TX/city/Amarillo/search.aspx,79119,Randall County,(806) 367-5447,No,Yes,No,(n/a),461,30,15.3,33.6,2.6,0.4,1.5,18.7,0.2,4.3,72.2,74.9
Latexo High School,https://www.schooldigger.com/go/TX/schools/2691003035/school.aspx,Latexo Independent School District,https://www.schooldigger.com/go/TX/district/26910/search.aspx,298 F M 2663,Latexo,https://www.schooldigger.com/go/TX/city/Latexo/search.aspx,75849,Houston County,(936) 544-5664,Yes,No,No,(n/a),222,22.6,9.7,36.5,1.4,0,2.3,9.9,0,1.4,85.1,74.9
Centerville Junior-Senior High School,https://www.schooldigger.com/go/TX/schools/1341000841/school.aspx,Centerville Independent School District,https://www.schooldigger.com/go/TX/district/13410/search.aspx,813 S Commerce,Centerville,https://www.schooldigger.com/go/TX/city/Centerville/search.aspx,75833,Leon County,(903) 536-2935,No,No,No,(n/a),281,31.9,8.8,35.9,8.9,0.7,0.7,13.5,0,2.5,73.7,74.9
Mildred High School,https://www.schooldigger.com/go/TX/schools/3072003469/school.aspx,Mildred Independent School District,https://www.schooldigger.com/go/TX/district/30720/search.aspx,5475 S Hwy 287,Corsicana,https://www.schooldigger.com/go/TX/city/Corsicana/search.aspx,75109,Navarro County,(903) 872-0392,Yes,No,No,(n/a),407,33.4,12.1,40,2.9,0.7,0.7,18.7,0,1.7,75.2,74.9
Katy J H,https://www.schooldigger.com/go/TX/schools/2517002810/school.aspx,Katy Independent School District,https://www.schooldigger.com/go/TX/district/25170/search.aspx,5350 Franz Rd,Katy,https://www.schooldigger.com/go/TX/city/Katy/search.aspx,77493,Harris County,(281) 237-6800,No,No,No,(n/a),1267,85.4,14.8,46.7,8.8,0.5,3,48,0.5,2.7,36.6,74.8
Crockett Middle,https://www.schooldigger.com/go/TX/schools/0813000152/school.aspx,Amarillo Independent School District,https://www.schooldigger.com/go/TX/district/08130/search.aspx,4720 Floyd St,Amarillo,https://www.schooldigger.com/go/TX/city/Amarillo/search.aspx,79106,Randall County,(806) 326-3300,No,No,No,(n/a),879,49.6,17.7,35.7,5.8,0.6,2,24.9,0.2,3,63.5,74.8
Foster Middle,https://www.schooldigger.com/go/TX/schools/2811003140/school.aspx,Longview Independent School District,https://www.schooldigger.com/go/TX/district/28110/search.aspx,1504 Mlk,Longview,https://www.schooldigger.com/go/TX/city/Longview/search.aspx,75602,Gregg County,(903) 446-2710,No,Yes,No,(n/a),730,62.6,11.6,76.3,35.8,0.5,1.5,39.9,0.1,2.9,19.3,74.8
Springlake-Earth High School,https://www.schooldigger.com/go/TX/schools/4125004724/school.aspx,Springlake-Earth Independent School District,https://www.schooldigger.com/go/TX/district/41250/search.aspx,472 Fm 302,Earth,https://www.schooldigger.com/go/TX/city/Earth/search.aspx,79031,Lamb County,(806) 257-3819,Yes,No,No,(n/a),119,17.3,6.8,62.2,1.7,0,0,63.9,0,0,34.5,74.8
Blue Ridge Middle,https://www.schooldigger.com/go/TX/schools/1059000435/school.aspx,Blue Ridge Independent School District,https://www.schooldigger.com/go/TX/district/10590/search.aspx,710 Tiger Pride Cir,Blue Ridge,https://www.schooldigger.com/go/TX/city/Blue+Ridge/search.aspx,75424,Collin County,(972) 752-5554,Yes,No,No,(n/a),195,16.1,12,42.6,0.5,0,0,31.3,0,4.1,64.1,74.8
Rivercrest J H,https://www.schooldigger.com/go/TX/schools/4212004798/school.aspx,Rivercrest Independent School District,https://www.schooldigger.com/go/TX/district/42120/search.aspx,4100 Us Hwy 271 S,Bogata,https://www.schooldigger.com/go/TX/city/Bogata/search.aspx,75417,Red River County,(903) 632-5205,No,No,No,(n/a),153,15.3,9.9,63.4,5.2,0.7,0,17.6,0,5.2,71.2,74.8
Sudan Elementary,https://www.schooldigger.com/go/TX/schools/4176004760/school.aspx,Sudan Independent School District,https://www.schooldigger.com/go/TX/district/41760/search.aspx,107 W Hwy 303,Sudan,https://www.schooldigger.com/go/TX/city/Sudan/search.aspx,79371,Lamb County,(806) 227-2173,Yes,No,No,(n/a),325,23.7,13.6,56.3,2.8,0.3,0,49.5,0,1.2,46.2,74.7
Nolan Ryan J H,https://www.schooldigger.com/go/TX/schools/0809011504/school.aspx,Alvin Independent School District,https://www.schooldigger.com/go/TX/district/08090/search.aspx,11500 Shadow Creek Pkwy,Pearland,https://www.schooldigger.com/go/TX/city/Pearland/search.aspx,77584,Brazoria County,(281) 245-3210,No,No,No,(n/a),863,50.1,17.2,32.6,42.8,0.1,23.3,19,0.1,2.4,12.3,74.7
Coupland Elementary,https://www.schooldigger.com/go/TX/schools/1542001119/school.aspx,Coupland Independent School District,https://www.schooldigger.com/go/TX/district/15420/search.aspx,620 S Commerce St,Coupland,https://www.schooldigger.com/go/TX/city/Coupland/search.aspx,78615,Williamson County,(512) 856-2422,Yes,No,No,(n/a),173,12.8,13.4,49.7,0.6,1.2,1.7,46.8,0,1.7,48,74.5
Ponder J H,https://www.schooldigger.com/go/TX/schools/3531011205/school.aspx,Ponder Independent School District,https://www.schooldigger.com/go/TX/district/35310/search.aspx,501 Shaffner St,Ponder,https://www.schooldigger.com/go/TX/city/Ponder/search.aspx,76259,Denton County,(940) 479-8220,No,No,No,(n/a),390,25.4,15.3,39.5,2.6,0.5,0.8,31.5,0.5,2.1,62.1,74.4
Alicia R Chacon International,https://www.schooldigger.com/go/TX/schools/4668006994/school.aspx,Ysleta Independent School District,https://www.schooldigger.com/go/TX/district/46680/search.aspx,920 Burgundy Dr,El Paso,https://www.schooldigger.com/go/TX/city/El+Paso/search.aspx,79907,El Paso County,(915) 434-9200,Yes,No,No,(n/a),820,52.7,15.5,62,0.1,0,0.1,99,0.2,0,0.5,74.3
A & M Consolidated Middle,https://www.schooldigger.com/go/TX/schools/0735008712/school.aspx,College Station Independent School District,https://www.schooldigger.com/go/TX/district/07350/search.aspx,105 Holik Dr,College Station,https://www.schooldigger.com/go/TX/city/College+Station/search.aspx,77840,Brazos County,(979) 764-5575,No,No,No,(n/a),689,51.4,13.3,44.3,15.8,0.6,3.2,28.4,0,4.4,47.6,74.3
Valor South Austin,https://www.schooldigger.com/go/TX/schools/0146113593/school.aspx,Valor Public Schools,https://www.schooldigger.com/go/TX/district/01461/search.aspx,220 Foremost Dr,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78745,Travis County,(512) 598-0160,Yes,Yes,No,(n/a),577,31.2,18.4,21.1,3.1,0,2.9,23.6,0,8.1,62.2,74.2
Palmer Middle,https://www.schooldigger.com/go/TX/schools/3411006595/school.aspx,Palmer Independent School District,https://www.schooldigger.com/go/TX/district/34110/search.aspx,118 F M 813,Palmer,https://www.schooldigger.com/go/TX/city/Palmer/search.aspx,75152,Ellis County,(972) 449-3319,Yes,No,No,(n/a),400,28.9,13.8,53.5,2.5,0.5,0.8,43,0,1.8,51.5,74.2
Midway School,https://www.schooldigger.com/go/TX/schools/3066003461/school.aspx,Midway Independent School District,https://www.schooldigger.com/go/TX/district/30660/search.aspx,12142 State Hwy 148 S,Henrietta,https://www.schooldigger.com/go/TX/city/Henrietta/search.aspx,76365,Clay County,(940) 476-2222,Yes,No,No,(n/a),132,17.7,7.4,69.7,0,0,0,5.3,0,0.8,93.9,74.2
Frenship Middle,https://www.schooldigger.com/go/TX/schools/1983001946/school.aspx,Frenship Independent School District,https://www.schooldigger.com/go/TX/district/19830/search.aspx,500 Main St,Wolfforth,https://www.schooldigger.com/go/TX/city/Wolfforth/search.aspx,79382,Lubbock County,(806) 866-4464,No,No,No,(n/a),834,50.5,16.5,39.8,3.7,0.1,1.3,42.9,0.1,2.8,49,74.2
Lake Belton Middle,https://www.schooldigger.com/go/TX/schools/0986010398/school.aspx,Belton Independent School District,https://www.schooldigger.com/go/TX/district/09860/search.aspx,8818 Tarver Dr,Temple,https://www.schooldigger.com/go/TX/city/Temple/search.aspx,76502,Bell County,(254) 215-2900,No,No,No,(n/a),746,49.4,15.1,30.2,8.4,0.1,3.1,23.2,0.1,6.2,58.8,74.2
Douglas Benold Middle,https://www.schooldigger.com/go/TX/schools/2060007487/school.aspx,Georgetown Independent School District,https://www.schooldigger.com/go/TX/district/20600/search.aspx,3407 NW Blvd,Georgetown,https://www.schooldigger.com/go/TX/city/Georgetown/search.aspx,78628,Williamson County,(512) 943-5090,No,No,No,(n/a),723,61.3,11.7,25.2,4.7,0.6,1.2,27.2,0.1,3.6,62.5,74.2
Harwood J H,https://www.schooldigger.com/go/TX/schools/2406002671/school.aspx,Hurst-Euless-Bedford Independent School District,https://www.schooldigger.com/go/TX/district/24060/search.aspx,3000 Martin Dr,Bedford,https://www.schooldigger.com/go/TX/city/Bedford/search.aspx,76021,Tarrant County,(817) 354-3360,No,No,No,(n/a),1074,61.3,17.5,41.7,18.8,0.2,9.5,27.7,1.8,6.1,35.9,74.1
Glen Rose Junior High School,https://www.schooldigger.com/go/TX/schools/2085005478/school.aspx,Glen Rose Independent School District,https://www.schooldigger.com/go/TX/district/20850/search.aspx,805 College St,Glen Rose,https://www.schooldigger.com/go/TX/city/Glen+Rose/search.aspx,76043,Somervell County,(254) 898-3700,No,No,No,(n/a),463,32.1,14.4,40.4,0.6,0.9,0.4,26.1,0,2.4,69.5,74
Prairie Valley High School,https://www.schooldigger.com/go/TX/schools/3573004044/school.aspx,Prairie Valley Independent School District,https://www.schooldigger.com/go/TX/district/35730/search.aspx,12920 Fm 103,Nocona,https://www.schooldigger.com/go/TX/city/Nocona/search.aspx,76255,Montague County,(940) 825-4425,No,No,No,(n/a),91,9.7,9.3,65.9,1.1,0,0,8.8,0,9.9,80.2,73.9
Edward Roberson Middle,https://www.schooldigger.com/go/TX/schools/4122012254/school.aspx,Spring Independent School District,https://www.schooldigger.com/go/TX/district/41220/search.aspx,1500 Southridge,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77090,Harris County,(281) 891-7703,Yes,No,No,(n/a),878,55.7,15.7,82.7,18.8,3.2,4.2,67.7,0,1.8,4.3,73.8
Timberview Middle,https://www.schooldigger.com/go/TX/schools/2526012420/school.aspx,Keller Independent School District,https://www.schooldigger.com/go/TX/district/25260/search.aspx,10300 Old Denton Rd,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76244,Tarrant County,(817) 744-2600,No,No,No,(n/a),1137,85,13.3,21.1,12.6,0.3,6.9,19.6,0.1,6.5,54.1,73.6
Fredericksburg Middle,https://www.schooldigger.com/go/TX/schools/1984001941/school.aspx,Fredericksburg Independent School District,https://www.schooldigger.com/go/TX/district/19840/search.aspx,110 W Travis St,Fredericksburg,https://www.schooldigger.com/go/TX/city/Fredericksburg/search.aspx,78624,Gillespie County,(830) 997-7657,Yes,No,No,(n/a),677,55.7,12.1,53.5,0,0.3,0.4,53.6,0.1,0.7,44.8,73.6
Creek Valley Middle,https://www.schooldigger.com/go/TX/schools/2730008533/school.aspx,Lewisville Independent School District,https://www.schooldigger.com/go/TX/district/27300/search.aspx,4109 Creek Valley Blvd,Carrollton,https://www.schooldigger.com/go/TX/city/Carrollton/search.aspx,75010,Denton County,(469) 713-5184,No,No,No,(n/a),658,46.6,14,31.6,23.1,0.5,37.5,14.4,0,5.2,19.3,73.6
Clifton Middle,https://www.schooldigger.com/go/TX/schools/1440000420/school.aspx,Clifton Independent School District,https://www.schooldigger.com/go/TX/district/14400/search.aspx,1102 Key Ave,Clifton,https://www.schooldigger.com/go/TX/city/Clifton/search.aspx,76634,Bosque County,(254) 675-1856,Yes,No,No,(n/a),245,19.3,12.6,55.5,1.6,0,1.2,34.7,0,3.7,58.8,73.6
St Anthony School,https://www.schooldigger.com/go/TX/schools/0024811778/school.aspx,St Anthony School,https://www.schooldigger.com/go/TX/district/00248/search.aspx,3732 Myrtle St,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75215,Dallas County,(214) 421-3645,Yes,Yes,No,(n/a),102,7.5,13.4,76.5,95.1,0,0,2,0,2.9,0,73.6
Claude Schools,https://www.schooldigger.com/go/TX/schools/1425000900/school.aspx,Claude Independent School District,https://www.schooldigger.com/go/TX/district/14250/search.aspx,500 W 5 St,Claude,https://www.schooldigger.com/go/TX/city/Claude/search.aspx,79019,Armstrong County,(806) 226-2191,Yes,No,No,(n/a),316,30.1,10.4,31.3,0.3,0.9,0,15.2,0,2.5,81,73.5
Bushland Middle,https://www.schooldigger.com/go/TX/schools/3557007057/school.aspx,Bushland Independent School District,https://www.schooldigger.com/go/TX/district/35570/search.aspx,20101 25th St,Bushland,https://www.schooldigger.com/go/TX/city/Bushland/search.aspx,79012,Potter County,(806) 359-5418,No,No,No,(n/a),474,39.3,12,20.5,1.3,0.2,0.4,18.8,0,1.5,77.8,73.5
Ricardo Middle,https://www.schooldigger.com/go/TX/schools/3693007059/school.aspx,Ricardo Independent School District,https://www.schooldigger.com/go/TX/district/36930/search.aspx,138 W Cr 2160,Kingsville,https://www.schooldigger.com/go/TX/city/Kingsville/search.aspx,78363,Kleberg County,(361) 592-6465,Yes,No,No,(n/a),269,18.2,14.7,51.7,0.4,0,1.1,87,0,0,11.5,73.4
Harmony School Of Endeavor Austin,https://www.schooldigger.com/go/TX/schools/0024112787/school.aspx,Harmony Science Academy (Austin),https://www.schooldigger.com/go/TX/district/00241/search.aspx,13415 Fm 620 N,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78717,Williamson County,(512) 284-9880,Yes,Yes,No,(n/a),819,45.7,17.9,38.7,12.3,0.1,45.1,16.2,0,3.2,23.1,73.4
Prairiland J H,https://www.schooldigger.com/go/TX/schools/3574010875/school.aspx,Prairiland Independent School District,https://www.schooldigger.com/go/TX/district/35740/search.aspx,466 Fm 196 S,Pattonville,https://www.schooldigger.com/go/TX/city/Pattonville/search.aspx,75468,Lamar County,(903) 652-5681,No,No,No,(n/a),224,19.1,11.7,47.3,0.4,0.9,0,8.9,0,2.7,87.1,73.4
Nordheim School,https://www.schooldigger.com/go/TX/schools/3288003624/school.aspx,Nordheim Independent School District,https://www.schooldigger.com/go/TX/district/32880/search.aspx,500 N Broadway,Nordheim,https://www.schooldigger.com/go/TX/city/Nordheim/search.aspx,78141,DeWitt County,(361) 938-5211,Yes,No,No,(n/a),144,16.5,8.6,50,2.8,0,0,43.8,0,0,53.5,73.4
Aubrey Middle,https://www.schooldigger.com/go/TX/schools/0891007267/school.aspx,Aubrey Independent School District,https://www.schooldigger.com/go/TX/district/08910/search.aspx,815 Sherman Dr,Aubrey,https://www.schooldigger.com/go/TX/city/Aubrey/search.aspx,76227,Denton County,(940) 668-0200,No,No,No,(n/a),610,39.5,15.4,29,10.5,0.8,0.7,23.6,0.2,2.8,61.5,73.2
Scurry-Rosser Middle,https://www.schooldigger.com/go/TX/schools/3957006174/school.aspx,Scurry-Rosser Independent School District,https://www.schooldigger.com/go/TX/district/39570/search.aspx,10729 S State Hwy 34,Scurry,https://www.schooldigger.com/go/TX/city/Scurry/search.aspx,75158,Kaufman County,(972) 452-8823,No,No,No,(n/a),439,31.1,14.1,40.5,1.6,0,0,20.5,0,1.6,76.3,73.1
North Zulch Elementary/Secondary,https://www.schooldigger.com/go/TX/schools/3303003670/school.aspx,North Zulch Independent School District,https://www.schooldigger.com/go/TX/district/33030/search.aspx,11390 Fifth St,North Zulch,https://www.schooldigger.com/go/TX/city/North+Zulch/search.aspx,77872,Madison County,(936) 241-7100,Yes,No,No,(n/a),300,30,9.9,61.7,1.7,0,2.3,13.3,0,2.3,80.3,73.1
Eula J H,https://www.schooldigger.com/go/TX/schools/1869006852/school.aspx,Eula Independent School District,https://www.schooldigger.com/go/TX/district/18690/search.aspx,6040 F M 603,Clyde,https://www.schooldigger.com/go/TX/city/Clyde/search.aspx,79510,Callahan County,(325) 529-3605,No,No,No,(n/a),67,5.3,12.5,46.3,0,0,1.5,13.4,0,3,82.1,73.1
Slocum Pk - 8,https://www.schooldigger.com/go/TX/schools/4050005640/school.aspx,Slocum Independent School District,https://www.schooldigger.com/go/TX/district/40500/search.aspx,5765 E State Hwy 294,Elkhart,https://www.schooldigger.com/go/TX/city/Elkhart/search.aspx,75839,Anderson County,(903) 478-3624,Yes,No,No,(n/a),244,22.6,10.7,46.7,0,0,0.4,9.4,0,2.9,87.3,73.1
White Deer High School,https://www.schooldigger.com/go/TX/schools/4545005171/school.aspx,White Deer Independent School District,https://www.schooldigger.com/go/TX/district/45450/search.aspx,604 S Doucette,White Deer,https://www.schooldigger.com/go/TX/city/White+Deer/search.aspx,79097,Carson County,(806) 883-2311,Yes,No,No,(n/a),155,13.4,11.5,40.6,0,0.6,0,14.8,0,0.6,83.9,73
Leon High School,https://www.schooldigger.com/go/TX/schools/2718003052/school.aspx,Leon Independent School District,https://www.schooldigger.com/go/TX/district/27180/search.aspx,12168 Hwy 79 W,Jewett,https://www.schooldigger.com/go/TX/city/Jewett/search.aspx,75846,Leon County,(903) 626-1475,No,No,No,(n/a),315,30,10.5,51.7,0.6,0,1.6,36.5,0,0.3,61,73
Brady Middle,https://www.schooldigger.com/go/TX/schools/1111000575/school.aspx,Brady Independent School District,https://www.schooldigger.com/go/TX/district/11110/search.aspx,2309 Menard Hwy,Brady,https://www.schooldigger.com/go/TX/city/Brady/search.aspx,76825,McCulloch County,(325) 597-8110,Yes,No,No,(n/a),236,23.5,10,67.4,0.4,0,1.3,48.3,0,3.4,46.6,73
