School,School URL,District,District URL,City,CityURL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent Homes Rented,Percent parents with less than High School education,Percent Parents with Masters and above education,Percent Home Incomes less than Median income,Percent using Food stamps,Percent of Crimes,Standard Score
Yes Prep - West,https://www.schooldigger.com/go/TX/schools/0020912401/school.aspx,Yes Prep Public Schools Inc,https://www.schooldigger.com/go/TX/district/00209/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77036,Harris,(713) 967-8200,Yes,Yes,No,Yes,823,55,14.9,0.86,0.15,0.01,0.1,0.73,0,0,59.4
Tennyson Middle,https://www.schooldigger.com/go/TX/schools/4428005058/school.aspx,Waco Independent School District,https://www.schooldigger.com/go/TX/district/44280/search.aspx,Waco,https://www.schooldigger.com/go/TX/city/Waco/search.aspx,76710,McLennan,(254) 772-1440,Yes,No,No,No,902,51,17.6,0.79,0.3,0,0.01,0.52,0,0.02,59.3
Brady Middle,https://www.schooldigger.com/go/TX/schools/1111000575/school.aspx,Brady Independent School District,https://www.schooldigger.com/go/TX/district/11110/search.aspx,Brady,https://www.schooldigger.com/go/TX/city/Brady/search.aspx,76825,McCulloch,(325) 597-8110,Yes,No,No,Yes,265,23,11.5,0.6,0.02,0,0.01,0.52,0,0,59.3
Palmer Middle,https://www.schooldigger.com/go/TX/schools/3411006595/school.aspx,Palmer Independent School District,https://www.schooldigger.com/go/TX/district/34110/search.aspx,Palmer,https://www.schooldigger.com/go/TX/city/Palmer/search.aspx,75152,Ellis,(972) 449-3319,Yes,No,No,Yes,432,33,13,0.58,0.02,0,0,0.47,0,0.02,59.3
Milford School,https://www.schooldigger.com/go/TX/schools/3078003473/school.aspx,Milford Independent School District,https://www.schooldigger.com/go/TX/district/30780/search.aspx,Milford,https://www.schooldigger.com/go/TX/city/Milford/search.aspx,76670,Ellis,(972) 493-2921,Yes,No,No,Yes,244,24,10.1,0.8,0.24,0,0,0.31,0,0.06,58.8
Leon Taylor J H,https://www.schooldigger.com/go/TX/schools/2418005508/school.aspx,Ingleside Independent School District,https://www.schooldigger.com/go/TX/district/24180/search.aspx,Ingleside,https://www.schooldigger.com/go/TX/city/Ingleside/search.aspx,78362,San Patricio,(361) 776-2232,Yes,No,No,No,344,26,13.2,0.47,0.02,0,0.02,0.51,0,0.03,58.8
Chapel Hill J H,https://www.schooldigger.com/go/TX/schools/1368007452/school.aspx,Chapel Hill Independent School District,https://www.schooldigger.com/go/TX/district/13680/search.aspx,Mount Pleasant,https://www.schooldigger.com/go/TX/city/Mount+Pleasant/search.aspx,75455,Titus,(903) 572-1086,Yes,No,No,No,,19,11.4,0.51,0.02,0.01,0.01,0.32,0,0.03,58.7
Leander Middle,https://www.schooldigger.com/go/TX/schools/2703007496/school.aspx,Leander Independent School District,https://www.schooldigger.com/go/TX/district/27030/search.aspx,Leander,https://www.schooldigger.com/go/TX/city/Leander/search.aspx,78641,Williamson,(512) 570-3200,Yes,No,No,No,862,64,13.4,0.42,0.05,0,0.01,0.41,0,0.03,58.7
S C Lee J H,https://www.schooldigger.com/go/TX/schools/1524007234/school.aspx,Copperas Cove Independent School District,https://www.schooldigger.com/go/TX/district/15240/search.aspx,Copperas Cove,https://www.schooldigger.com/go/TX/city/Copperas+Cove/search.aspx,76522,Coryell,(254) 542-7877,Yes,No,No,No,870,61,14.2,0.51,0.21,0.01,0.01,0.24,0.02,0.08,58.7
Clifton Middle,https://www.schooldigger.com/go/TX/schools/1440000420/school.aspx,Clifton Independent School District,https://www.schooldigger.com/go/TX/district/14400/search.aspx,Clifton,https://www.schooldigger.com/go/TX/city/Clifton/search.aspx,76634,Bosque,(254) 675-1856,Yes,No,No,No,215,21,10.2,0.55,0.02,0.01,0.03,0.35,0,0.03,58.6
Young Mens Leadership Academy,https://www.schooldigger.com/go/TX/schools/1970012717/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76107,Tarrant,(817) 815-3400,Yes,No,No,No,265,25,10.6,0.66,0.59,0.01,0.01,0.34,0,0.02,58.6
Kipp Intrepid Preparatory School,https://www.schooldigger.com/go/TX/schools/0005412444/school.aspx,Kipp Inc Charter,https://www.schooldigger.com/go/TX/district/00054/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77023,Harris,(281) 879-3100,Yes,Yes,No,No,407,22,18.5,0.92,0.01,0,0,0.98,0,0,58.6
Educational Willkie Middle,https://www.schooldigger.com/go/TX/schools/1770012120/school.aspx,Eagle Mt-Saginaw Independent School District,https://www.schooldigger.com/go/TX/district/17700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76179,Tarrant,(817) 237-9631,Yes,No,No,Yes,862,54,15.9,0.46,0.12,0,0.02,0.4,0,0.03,58.5
Hamlin High School,https://www.schooldigger.com/go/TX/schools/2226002235/school.aspx,Hamlin Independent School District,https://www.schooldigger.com/go/TX/district/22260/search.aspx,Hamlin,https://www.schooldigger.com/go/TX/city/Hamlin/search.aspx,79520,Jones,(325) 576-3624,Yes,No,No,No,198,19,10.4,0.59,0.05,0,0.01,0.44,0,0.04,58.5
Yes Prep - East End,https://www.schooldigger.com/go/TX/schools/0020911415/school.aspx,Yes Prep Public Schools Inc,https://www.schooldigger.com/go/TX/district/00209/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77012,Harris,(713) 967-7800,Yes,Yes,No,Yes,888,62,14.3,0.79,0.01,0,0,0.98,0,0,58.5
Sulphur Springs Middle,https://www.schooldigger.com/go/TX/schools/4182004770/school.aspx,Sulphur Springs Independent School District,https://www.schooldigger.com/go/TX/district/41820/search.aspx,Sulphur Springs,https://www.schooldigger.com/go/TX/city/Sulphur+Springs/search.aspx,75482,Hopkins,(903) 885-7741,Yes,No,No,No,983,77,12.7,0.57,0.12,0,0.01,0.24,0,0.03,58.5
Irons Middle,https://www.schooldigger.com/go/TX/schools/2850010899/school.aspx,Lubbock Independent School District,https://www.schooldigger.com/go/TX/district/28500/search.aspx,Lubbock,https://www.schooldigger.com/go/TX/city/Lubbock/search.aspx,79424,Lubbock,(806) 219-4000,No,No,No,Yes,694,46,15,0.34,0.07,0,0.01,0.38,0,0.02,58.4
Sweeny J H,https://www.schooldigger.com/go/TX/schools/4197004780/school.aspx,Sweeny Independent School District,https://www.schooldigger.com/go/TX/district/41970/search.aspx,Sweeny,https://www.schooldigger.com/go/TX/city/Sweeny/search.aspx,77480,Brazoria,(979) 491-8200,Yes,No,No,No,452,30,15,0.46,0.13,0.01,0,0.21,0,0.03,58.3
Nova Academy Prichard,https://www.schooldigger.com/go/TX/schools/0020112713/school.aspx,Nova Academy (Southeast),https://www.schooldigger.com/go/TX/district/00201/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75227,Dallas,(972) 808-7470,Yes,Yes,No,No,486,,16.7,0.92,0.25,0,0,0.73,0,0,58.3
W E Greiner Exploratory Arts Academy,https://www.schooldigger.com/go/TX/schools/1623001266/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75208,Dallas,(972) 925-7100,Yes,No,Yes,No,1542,98,15.7,0.86,0.11,0,0,0.86,0,0,58.3
Manzano Middle,https://www.schooldigger.com/go/TX/schools/1168012072/school.aspx,Brownsville Independent School District,https://www.schooldigger.com/go/TX/district/11680/search.aspx,Brownsville,https://www.schooldigger.com/go/TX/city/Brownsville/search.aspx,78521,Cameron,(956) 548-9800,Yes,No,No,Yes,899,60,14.9,0.97,0,0,0,0.99,0,0,58.2
Harmony Science Academy - Houston,https://www.schooldigger.com/go/TX/schools/0021012560/school.aspx,Harmony Science Academy,https://www.schooldigger.com/go/TX/district/00210/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77096,Harris,(713) 729-4400,Yes,Yes,No,No,344,24,14.3,0.86,0.33,0,0.06,0.56,0,0.01,58.2
Gunn J H,https://www.schooldigger.com/go/TX/schools/0870000247/school.aspx,Arlington Independent School District,https://www.schooldigger.com/go/TX/district/08700/search.aspx,Arlington,https://www.schooldigger.com/go/TX/city/Arlington/search.aspx,76015,Tarrant,(682) 867-5400,Yes,No,No,Yes,439,36,12.1,0.76,0.28,0,0.05,0.44,0,0.03,58.2
Wellington J H,https://www.schooldigger.com/go/TX/schools/4489006800/school.aspx,Wellington Independent School District,https://www.schooldigger.com/go/TX/district/44890/search.aspx,Wellington,https://www.schooldigger.com/go/TX/city/Wellington/search.aspx,79095,Collingsworth,(806) 447-3152,Yes,No,No,Yes,121,11,11,0.65,0.06,0.01,0,0.49,0,0.03,58.1
The Rusk School,https://www.schooldigger.com/go/TX/schools/2364002574/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77003,Harris,(713) 226-4543,Yes,No,Yes,Yes,618,32,19.3,0.81,0.23,0,0,0.71,0,0.02,58.1
Veribest High School,https://www.schooldigger.com/go/TX/schools/4404007463/school.aspx,Veribest Independent School District,https://www.schooldigger.com/go/TX/district/44040/search.aspx,Veribest,https://www.schooldigger.com/go/TX/city/Veribest/search.aspx,76886,Tom Green,(325) 655-2851,Yes,No,No,No,139,12,11.5,0.5,0,0,0.01,0.38,0,0.01,58.1
Applied Learning Academy,https://www.schooldigger.com/go/TX/schools/1970005388/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76116,Tarrant,(817) 815-5500,Yes,No,No,Yes,299,24,12.4,0.55,0.09,0,0.01,0.64,0,0.01,58.1
Sabine Middle,https://www.schooldigger.com/go/TX/schools/3846004283/school.aspx,Sabine Independent School District,https://www.schooldigger.com/go/TX/district/38460/search.aspx,Gladewater,https://www.schooldigger.com/go/TX/city/Gladewater/search.aspx,75647,Gregg,(903) 984-4767,Yes,No,No,No,319,24,13.2,0.45,0.07,0,0.01,0.16,0,0.04,57.9
Onalaska Junior/Senior High,https://www.schooldigger.com/go/TX/schools/3369009481/school.aspx,Onalaska Independent School District,https://www.schooldigger.com/go/TX/district/33690/search.aspx,Onalaska,https://www.schooldigger.com/go/TX/city/Onalaska/search.aspx,77360,Polk,(936) 646-1020,Yes,No,No,No,357,34,10.5,0.68,0.02,0.01,0,0.07,0,0.02,57.9
Pawnee El / J H,https://www.schooldigger.com/go/TX/schools/3441003859/school.aspx,Pawnee Independent School District,https://www.schooldigger.com/go/TX/district/34410/search.aspx,Pawnee,https://www.schooldigger.com/go/TX/city/Pawnee/search.aspx,78145,Bee,(361) 456-7256,Yes,No,No,Yes,182,15,12.1,0.65,0.02,0,0,0.76,0,0,57.7
Valley View J H,https://www.schooldigger.com/go/TX/schools/4380012094/school.aspx,Valley View Independent School District,https://www.schooldigger.com/go/TX/district/43800/search.aspx,Pharr,https://www.schooldigger.com/go/TX/city/Pharr/search.aspx,78577,Hidalgo,(956) 340-1300,Yes,No,No,Yes,662,40,16.5,0.91,0,0,0,1,0,0,57.7
Peet J H,https://www.schooldigger.com/go/TX/schools/1500001015/school.aspx,Conroe Independent School District,https://www.schooldigger.com/go/TX/district/15000/search.aspx,Conroe,https://www.schooldigger.com/go/TX/city/Conroe/search.aspx,77304,Montgomery,(936) 709-3700,Yes,No,No,No,1211,80,15.1,0.52,0.1,0,0.03,0.42,0,0.02,57.7
Saint Jo High School,https://www.schooldigger.com/go/TX/schools/3852004287/school.aspx,Saint Jo Independent School District,https://www.schooldigger.com/go/TX/district/38520/search.aspx,Saint Jo,https://www.schooldigger.com/go/TX/city/Saint+Jo/search.aspx,76265,Montague,(940) 995-2532,Yes,No,No,No,118,14,8.4,0.36,0,0,0.01,0.21,0,0.02,57.7
A & M Consolidated Middle,https://www.schooldigger.com/go/TX/schools/0735008712/school.aspx,College Station Independent School District,https://www.schooldigger.com/go/TX/district/07350/search.aspx,College Station,https://www.schooldigger.com/go/TX/city/College+Station/search.aspx,77840,Brazos,(979) 764-5575,Yes,No,No,No,903,57,15.8,0.42,0.17,0,0.07,0.26,0,0.03,57.7
Hall Middle,https://www.schooldigger.com/go/TX/schools/4480005101/school.aspx,Weatherford Independent School District,https://www.schooldigger.com/go/TX/district/44800/search.aspx,Weatherford,https://www.schooldigger.com/go/TX/city/Weatherford/search.aspx,76086,Parker,(817) 598-2822,Yes,No,No,Yes,592,41,14.4,0.43,0.02,0.01,0.01,0.25,0,0.02,57.7
Bruce J H,https://www.schooldigger.com/go/TX/schools/2070002080/school.aspx,Gilmer Independent School District,https://www.schooldigger.com/go/TX/district/20700/search.aspx,Gilmer,https://www.schooldigger.com/go/TX/city/Gilmer/search.aspx,75644,Upshur,(903) 841-7600,Yes,No,No,No,,25,14.1,0.62,0.19,0.01,0.01,0.17,0,0.03,57.6
Lillion E Luehrs J H,https://www.schooldigger.com/go/TX/schools/1026000508/school.aspx,Bishop Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/10260/search.aspx,Bishop,https://www.schooldigger.com/go/TX/city/Bishop/search.aspx,78343,Nueces,(361) 584-3576,Yes,No,No,Yes,328,22,14.9,0.57,0.02,0,0,0.8,0.01,0.01,57.5
Troup Middle,https://www.schooldigger.com/go/TX/schools/4323004911/school.aspx,Troup Independent School District,https://www.schooldigger.com/go/TX/district/43230/search.aspx,Troup,https://www.schooldigger.com/go/TX/city/Troup/search.aspx,75789,Smith,(903) 842-3081,Yes,No,No,No,246,18,13.6,0.55,0.09,0,0.02,0.11,0.01,0.02,57.5
Wortham Middle,https://www.schooldigger.com/go/TX/schools/4647007287/school.aspx,Wortham Independent School District,https://www.schooldigger.com/go/TX/district/46470/search.aspx,Wortham,https://www.schooldigger.com/go/TX/city/Wortham/search.aspx,76693,Freestone,(254) 765-3523,Yes,No,No,Yes,104,9,11.5,0.43,0.06,0,0.01,0.1,0,0,57.5
Rosemont Middle,https://www.schooldigger.com/go/TX/schools/1623012781/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75208,Dallas,(972) 749-5000,Yes,No,No,No,196,12,16.3,0.78,0.02,0,0.01,0.96,0,0,57.2
George Washington Middle,https://www.schooldigger.com/go/TX/schools/4365007146/school.aspx,United Independent School District,https://www.schooldigger.com/go/TX/district/43650/search.aspx,Laredo,https://www.schooldigger.com/go/TX/city/Laredo/search.aspx,78045,Webb,(956) 473-7600,Yes,No,No,Yes,1308,73,17.9,0.84,0,0,0,0.98,0,0,57.2
Lake Belton Middle,https://www.schooldigger.com/go/TX/schools/0986010398/school.aspx,Belton Independent School District,https://www.schooldigger.com/go/TX/district/09860/search.aspx,Temple,https://www.schooldigger.com/go/TX/city/Temple/search.aspx,76502,Bell,(254) 215-2900,Yes,No,No,Yes,764,56,13.6,0.45,0.09,0.01,0.03,0.31,0,0.04,57.1
Tatum Middle,https://www.schooldigger.com/go/TX/schools/4224006046/school.aspx,Tatum Independent School District,https://www.schooldigger.com/go/TX/district/42240/search.aspx,Tatum,https://www.schooldigger.com/go/TX/city/Tatum/search.aspx,75691,Rusk,(903) 947-6482,Yes,No,No,No,404,26,15.5,0.58,0.26,0,0,0.24,0,0.02,57.1
Sunray Middle,https://www.schooldigger.com/go/TX/schools/4191008885/school.aspx,Sunray Independent School District,https://www.schooldigger.com/go/TX/district/41910/search.aspx,Sunray,https://www.schooldigger.com/go/TX/city/Sunray/search.aspx,79086,Moore,(806) 948-4444,Yes,No,No,Yes,145,15,9.6,0.49,0,0,0.01,0.55,0,0,57
Bowie J H,https://www.schooldigger.com/go/TX/schools/1099000564/school.aspx,Bowie Independent School District,https://www.schooldigger.com/go/TX/district/10990/search.aspx,Bowie,https://www.schooldigger.com/go/TX/city/Bowie/search.aspx,76230,Montague,(940) 689-2951,Yes,No,No,Yes,365,28,13,0.46,0.01,0.01,0.01,0.16,0,0.03,57
Montwood Middle,https://www.schooldigger.com/go/TX/schools/4071007597/school.aspx,Socorro Independent School District,https://www.schooldigger.com/go/TX/district/40710/search.aspx,El Paso,https://www.schooldigger.com/go/TX/city/El+Paso/search.aspx,79936,El Paso,(915) 937-5800,Yes,No,No,Yes,681,40,17,0.73,0.02,0,0.01,0.94,0,0,57
Kimbrough Middle,https://www.schooldigger.com/go/TX/schools/3039003695/school.aspx,Mesquite Independent School District,https://www.schooldigger.com/go/TX/district/30390/search.aspx,Mesquite,https://www.schooldigger.com/go/TX/city/Mesquite/search.aspx,75150,Dallas,(972) 882-5900,Yes,No,No,No,846,51,16.5,0.61,0.28,0.01,0.03,0.4,0,0.03,57
Cherokee School,https://www.schooldigger.com/go/TX/schools/1374000866/school.aspx,Cherokee Independent School District,https://www.schooldigger.com/go/TX/district/13740/search.aspx,Cherokee,https://www.schooldigger.com/go/TX/city/Cherokee/search.aspx,76832,San Saba,(325) 622-4298,Yes,No,No,Yes,113,,6.2,0.68,0.04,0.01,0.01,0.25,0,0.02,57
Douglass School,https://www.schooldigger.com/go/TX/schools/1746001506/school.aspx,Douglass Independent School District,https://www.schooldigger.com/go/TX/district/17460/search.aspx,Douglass,https://www.schooldigger.com/go/TX/city/Douglass/search.aspx,75943,Nacogdoches,(936) 569-9804,No,No,No,Yes,451,38,11.8,0.34,0.07,0.02,0,0.16,0,0.03,56.9
Uplift Education - Infinity Preparatory Middle School,https://www.schooldigger.com/go/TX/schools/0003012689/school.aspx,Uplift Education - North Hills Preparatory,https://www.schooldigger.com/go/TX/district/00030/search.aspx,Irving,https://www.schooldigger.com/go/TX/city/Irving/search.aspx,75060,Dallas,(469) 621-9200,Yes,Yes,No,Yes,510,28,18.2,0.72,0.01,0,0.06,0.82,0,0.02,56.9
Harris Middle,https://www.schooldigger.com/go/TX/schools/3294011133/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78247,Bexar,(210) 356-4100,Yes,No,No,No,1338,76,17.6,0.42,0.07,0,0.02,0.58,0,0.03,56.8
Harrold School,https://www.schooldigger.com/go/TX/schools/2262002298/school.aspx,Harrold Independent School District,https://www.schooldigger.com/go/TX/district/22620/search.aspx,Harrold,https://www.schooldigger.com/go/TX/city/Harrold/search.aspx,76364,Wilbarger,(940) 886-2213,No,No,No,Yes,117,15,7.8,0.56,0.01,0.01,0.02,0.4,0,0.03,56.8
Scott Morgan Johnson Middle,https://www.schooldigger.com/go/TX/schools/2985008732/school.aspx,McKinney Independent School District,https://www.schooldigger.com/go/TX/district/29850/search.aspx,McKinney,https://www.schooldigger.com/go/TX/city/McKinney/search.aspx,75070,Collin,(469) 302-4900,Yes,No,No,No,876,66,13.2,0.49,0.23,0.01,0.02,0.34,0.01,0.02,56.7
Aristoi Classical Upper School,https://www.schooldigger.com/go/TX/schools/0001913071/school.aspx,Aristoi Classical Academy,https://www.schooldigger.com/go/TX/district/00019/search.aspx,Katy,https://www.schooldigger.com/go/TX/city/Katy/search.aspx,77493,Harris,(281) 391-5003,No,Yes,No,Yes,133,10,13.3,0.19,0.08,0,0.01,0.21,0,0.01,56.7
Ballinger J H,https://www.schooldigger.com/go/TX/schools/0930000390/school.aspx,Ballinger Independent School District,https://www.schooldigger.com/go/TX/district/09300/search.aspx,Ballinger,https://www.schooldigger.com/go/TX/city/Ballinger/search.aspx,76821,Runnels,(325) 365-3537,Yes,No,No,No,209,19,11,0.57,0.01,0,0.01,0.43,0,0.01,56.4
