School,School_URL,District,District_URL,Address,City,City_URL,Zip,County,Phone,Is_Title_I,Is_Charter,Is_Magnet,Is_Virtual,Number_Students,Number_Full-time_Teachers,Student/Teacher_Ratio,Percent_Free/Disc_Lunch,Percent_African_American,Percent_American_Indian,Percent_Asian,Percent_Hispanic,Percent_Pacific_Islander,Percent_Two_or_More_Races,Percent_White,Standard_Score
Challenger High School,https://www.schooldigger.com/go/WA/schools/0048002200/school.aspx,Bethel School District,https://www.schooldigger.com/go/WA/district/00480/search.aspx,18020 B Street East,Spanaway,https://www.schooldigger.com/go/WA/city/Spanaway/search.aspx,98387,Pierce County,(253) 800-6800,No,No,No,No,254,15,16.9,56.7,6.3,2.4,0.8,18.1,3.1,13,55.9,25
Westside High School,https://www.schooldigger.com/go/WA/schools/0966002193/school.aspx,Wenatchee School District,https://www.schooldigger.com/go/WA/district/09660/search.aspx,1510 Ninth,Wenatchee,https://www.schooldigger.com/go/WA/city/Wenatchee/search.aspx,98801,Chelan County,(509) 663-7947,Yes,No,No,No,257,14.4,17.8,56.4,0.4,0.8,0,48.6,0,0.8,49,24.9
Kiona-Benton City High School,https://www.schooldigger.com/go/WA/schools/0402000639/school.aspx,Kiona-Benton City School District,https://www.schooldigger.com/go/WA/district/04020/search.aspx,1205 Horne Drive,Benton City,https://www.schooldigger.com/go/WA/city/Benton+City/search.aspx,99320,Benton County,(509) 588-2140,No,No,No,No,399,22.6,17.6,68.7,0,0.5,0.5,45.6,0.3,2,50.6,24.9
Seaview Academy,https://www.schooldigger.com/go/WA/schools/0682003728/school.aspx,Port Angeles School District,https://www.schooldigger.com/go/WA/district/06820/search.aspx,905 W 9th St,Port Angeles,https://www.schooldigger.com/go/WA/city/Port+Angeles/search.aspx,98363,Clallam County,(360) 457-8575,No,No,No,Yes,824,26.8,30.7,49.3,0.2,4.6,1,10.2,0,8.7,74.6,24.9
James A. Taylor High School,https://www.schooldigger.com/go/WA/schools/0579002577/school.aspx,North Mason School District,https://www.schooldigger.com/go/WA/district/05790/search.aspx,90 E North Mason School Road,Belfair,https://www.schooldigger.com/go/WA/city/Belfair/search.aspx,98528,Mason County,(360) 277-2294,No,No,No,No,49,2,24.5,51,0,0,0,12.2,0,4.1,83.7,24.7
Shadle Park High School,https://www.schooldigger.com/go/WA/schools/0825001407/school.aspx,Spokane School District,https://www.schooldigger.com/go/WA/district/08250/search.aspx,4327 N Ash St,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99205,Spokane County,(509) 354-6700,No,No,No,No,1179,59.1,19.9,52.9,1.8,0.8,1.2,9.8,0.7,13.3,72.2,24.7
Winlock Senior High,https://www.schooldigger.com/go/WA/schools/0993001676/school.aspx,Winlock School District,https://www.schooldigger.com/go/WA/district/09930/search.aspx,241 North Military Road,Winlock,https://www.schooldigger.com/go/WA/city/Winlock/search.aspx,98596,Lewis County,(360) 785-3537,Yes,No,No,No,200,11.7,17,71,0.5,0,1.5,26,0,7,64.5,24.3
Oakville High School,https://www.schooldigger.com/go/WA/schools/0600000909/school.aspx,Oakville School District,https://www.schooldigger.com/go/WA/district/06000/search.aspx,103 School St,Oakville,https://www.schooldigger.com/go/WA/city/Oakville/search.aspx,98568,Grays Harbor County,(360) 273-5947,Yes,No,No,No,136,10.7,12.6,64.7,0,23.5,0,14.7,0,8.1,53.7,24.1
Goldendale School District #404,https://www.schooldigger.com/go/WA/schools/0309003751/school.aspx,Goldendale School District,https://www.schooldigger.com/go/WA/district/03090/search.aspx,604 E. Brooks Street,Goldendale,https://www.schooldigger.com/go/WA/city/Goldendale/search.aspx,98620,Klickitat County,(509) 773-5177,No,No,Yes,No,1386,,,0.5,3,0.8,2.7,12.1,0.6,12.2,68.6,24.1
Pacific Northwest Connections Academy,https://www.schooldigger.com/go/WA/schools/0816003672/school.aspx,South Kitsap School District,https://www.schooldigger.com/go/WA/district/08160/search.aspx,111 Tumwater Blvd SE Ste B203,Tumwater,https://www.schooldigger.com/go/WA/city/Tumwater/search.aspx,98501,Kitsap County,(360) 338-6340,No,No,No,Yes,1195,,,0.8,3.7,1.4,2.8,10.7,0.6,9.5,71.4,24
Renton Senior High School,https://www.schooldigger.com/go/WA/schools/0723001082/school.aspx,Renton School District,https://www.schooldigger.com/go/WA/district/07230/search.aspx,400 S 2nd St,Renton,https://www.schooldigger.com/go/WA/city/Renton/search.aspx,98055,King County,(425) 204-3400,No,No,No,No,1194,55.8,21.3,58.8,25.5,0.5,27.1,29.3,1.8,7.5,8.1,23.7
Bremerton High School,https://www.schooldigger.com/go/WA/schools/0066000139/school.aspx,Bremerton School District,https://www.schooldigger.com/go/WA/district/00660/search.aspx,1500 13th Street,Bremerton,https://www.schooldigger.com/go/WA/city/Bremerton/search.aspx,98337,Kitsap County,(360) 473-0800,No,No,No,No,1195,65.4,18.2,59.4,6.9,1.2,5.4,18.8,2.6,14.4,50.7,23.4
Renaissance Alternative High School,https://www.schooldigger.com/go/WA/schools/0066002573/school.aspx,Bremerton School District,https://www.schooldigger.com/go/WA/district/00660/search.aspx,3400 1st Street,Bremerton,https://www.schooldigger.com/go/WA/city/Bremerton/search.aspx,98312,Kitsap County,(360) 473-1080,Yes,No,No,No,89,6,14.8,74.2,0,0,2.2,14.6,2.2,20.2,60.7,23.4
Concrete High School,https://www.schooldigger.com/go/WA/schools/0166000286/school.aspx,Concrete School District,https://www.schooldigger.com/go/WA/district/01660/search.aspx,7830 S. Superior Avenue,Concrete,https://www.schooldigger.com/go/WA/city/Concrete/search.aspx,98237,Skagit County,(360) 853-4015,No,No,No,No,203,13.2,15.3,74.9,0,1.5,1,8.9,0,1,86.7,23.3
Insight School of Washington,https://www.schooldigger.com/go/WA/schools/0702003078/school.aspx,Quillayute Valley School District,https://www.schooldigger.com/go/WA/district/07020/search.aspx,411 South Spartan Ave,Forks,https://www.schooldigger.com/go/WA/city/Forks/search.aspx,98331,Clallam County,(253) 292-5817,No,No,No,Yes,2373,107,22.1,39.4,4.7,0.8,1.9,18.3,0.6,9.4,64.2,22.7
Auburn Senior High School,https://www.schooldigger.com/go/WA/schools/0030000032/school.aspx,Auburn School District,https://www.schooldigger.com/go/WA/district/00300/search.aspx,711 E Main St,Auburn,https://www.schooldigger.com/go/WA/city/Auburn/search.aspx,98002,King County,(253) 931-4880,Yes,No,No,No,1730,94,18.4,59.9,9.4,1.9,8.8,34.7,6.4,9.2,29.5,22.5
EV Parent Partnership,https://www.schooldigger.com/go/WA/schools/0228003582/school.aspx,East Valley School District (Spokane),https://www.schooldigger.com/go/WA/district/02280/search.aspx,12325 E Grace Ave,Spokane Valley,https://www.schooldigger.com/go/WA/city/Spokane+Valley/search.aspx,99216,Spokane County,(509) 241-5001,No,No,No,No,302,5.6,53.9,38.1,0.7,1,0.3,7.9,0.3,2.6,87.1,22
Desert Oasis High School,https://www.schooldigger.com/go/WA/schools/0648003470/school.aspx,Othello School District,https://www.schooldigger.com/go/WA/district/06480/search.aspx,825 E. Ash St.,Othello,https://www.schooldigger.com/go/WA/city/Othello/search.aspx,99344,Adams County,(509) 488-2659,Yes,No,No,No,116,7,16.5,87.1,0,0.9,0,90.5,0,0,8.6,22
Three Springs High School,https://www.schooldigger.com/go/WA/schools/0123002684/school.aspx,Cheney School District,https://www.schooldigger.com/go/WA/district/01230/search.aspx,520 Fourth Street,Cheney,https://www.schooldigger.com/go/WA/city/Cheney/search.aspx,99004,Spokane County,(509) 559-4521,No,No,No,No,62,3.6,17.2,74.2,1.6,3.2,0,8.1,0,14.5,72.6,21.9
Decatur High School,https://www.schooldigger.com/go/WA/schools/0282000434/school.aspx,Federal Way School District,https://www.schooldigger.com/go/WA/district/02820/search.aspx,2800 SW 320th St,Federal Way,https://www.schooldigger.com/go/WA/city/Federal+Way/search.aspx,98023,King County,(253) 945-5200,No,No,No,No,1385,63.8,21.6,53,15.2,0.6,8.8,29.6,6.5,11.6,27.6,21.7
River View High School,https://www.schooldigger.com/go/WA/schools/0291000469/school.aspx,Finley School District,https://www.schooldigger.com/go/WA/district/02910/search.aspx,36509 S Lemon Dr,Kennewick,https://www.schooldigger.com/go/WA/city/Kennewick/search.aspx,99337,Benton County,(509) 582-2158,No,No,No,No,301,16.6,18.1,73.8,0.3,0.3,0.3,49.2,0,1.3,48.5,21.5
Lake Roosevelt Junior/Senior High School,https://www.schooldigger.com/go/WA/schools/0313000496/school.aspx,Grand Coulee Dam School District,https://www.schooldigger.com/go/WA/district/03130/search.aspx,505 Crest Dr,Coulee Dam,https://www.schooldigger.com/go/WA/city/Coulee+Dam/search.aspx,99116,Okanogan County,(509) 633-1442,No,No,No,No,340,19.9,17,68.5,0.3,39.7,0.3,9.1,0,19.7,30.9,21.5
On Track Academy,https://www.schooldigger.com/go/WA/schools/0825003378/school.aspx,Spokane School District,https://www.schooldigger.com/go/WA/district/08250/search.aspx,2802 E. Rich,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99207,Spokane County,(509) 354-3863,Yes,No,No,No,345,24,14.3,71.6,2,1.2,0.6,10.7,0.3,19.1,66.1,21.4
Washington High School,https://www.schooldigger.com/go/WA/schools/0294000483/school.aspx,Franklin Pierce School District,https://www.schooldigger.com/go/WA/district/02940/search.aspx,12420 Ainsworth Ave S,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98444,Pierce County,(253) 298-4705,Yes,No,No,No,974,56.4,17.2,66.5,13.2,1.2,4.5,30.9,10.1,14.8,25.3,21.3
Davis High School,https://www.schooldigger.com/go/WA/schools/1011001689/school.aspx,Yakima School District,https://www.schooldigger.com/go/WA/district/10110/search.aspx,212 S 6th Ave,Yakima,https://www.schooldigger.com/go/WA/city/Yakima/search.aspx,98902,Yakima County,(509) 573-2500,Yes,No,No,No,2551,121.5,20.9,75.2,0.5,0.9,0.4,86,0,2.1,10.1,21.2
Northshore Networks,https://www.schooldigger.com/go/WA/schools/0591002730/school.aspx,Northshore School District,https://www.schooldigger.com/go/WA/district/05910/search.aspx,18101 Avondale Road NE,Woodinville,https://www.schooldigger.com/go/WA/city/Woodinville/search.aspx,98077,Snohomish County,(425) 408-4175,No,No,No,No,127,7,18.1,2.4,1.6,0,3.1,11,0,13.4,70.9,20.9
Centralia High School,https://www.schooldigger.com/go/WA/schools/0114000206/school.aspx,Centralia School District,https://www.schooldigger.com/go/WA/district/01140/search.aspx,813 Eshom Road,Centralia,https://www.schooldigger.com/go/WA/city/Centralia/search.aspx,98531,Lewis County,(360) 330-7605,No,No,No,No,946,40.1,23.5,73.4,1.6,0.7,1.3,36.5,0.2,4,55.7,20.8
Chief Sealth International High School,https://www.schooldigger.com/go/WA/schools/0771001149/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,2600 SW Thistle,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98126,King County,(206) 252-8550,No,No,No,No,1135,62.3,18.2,60.4,20.6,1.1,17.9,28.9,1.4,8.2,21.8,20.2
La Conner High School,https://www.schooldigger.com/go/WA/schools/0411000646/school.aspx,La Conner School District,https://www.schooldigger.com/go/WA/district/04110/search.aspx,307 N. 6th. St.,La Conner,https://www.schooldigger.com/go/WA/city/La+Conner/search.aspx,98257,Skagit County,(360) 466-3173,No,No,No,No,235,12.2,19.2,52.3,0,29.8,0.4,12.3,0,7.2,50.2,19.9
Granger High School,https://www.schooldigger.com/go/WA/schools/0318000502/school.aspx,Granger School District,https://www.schooldigger.com/go/WA/district/03180/search.aspx,315 East Mentzer Avenue,Granger,https://www.schooldigger.com/go/WA/city/Granger/search.aspx,98932,Yakima County,(509) 854-1115,Yes,No,No,No,451,24.8,18.1,84.7,0,2.2,0,94.2,0,0.2,3.3,19.7
Henderson Bay Alt High School,https://www.schooldigger.com/go/WA/schools/0669002463/school.aspx,Peninsula School District,https://www.schooldigger.com/go/WA/district/06690/search.aspx,14015 62nd Ave NW,Gig Harbor,https://www.schooldigger.com/go/WA/city/Gig+Harbor/search.aspx,98332,Pierce County,(253) 530-1700,No,No,No,Yes,69,8,8.6,55.1,0,0,0,10.1,0,8.7,81.2,19.7
Eisenhower High School,https://www.schooldigger.com/go/WA/schools/1011001690/school.aspx,Yakima School District,https://www.schooldigger.com/go/WA/district/10110/search.aspx,611 South 44th Avenue,Yakima,https://www.schooldigger.com/go/WA/city/Yakima/search.aspx,98908,Yakima County,(509) 573-2600,Yes,No,No,No,1908,97.9,19.4,69.9,0.6,1.1,0.6,71.9,0.1,2.3,23.4,19.6
Federal Way High School,https://www.schooldigger.com/go/WA/schools/0282000435/school.aspx,Federal Way School District,https://www.schooldigger.com/go/WA/district/02820/search.aspx,30611 16th Av S,Federal Way,https://www.schooldigger.com/go/WA/city/Federal+Way/search.aspx,98003,King County,(253) 945-5400,No,No,No,No,1632,79.8,20.4,65.9,17.8,0.6,9.6,40.1,6.7,8.8,16.2,19.1
Franklin Pierce High School,https://www.schooldigger.com/go/WA/schools/0294000475/school.aspx,Franklin Pierce School District,https://www.schooldigger.com/go/WA/district/02940/search.aspx,11002 18th Ave E,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98445,Pierce County,(253) 298-3805,Yes,No,No,No,1191,59.8,19.9,59.7,8.8,0.4,9.7,29.1,4,11.1,36.9,18.9
H.e.a.r.t. High School,https://www.schooldigger.com/go/WA/schools/0747002830/school.aspx,Rochester School District,https://www.schooldigger.com/go/WA/district/07470/search.aspx,10140 Highway 12 SW,Rochester,https://www.schooldigger.com/go/WA/city/Rochester/search.aspx,98579,Thurston County,(360) 273-5534,No,No,No,No,25,1.5,16.6,52,0,4,0,16,4,8,68,18.6
Mary Walker High School,https://www.schooldigger.com/go/WA/schools/0483000730/school.aspx,Mary Walker School District,https://www.schooldigger.com/go/WA/district/04830/search.aspx,500 N 4th St,Springdale,https://www.schooldigger.com/go/WA/city/Springdale/search.aspx,99173,Stevens County,(509) 258-4533,No,No,No,No,124,6.8,18.1,79,0.8,16.1,0.8,12.9,0,10.5,58.9,18.5
Wahluke High School,https://www.schooldigger.com/go/WA/schools/0936002070/school.aspx,Wahluke School District,https://www.schooldigger.com/go/WA/district/09360/search.aspx,505 N Boundary,Mattawa,https://www.schooldigger.com/go/WA/city/Mattawa/search.aspx,99349,Grant County,(509) 932-4477,Yes,No,No,No,686,37,18.5,95.6,0,0.4,0,97.2,0.1,0,2.2,18.4
Thomas Jefferson High School,https://www.schooldigger.com/go/WA/schools/0282000451/school.aspx,Federal Way School District,https://www.schooldigger.com/go/WA/district/02820/search.aspx,4248 S 288th St,Auburn,https://www.schooldigger.com/go/WA/city/Auburn/search.aspx,98001,King County,(253) 945-5600,No,No,No,No,1695,75.8,22.3,57.5,11.6,0.6,18.3,35.6,3,8.4,22.4,18.2
Lake Quinault School,https://www.schooldigger.com/go/WA/schools/0705001050/school.aspx,Lake Quinault School District,https://www.schooldigger.com/go/WA/district/07050/search.aspx,6130 Us Highway 101,Amanda Park,https://www.schooldigger.com/go/WA/city/Amanda+Park/search.aspx,98526,Grays Harbor County,(360) 288-2414,Yes,No,No,No,208,13.9,14.8,99.5,0,18.8,0,42.8,0,2.9,35.6,17.9
Pasco Senior High School,https://www.schooldigger.com/go/WA/schools/0657000969/school.aspx,Pasco School District,https://www.schooldigger.com/go/WA/district/06570/search.aspx,1108 N 10th Avenue,Pasco,https://www.schooldigger.com/go/WA/city/Pasco/search.aspx,99301,Franklin County,(509) 547-5581,Yes,No,No,No,2421,113.2,21.3,77.1,1,0,0.9,83.5,0.2,1.7,12.6,17.8
Tumwater Virtual Academy,https://www.schooldigger.com/go/WA/schools/0910003772/school.aspx,Tumwater School District,https://www.schooldigger.com/go/WA/district/09100/search.aspx,621 Linwood Ave SW,Tumwater,https://www.schooldigger.com/go/WA/city/Tumwater/search.aspx,98512,Thurston County,(360) 709-7035,No,No,No,Yes,379,,,27.4,1.3,0.5,1.3,10,0,10.3,76.5,17.7
Toppenish High School,https://www.schooldigger.com/go/WA/schools/0897001534/school.aspx,Toppenish School District,https://www.schooldigger.com/go/WA/district/08970/search.aspx,141 Ward Road,Toppenish,https://www.schooldigger.com/go/WA/city/Toppenish/search.aspx,98948,Yakima County,(509) 865-3370,Yes,No,No,No,953,49.2,19.3,81.8,0.2,9.7,0,86.7,0,1.3,2.2,17.5
Wellpinit High School,https://www.schooldigger.com/go/WA/schools/0963001629/school.aspx,Wellpinit School District #49,https://www.schooldigger.com/go/WA/district/09630/search.aspx,6270 Ford-Wellpinit Rd,Wellpinit,https://www.schooldigger.com/go/WA/city/Wellpinit/search.aspx,99040,Stevens County,(509) 258-4535,Yes,No,No,No,98,8.2,11.8,87.8,0,69.4,0,7.1,0,21.4,2,17.2
Rogers High School,https://www.schooldigger.com/go/WA/schools/0825001386/school.aspx,Spokane School District,https://www.schooldigger.com/go/WA/district/08250/search.aspx,1622 E Wellesley Ave,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99207,Spokane County,(509) 354-6600,Yes,No,No,No,1531,82,18.6,81.6,4.8,1.6,3.1,14.6,6.2,16.3,53.4,17
Quartzite Learning,https://www.schooldigger.com/go/WA/schools/0126002687/school.aspx,Chewelah School District,https://www.schooldigger.com/go/WA/district/01260/search.aspx,W 106 Lincoln,Chewelah,https://www.schooldigger.com/go/WA/city/Chewelah/search.aspx,99109,Stevens County,(509) 685-6800,No,No,No,No,179,4.4,40.3,52.5,0.6,0.6,0,2.8,0,6.1,89.9,17
Mount Baker Senior High,https://www.schooldigger.com/go/WA/schools/0531000803/school.aspx,Mount Baker School District,https://www.schooldigger.com/go/WA/district/05310/search.aspx,4936 Deming Rd,Deming,https://www.schooldigger.com/go/WA/city/Deming/search.aspx,98244,Whatcom County,(360) 383-2015,No,No,No,No,528,33.2,15.9,50,1.1,4.4,1.1,14.4,0,5.3,73.7,16.7
Fort Vancouver High School,https://www.schooldigger.com/go/WA/schools/0927001560/school.aspx,Vancouver School District,https://www.schooldigger.com/go/WA/district/09270/search.aspx,5700 E 18th St,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98661,Clark County,(360) 313-4000,Yes,No,No,No,1608,74.7,21.5,68.7,4,0.1,4.1,44.8,5.2,6.3,35.5,16.5
Tyee High School,https://www.schooldigger.com/go/WA/schools/0354000555/school.aspx,Highline School District,https://www.schooldigger.com/go/WA/district/03540/search.aspx,4424 S 188th St,SeaTac,https://www.schooldigger.com/go/WA/city/SeaTac/search.aspx,98188,King County,(206) 433-2341,Yes,No,No,No,834,44.7,18.6,81.4,20,0.6,17,42.9,7.1,4.2,7.8,16.1
Parent Assisted Learning,https://www.schooldigger.com/go/WA/schools/0576002653/school.aspx,North Kitsap School District,https://www.schooldigger.com/go/WA/district/05760/search.aspx,25800 Siyaya Ave NE,Kingston,https://www.schooldigger.com/go/WA/city/Kingston/search.aspx,98346,Kitsap County,(360) 396-3575,No,No,No,No,59,2,29.5,28.8,0,0,6.8,8.5,0,13.6,71.2,15.9
Discovery High School,https://www.schooldigger.com/go/WA/schools/0447003454/school.aspx,Longview School District,https://www.schooldigger.com/go/WA/district/04470/search.aspx,2742 Harding Blvd,Longview,https://www.schooldigger.com/go/WA/city/Longview/search.aspx,98632,Cowlitz County,(360) 414-2920,No,No,No,No,100,6.6,15.1,74,1,2,0,24,2,6,65,15.9
Legacy High School,https://www.schooldigger.com/go/WA/schools/0486003102/school.aspx,Marysville School District,https://www.schooldigger.com/go/WA/district/04860/search.aspx,7204 27th Ave NE,Marysville,https://www.schooldigger.com/go/WA/city/Marysville/search.aspx,98271,Snohomish County,(360) 965-3000,No,No,Yes,No,285,18.2,15.6,53.7,2.1,7,1.8,17.9,1.4,11.2,58.6,15.6
Royal High School,https://www.schooldigger.com/go/WA/schools/0762001123/school.aspx,Royal School District,https://www.schooldigger.com/go/WA/district/07620/search.aspx,955 Ahlers Road,Royal City,https://www.schooldigger.com/go/WA/city/Royal+City/search.aspx,99357,Grant County,(509) 346-2256,Yes,No,No,No,506,29,17.4,53.4,0,0,0.2,80.6,0,0.4,18.8,15.5
Gates Secondary School,https://www.schooldigger.com/go/WA/schools/0294001769/school.aspx,Franklin Pierce School District,https://www.schooldigger.com/go/WA/district/02940/search.aspx,813 132nd Street S,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98444,Pierce County,(253) 298-4005,Yes,No,No,No,84,13,6.4,70.2,14.3,0,4.8,31,8.3,11.9,29.8,15.4
Bethel Virtual Academy,https://www.schooldigger.com/go/WA/schools/0048003762/school.aspx,Bethel School District,https://www.schooldigger.com/go/WA/district/00480/search.aspx,516 176th st E,Spanaway,https://www.schooldigger.com/go/WA/city/Spanaway/search.aspx,98387,Pierce County,(253) 800-2034,No,No,No,Yes,1099,39.5,27.8,50.5,7,0.5,3.5,18.1,5.7,14.9,50.2,14.6
Ocosta Junior - Senior High,https://www.schooldigger.com/go/WA/schools/0609000914/school.aspx,Ocosta School District,https://www.schooldigger.com/go/WA/district/06090/search.aspx,2580 S Montesano St,Westport,https://www.schooldigger.com/go/WA/city/Westport/search.aspx,98595,Grays Harbor County,(360) 268-9125,No,No,No,No,284,15.4,18.4,78.2,0.4,4.6,0.4,25,0,13,56.7,14.6
Todd Beamer High School,https://www.schooldigger.com/go/WA/schools/0282003154/school.aspx,Federal Way School District,https://www.schooldigger.com/go/WA/district/02820/search.aspx,35999 16th Av S,Federal Way,https://www.schooldigger.com/go/WA/city/Federal+Way/search.aspx,98003,King County,(253) 945-2570,No,No,No,No,1416,67.9,20.8,61.1,17.4,0.4,15.9,25.6,6.1,9.6,24.9,14.5
Evergreen High School,https://www.schooldigger.com/go/WA/schools/0354000526/school.aspx,Highline School District,https://www.schooldigger.com/go/WA/district/03540/search.aspx,830 SW 116th St,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98146,King County,(206) 631-6150,Yes,No,No,No,1073,52.6,20.3,78.6,13.1,0.3,22.8,48.4,2.3,4.2,8.8,14.4
Soap Lake Middle & High School,https://www.schooldigger.com/go/WA/schools/0807001335/school.aspx,Soap Lake School District,https://www.schooldigger.com/go/WA/district/08070/search.aspx,527 2nd Ave SW,Soap Lake,https://www.schooldigger.com/go/WA/city/Soap+Lake/search.aspx,98851,Grant County,(509) 246-1201,Yes,No,No,No,272,19.8,13.6,91.2,0.7,0.7,0,42.6,0,0.4,55.5,14.3
Taholah High School,https://www.schooldigger.com/go/WA/schools/0873001514/school.aspx,Taholah School District,https://www.schooldigger.com/go/WA/district/08730/search.aspx,600 Chitwhin Dr,Taholah,https://www.schooldigger.com/go/WA/city/Taholah/search.aspx,98587,Grays Harbor County,(360) 276-4780,Yes,No,No,No,68,7.6,8.9,75,0,77.9,0,13.2,0,8.8,0,14.2
Yelm Extension School,https://www.schooldigger.com/go/WA/schools/1014000134/school.aspx,Yelm School District,https://www.schooldigger.com/go/WA/district/10140/search.aspx,107 First St. N,Yelm,https://www.schooldigger.com/go/WA/city/Yelm/search.aspx,98597,Thurston County,(360) 458-6223,No,No,No,No,76,4.5,16.8,57.9,1.3,3.9,1.3,26.3,1.3,7.9,57.9,13.8
Wapato High School,https://www.schooldigger.com/go/WA/schools/0948001617/school.aspx,Wapato School District,https://www.schooldigger.com/go/WA/district/09480/search.aspx,1202 South Camas Avenue,Wapato,https://www.schooldigger.com/go/WA/city/Wapato/search.aspx,98951,Yakima County,(509) 877-3138,Yes,No,No,No,888,48.6,18.2,84.1,0,17,2.7,76.2,0.1,2.5,1.4,13.1
Rainier Beach High School,https://www.schooldigger.com/go/WA/schools/0771001236/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,8815 Seward Park Av S,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98118,King County,(206) 252-6350,No,No,No,No,781,47,16.6,72.6,42.9,0.9,26.6,16.9,1.9,6.4,4.4,12.9
Oakland High School,https://www.schooldigger.com/go/WA/schools/0870001811/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,3319 S Adams St,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98409,Pierce County,(253) 571-5102,Yes,No,No,No,144,12.2,11.8,87.5,20.8,2.8,2.8,11.1,2.8,12.5,47.2,12.6
Edmonds eLearning Academy,https://www.schooldigger.com/go/WA/schools/0240002205/school.aspx,Edmonds School District,https://www.schooldigger.com/go/WA/district/02400/search.aspx,7501 208th St SW,Lynnwood,https://www.schooldigger.com/go/WA/city/Lynnwood/search.aspx,98036,Snohomish County,(425) 431-7298,No,No,No,Yes,137,11,12.4,35.8,6.6,0.7,1.5,16.1,0.7,11.7,62.8,12.4
Foss,https://www.schooldigger.com/go/WA/schools/0870001466/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,2112 S Tyler St,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98405,Pierce County,(253) 571-7300,No,No,No,No,605,38.4,15.7,74.2,22.5,1,9.4,20.2,3.3,13.1,30.6,12.3
Columbia Virtual Academy - Kettle Falls,https://www.schooldigger.com/go/WA/schools/0399003270/school.aspx,Kettle Falls School District,https://www.schooldigger.com/go/WA/district/03990/search.aspx,W 105 11th Street,Kettle Falls,https://www.schooldigger.com/go/WA/city/Kettle+Falls/search.aspx,99141,Stevens County,(509) 738-6625,No,No,No,Yes,371,9.4,39.4,13.2,1.3,0.8,3.8,13.5,0.5,7.3,72.5,12
Olympia Regional Learning Academy,https://www.schooldigger.com/go/WA/schools/0618003205/school.aspx,Olympia School District,https://www.schooldigger.com/go/WA/district/06180/search.aspx,2400 15th Ave SE,Olympia,https://www.schooldigger.com/go/WA/city/Olympia/search.aspx,98501,Thurston County,(360) 596-7730,No,No,No,No,114,10.3,10.9,28.9,0,0,2.6,10.5,0,13.2,71.9,11.7
Highline High School,https://www.schooldigger.com/go/WA/schools/0354000531/school.aspx,Highline School District,https://www.schooldigger.com/go/WA/district/03540/search.aspx,225 S 152nd St,Burien,https://www.schooldigger.com/go/WA/city/Burien/search.aspx,98148,King County,(206) 631-6700,Yes,No,No,No,1037,48.4,21.4,70.4,7.7,0.3,17.2,48.2,3.8,6.2,16.5,11.7
New Market High School,https://www.schooldigger.com/go/WA/schools/0910003017/school.aspx,Tumwater School District,https://www.schooldigger.com/go/WA/district/09100/search.aspx,7299 New Market Street SW,Tumwater,https://www.schooldigger.com/go/WA/city/Tumwater/search.aspx,98501,Thurston County,(360) 570-4500,No,No,No,No,57,1.4,40.7,38.6,1.8,7,3.5,12.3,0,5.3,70.2,10.8
Northwest Allprep,https://www.schooldigger.com/go/WA/schools/0897003385/school.aspx,Toppenish School District,https://www.schooldigger.com/go/WA/district/08970/search.aspx,237 Chkalov Ste 108,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98684,Clark County,(360) 828-0205,No,No,No,No,537,,,55.9,1.7,1.1,0.9,8.9,0,2.2,81.2,9.9
Lincoln High School,https://www.schooldigger.com/go/WA/schools/0945001607/school.aspx,Walla Walla Public Schools,https://www.schooldigger.com/go/WA/district/09450/search.aspx,421 S. 4th Ave,Walla Walla,https://www.schooldigger.com/go/WA/city/Walla+Walla/search.aspx,99362,Walla Walla County,(509) 527-3083,Yes,No,No,No,110,11.3,9.7,78.2,0.9,0.9,0,37.3,0.9,4.5,54.5,9.3
Clover Park High School,https://www.schooldigger.com/go/WA/schools/0141000250/school.aspx,Clover Park School District,https://www.schooldigger.com/go/WA/district/01410/search.aspx,11023 Gravelly LK DR SW,Lakewood,https://www.schooldigger.com/go/WA/city/Lakewood/search.aspx,98499,Pierce County,(253) 583-5500,No,No,No,No,1347,70,19.2,75.4,11.9,0.7,4.5,46.9,8.3,10.9,15.7,9.1
