School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White, Standard Score
Meeker Middle School,https://www.schooldigger.com/go/WA/schools/0396000624/school.aspx,Kent School District,https://www.schooldigger.com/go/WA/district/03960/search.aspx,12600 SE 192nd St,Renton,https://www.schooldigger.com/go/WA/city/Renton/search.aspx,98058,King County,(253) 373-7284,No,No,No,No,697,34.8,19.9,56.8,14.5,0.3,30.6,21.7,2.4,8.8,21.8,54.4
Parade,https://www.schooldigger.com/go/WA/schools/0456002797/school.aspx,Riverview School District,https://www.schooldigger.com/go/WA/district/04560/search.aspx,32302 NE 50th St,Carnation,https://www.schooldigger.com/go/WA/city/Carnation/search.aspx,98014,King County,(206) 333-4370,No,No,No,No,133,4.3,30.5,10.5,1.5,0,0.8,6,0,9,82.7,54.4
Ferrucci Junior High,https://www.schooldigger.com/go/WA/schools/0696001865/school.aspx,Puyallup School District,https://www.schooldigger.com/go/WA/district/06960/search.aspx,3213 Wildwood Pk Dr,Puyallup,https://www.schooldigger.com/go/WA/city/Puyallup/search.aspx,98374,Pierce County,(253) 841-8756,No,No,No,No,763,36.3,20.9,44.7,6.4,1.3,4.2,21.4,2.5,11.3,52.9,54.3
Tukes Valley Middle School,https://www.schooldigger.com/go/WA/schools/0038003214/school.aspx,Battle Ground School District,https://www.schooldigger.com/go/WA/district/00380/search.aspx,20601 NE 167th Avenue,Battle Ground,https://www.schooldigger.com/go/WA/city/Battle+Ground/search.aspx,98604,Clark County,(360) 885-5304,No,No,No,No,514,29.5,17.4,31.7,0.2,0.2,0.6,8.6,0.4,6.6,83.5,54.2
Kalama Middle School,https://www.schooldigger.com/go/WA/schools/0381000585/school.aspx,Kalama School District,https://www.schooldigger.com/go/WA/district/03810/search.aspx,548 China Garden Road,Kalama,https://www.schooldigger.com/go/WA/city/Kalama/search.aspx,98625,Cowlitz County,(360) 673-5212,No,No,No,No,235,12.3,19,32.8,1.7,1.7,1.3,9.4,0.4,1.3,84.3,54.2
Louisa Boren STEM K-8,https://www.schooldigger.com/go/WA/schools/0771003426/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,5950 Delridge Way SW,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98106,King County,(206) 252-8450,No,No,Yes,No,545,38.1,14.2,33.9,20.2,0,7.5,15.8,0,10.5,45.9,53.9
George Washington Bush Middle School,https://www.schooldigger.com/go/WA/schools/0910001734/school.aspx,Tumwater School District,https://www.schooldigger.com/go/WA/district/09100/search.aspx,2120 83rd Avenue SW,Tumwater,https://www.schooldigger.com/go/WA/city/Tumwater/search.aspx,98512,Thurston County,(360) 709-7400,No,No,No,No,668,35.4,18.8,37.9,2.7,0.6,0.7,13.9,0.4,9.6,71.9,53.9
Kingston Middle School,https://www.schooldigger.com/go/WA/schools/0576002324/school.aspx,North Kitsap School District,https://www.schooldigger.com/go/WA/district/05760/search.aspx,9000 W Kingston Rd,Kingston,https://www.schooldigger.com/go/WA/city/Kingston/search.aspx,98346,Kitsap County,(360) 396-3400,Yes,No,No,No,435,23,18.9,47.8,0.5,8.5,1.4,17,0.7,15.4,56.6,53.8
Lind Ritzville Middle School,https://www.schooldigger.com/go/WA/schools/0738003418/school.aspx,Ritzville School District,https://www.schooldigger.com/go/WA/district/07380/search.aspx,507 North E Stree,Lind,https://www.schooldigger.com/go/WA/city/Lind/search.aspx,99341,Adams County,(509) 677-3408,No,No,No,No,84,,,48.8,0,0,2.4,8.3,0,1.2,88.1,53.7
Lynden Middle School,https://www.schooldigger.com/go/WA/schools/0462000721/school.aspx,Lynden School District,https://www.schooldigger.com/go/WA/district/04620/search.aspx,8750 Line Rd,Lynden,https://www.schooldigger.com/go/WA/city/Lynden/search.aspx,98264,Whatcom County,(206) 354-2952,Yes,No,No,No,613,38.7,15.8,34.3,1.8,0.3,3.1,29,0.5,3.6,61.7,53.3
Colville Junior High School,https://www.schooldigger.com/go/WA/schools/0163000283/school.aspx,Colville School District,https://www.schooldigger.com/go/WA/district/01630/search.aspx,990 S Cedar St,Colville,https://www.schooldigger.com/go/WA/city/Colville/search.aspx,99114,Stevens County,(509) 684-7820,Yes,No,No,No,384,22.3,17.2,48.7,0.8,2.3,0,6.5,0.3,7.8,82.3,53.3
McKnight Middle School,https://www.schooldigger.com/go/WA/schools/0723001079/school.aspx,Renton School District,https://www.schooldigger.com/go/WA/district/07230/search.aspx,1200 Edmonds Ave NE,Renton,https://www.schooldigger.com/go/WA/city/Renton/search.aspx,98056,King County,(425) 204-3600,No,No,No,No,921,43.2,21.2,47.7,9.2,0.1,24.3,31.7,0.8,8.8,25,53.2
Entiat Middle and High School,https://www.schooldigger.com/go/WA/schools/0255000374/school.aspx,Entiat School District,https://www.schooldigger.com/go/WA/district/02550/search.aspx,2650 Entiat Way,Entiat,https://www.schooldigger.com/go/WA/city/Entiat/search.aspx,98822,Chelan County,(509) 784-1911,No,No,No,No,162,11.2,14.4,61.7,0,0,0,38.3,0,0.6,61.1,53.2
Reardan Middle-Senior High School,https://www.schooldigger.com/go/WA/schools/0721001063/school.aspx,Reardan-Edwall School District,https://www.schooldigger.com/go/WA/district/07210/search.aspx,215 E Spokane,Reardan,https://www.schooldigger.com/go/WA/city/Reardan/search.aspx,99029,Lincoln County,(509) 796-2701,No,No,No,No,388,20.8,18.6,34.8,0.3,2.6,0.3,4.1,0,5.7,87.1,53.1
Wilbur Secondary School,https://www.schooldigger.com/go/WA/schools/0984001668/school.aspx,Wilbur School District,https://www.schooldigger.com/go/WA/district/09840/search.aspx,202 Pope Street,Wilbur,https://www.schooldigger.com/go/WA/city/Wilbur/search.aspx,99185,Lincoln County,(509) 647-5602,No,No,No,No,138,9.7,14,45.7,0,13.8,0,8.7,0,12.3,64.5,52.9
Edgemont Junior High,https://www.schooldigger.com/go/WA/schools/0696001024/school.aspx,Puyallup School District,https://www.schooldigger.com/go/WA/district/06960/search.aspx,2300 110th Ave E,Edgewood,https://www.schooldigger.com/go/WA/city/Edgewood/search.aspx,98372,Pierce County,(253) 841-8727,No,No,No,No,507,23.8,21.3,32.7,7.1,0.4,7.9,17.2,4.5,11.4,51.5,52.7
Toledo Middle School,https://www.schooldigger.com/go/WA/schools/0891001528/school.aspx,Toledo School District,https://www.schooldigger.com/go/WA/district/08910/search.aspx,155 N 5th St,Toledo,https://www.schooldigger.com/go/WA/city/Toledo/search.aspx,98591,Lewis County,(360) 864-2395,Yes,No,No,No,156,9.1,17,52.6,1.9,5.1,0.6,9,0,4.5,78.8,52.3
Key Peninsula Middle School,https://www.schooldigger.com/go/WA/schools/0669001863/school.aspx,Peninsula School District,https://www.schooldigger.com/go/WA/district/06690/search.aspx,5510 Key Peninsula Hwy N,Lakebay,https://www.schooldigger.com/go/WA/city/Lakebay/search.aspx,98349,Pierce County,(253) 530-4200,Yes,No,No,No,429,25.9,16.5,43.1,0.9,0.7,1.6,11.4,0,14,71.1,52
Montesano Junior-Senior High,https://www.schooldigger.com/go/WA/schools/0516000780/school.aspx,Montesano School District,https://www.schooldigger.com/go/WA/district/05160/search.aspx,303 North Church,Montesano,https://www.schooldigger.com/go/WA/city/Montesano/search.aspx,98563,Grays Harbor County,(360) 249-4041,No,No,No,No,692,36.1,19.1,33.2,0.7,1.7,0.9,12.4,0,7.1,77.2,51.8
Stanwood Middle School,https://www.schooldigger.com/go/WA/schools/0834001424/school.aspx,Stanwood-Camano School District,https://www.schooldigger.com/go/WA/district/08340/search.aspx,9405 271st St NW,Stanwood,https://www.schooldigger.com/go/WA/city/Stanwood/search.aspx,98292,Snohomish County,(360) 629-1350,No,No,No,No,479,23.1,20.7,35.3,1,1,0,14.6,0.6,8.1,74.5,51.6
Mead Education Partnership Prog,https://www.schooldigger.com/go/WA/schools/0492002844/school.aspx,Mead School District,https://www.schooldigger.com/go/WA/district/04920/search.aspx,8621 N Five Mile Road,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99208,Spokane County,(509) 465-7700,No,No,No,No,481,15.4,31.1,20.2,0.6,0,0.4,6.9,0.2,5,86.9,51.4
Jason Lee Middle School,https://www.schooldigger.com/go/WA/schools/0927001570/school.aspx,Vancouver School District,https://www.schooldigger.com/go/WA/district/09270/search.aspx,8500 NW 9th Ave,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98665,Clark County,(360) 313-3500,No,No,No,No,649,36.5,17.7,48.8,2.9,0.3,4.5,25.9,1.4,8.8,56.2,51.4
Wind River Middle School,https://www.schooldigger.com/go/WA/schools/0852001437/school.aspx,Stevenson-Carson School District,https://www.schooldigger.com/go/WA/district/08520/search.aspx,390 NW Gropper Road,Stevenson,https://www.schooldigger.com/go/WA/city/Stevenson/search.aspx,98648,Skamania County,(509) 427-5631,No,No,No,No,134,6.6,20,49.3,0,3.7,0,12.7,0,6,77.6,50.4
Chinook Middle School,https://www.schooldigger.com/go/WA/schools/0585000862/school.aspx,North Thurston Public Schools,https://www.schooldigger.com/go/WA/district/05850/search.aspx,4301 6th Ave NE,Lacey,https://www.schooldigger.com/go/WA/city/Lacey/search.aspx,98516,Thurston County,(360) 412-4760,No,No,No,No,813,39.5,20.5,48.2,4.3,0.5,10,23.2,2.1,14.4,45.5,50.3
Foothills Middle School,https://www.schooldigger.com/go/WA/schools/0966001006/school.aspx,Wenatchee School District,https://www.schooldigger.com/go/WA/district/09660/search.aspx,1410 Maple St,Wenatchee,https://www.schooldigger.com/go/WA/city/Wenatchee/search.aspx,98801,Chelan County,(509) 664-8961,Yes,No,No,No,550,33.3,16.5,48.7,0.9,0.2,1.5,45.8,0.2,2.2,49.3,50
Rainier Prep,https://www.schooldigger.com/go/WA/schools/0033503533/school.aspx,Rainier Prep Charter School District,https://www.schooldigger.com/go/WA/district/00335/search.aspx,10211 12th Ave S,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98168,King County,(206) 494-5979,Yes,Yes,No,No,344,24.8,13.8,67.7,49.1,0,7.3,34.9,0,3.8,4.9,50
Dungeness Virtual School,https://www.schooldigger.com/go/WA/schools/0783003729/school.aspx,Sequim School District,https://www.schooldigger.com/go/WA/district/07830/search.aspx,503 N. Sequim Ave,Sequim,https://www.schooldigger.com/go/WA/city/Sequim/search.aspx,98382,Clallam County,(360) 582-3433,No,No,No,Yes,53,,,39.6,3.8,0,0,7.5,3.8,17,67.9,49.5
Julius A Wendt Elementary/John C Thomas Middle School,https://www.schooldigger.com/go/WA/schools/0933001593/school.aspx,Wahkiakum School District,https://www.schooldigger.com/go/WA/district/09330/search.aspx,265 South Third St,Cathlamet,https://www.schooldigger.com/go/WA/city/Cathlamet/search.aspx,98612,Wahkiakum County,(360) 795-3261,Yes,No,No,No,283,17.1,16.4,54.8,0,0,0.4,12.4,0.4,7.4,79.5,49.4
Southside Elementary,https://www.schooldigger.com/go/WA/schools/0822001360/school.aspx,Southside School District,https://www.schooldigger.com/go/WA/district/08220/search.aspx,161 SE Collier Rd,Shelton,https://www.schooldigger.com/go/WA/city/Shelton/search.aspx,98584,Mason County,(360) 426-8437,Yes,No,No,No,203,12.8,15.8,35,0.5,5.4,0,10.3,0,12.8,70.9,49.3
White Pass Junior Senior High School,https://www.schooldigger.com/go/WA/schools/0975001659/school.aspx,White Pass School District,https://www.schooldigger.com/go/WA/district/09750/search.aspx,516 Silverbrook Road,Randle,https://www.schooldigger.com/go/WA/city/Randle/search.aspx,98377,Lewis County,(360) 497-5816,No,No,No,No,171,12.5,13.6,62,1.2,0,0,8.8,0,3.5,86.5,49.2
Spokane International Academy,https://www.schooldigger.com/go/WA/schools/0033703539/school.aspx,Spokane International Academy,https://www.schooldigger.com/go/WA/district/00337/search.aspx,777 E Magnesium Rd,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99208,Spokane County,(509) 209-8730,Yes,Yes,Yes,No,599,34.1,17.5,46.6,2.5,2.2,2,11.5,0.2,15.9,65.4,49.1
Frontier Middle School,https://www.schooldigger.com/go/WA/schools/0048000595/school.aspx,Bethel School District,https://www.schooldigger.com/go/WA/district/00480/search.aspx,22110 108th Avenue East,Graham,https://www.schooldigger.com/go/WA/city/Graham/search.aspx,98338,Pierce County,(253) 800-8300,No,No,No,No,670,34.8,19.2,40.4,3.7,1.9,2.8,16.6,2.7,12.8,59.4,49
Cedar Heights Middle School,https://www.schooldigger.com/go/WA/schools/0396001142/school.aspx,Kent School District,https://www.schooldigger.com/go/WA/district/03960/search.aspx,19640 SE 272nd Street,Covington,https://www.schooldigger.com/go/WA/city/Covington/search.aspx,98042,King County,(253) 373-7620,No,No,No,No,635,33.8,18.7,46.1,9.6,0.6,11.2,20.3,2,8.7,47.4,49
Onalaska Middle School,https://www.schooldigger.com/go/WA/schools/0624003062/school.aspx,Onalaska School District,https://www.schooldigger.com/go/WA/district/06240/search.aspx,280 5th Street W,Onalaska,https://www.schooldigger.com/go/WA/city/Onalaska/search.aspx,98570,Lewis County,(360) 978-4111,Yes,No,No,No,202,10.8,18.5,53.5,0,1,0,12.4,0,7.4,79.2,48.5
Aylen Junior High,https://www.schooldigger.com/go/WA/schools/0696001022/school.aspx,Puyallup School District,https://www.schooldigger.com/go/WA/district/06960/search.aspx,101 15th St SW,Puyallup,https://www.schooldigger.com/go/WA/city/Puyallup/search.aspx,98371,Pierce County,(253) 841-8723,No,No,No,No,722,35,20.5,36,2.8,2.8,4.8,19.8,0.3,13.9,55.7,48.2
Adna Middle/High School,https://www.schooldigger.com/go/WA/schools/0006000013/school.aspx,Adna School District,https://www.schooldigger.com/go/WA/district/00060/search.aspx,121 Adna School Rd.,Chehalis,https://www.schooldigger.com/go/WA/city/Chehalis/search.aspx,98532,Lewis County,(360) 748-8552,Yes,No,No,No,372,21.2,17.5,28.8,1.1,1.1,1.1,8.6,0,1.9,86.3,48
Morgan Middle School,https://www.schooldigger.com/go/WA/schools/0246000367/school.aspx,Ellensburg School District,https://www.schooldigger.com/go/WA/district/02460/search.aspx,400 E First,Ellensburg,https://www.schooldigger.com/go/WA/city/Ellensburg/search.aspx,98926,Kittitas County,(509) 925-8200,Yes,No,No,No,748,43,17.3,46.7,1.2,0.9,0.9,22.5,0.1,3.6,70.6,48
Sylvester Middle School,https://www.schooldigger.com/go/WA/schools/0354000554/school.aspx,Highline School District,https://www.schooldigger.com/go/WA/district/03540/search.aspx,16222 Sylvester Road SW,Burien,https://www.schooldigger.com/go/WA/city/Burien/search.aspx,98166,King County,(206) 631-6000,Yes,No,No,No,699,33.7,20.7,48.2,8.7,1,9.6,28.6,2.1,11,38.3,47.9
Highland Junior High School,https://www.schooldigger.com/go/WA/schools/0351003148/school.aspx,Highland School District,https://www.schooldigger.com/go/WA/district/03510/search.aspx,17000 Summitview,Cowiche,https://www.schooldigger.com/go/WA/city/Cowiche/search.aspx,98923,Yakima County,(509) 678-8800,Yes,No,No,No,182,10.1,17.9,80.2,0,0,0.5,73.6,0,0.5,25.3,47.7
Haller Middle School,https://www.schooldigger.com/go/WA/schools/0024003008/school.aspx,Arlington School District,https://www.schooldigger.com/go/WA/district/00240/search.aspx,600 E. First,Arlington,https://www.schooldigger.com/go/WA/city/Arlington/search.aspx,98223,Snohomish County,(360) 618-6400,No,No,No,No,602,29.2,20.5,34.6,1,1,1.8,16.3,0,8.6,71.3,47.5
Doris Stahl Junior High,https://www.schooldigger.com/go/WA/schools/0696001178/school.aspx,Puyallup School District,https://www.schooldigger.com/go/WA/district/06960/search.aspx,9610 168th St E,Puyallup,https://www.schooldigger.com/go/WA/city/Puyallup/search.aspx,98375,Pierce County,(253) 840-8881,No,No,No,No,823,35.9,22.9,38,5.8,0.6,9.1,22.7,3.5,16.6,41.6,47
Edmonds S. Meany Middle School,https://www.schooldigger.com/go/WA/schools/0771003612/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,301 21st Ave E,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98112,King County,(206) 413-2100,No,No,No,No,485,28.8,16.8,47,31.3,0.4,9.5,10.7,0.4,14.2,32.6,46.8
Tekoa High School,https://www.schooldigger.com/go/WA/schools/0879001521/school.aspx,Tekoa School District,https://www.schooldigger.com/go/WA/district/08790/search.aspx,513 E Henkle - 0869,Tekoa,https://www.schooldigger.com/go/WA/city/Tekoa/search.aspx,99033,Whitman County,(509) 284-3401,No,No,No,No,80,8.3,9.5,65,0,1.3,0,20,0,2.5,76.3,46.7
Selkirk Middle School,https://www.schooldigger.com/go/WA/schools/0780003341/school.aspx,Selkirk School District,https://www.schooldigger.com/go/WA/district/07800/search.aspx,10372 Highway 31,Ione,https://www.schooldigger.com/go/WA/city/Ione/search.aspx,99139,Pend Oreille County,(509) 446-3505,No,No,No,No,55,4.5,12,54.5,0,0,1.8,1.8,0,5.5,90.9,46.5
Meridian Middle School,https://www.schooldigger.com/go/WA/schools/0501000767/school.aspx,Meridian School District,https://www.schooldigger.com/go/WA/district/05010/search.aspx,861 Ten Mile Road,Lynden,https://www.schooldigger.com/go/WA/city/Lynden/search.aspx,98264,Whatcom County,(360) 398-2291,No,No,No,No,360,22,16.3,35.8,1.1,1.7,7.5,23.9,0.3,4.7,60.8,46.4
Glacier View Junior High,https://www.schooldigger.com/go/WA/schools/0696003260/school.aspx,Puyallup School District,https://www.schooldigger.com/go/WA/district/06960/search.aspx,12807 184th St E,Puyallup,https://www.schooldigger.com/go/WA/city/Puyallup/search.aspx,98374,Pierce County,(253) 840-8922,No,No,No,No,833,38.3,21.7,29.4,7.4,1.1,4.6,18.1,1.9,11.4,55.5,46.1
Ridgeline Middle School,https://www.schooldigger.com/go/WA/schools/1014003068/school.aspx,Yelm School District,https://www.schooldigger.com/go/WA/district/10140/search.aspx,10605 Carter St SE,Yelm,https://www.schooldigger.com/go/WA/city/Yelm/search.aspx,98597,Thurston County,(360) 458-1100,No,No,No,No,637,31.2,20.3,44,1.1,1.3,0.6,17.1,1.3,11.9,66.7,46
Marcus Whitman Middle School,https://www.schooldigger.com/go/WA/schools/0816001351/school.aspx,South Kitsap School District,https://www.schooldigger.com/go/WA/district/08160/search.aspx,1887 Madrona Dr SE,Port Orchard,https://www.schooldigger.com/go/WA/city/Port+Orchard/search.aspx,98366,Kitsap County,(360) 874-6160,Yes,No,No,No,704,42.5,16.5,46.6,2.1,1.4,2.6,15.5,2,14.1,62.4,45.9
Touchet Elementary & High School,https://www.schooldigger.com/go/WA/schools/0900001536/school.aspx,Touchet School District,https://www.schooldigger.com/go/WA/district/09000/search.aspx,90 Champion Street,Touchet,https://www.schooldigger.com/go/WA/city/Touchet/search.aspx,99360,Walla Walla County,(509) 394-2352,Yes,No,No,No,212,19.4,10.9,50.5,0,0.9,0,47.2,0,1.9,50,45.9
Chief Joseph Middle School,https://www.schooldigger.com/go/WA/schools/0732001250/school.aspx,Richland School District,https://www.schooldigger.com/go/WA/district/07320/search.aspx,504 Wilson,Richland,https://www.schooldigger.com/go/WA/city/Richland/search.aspx,99352,Benton County,(509) 967-6400,No,No,No,No,755,36.4,20.7,19.1,2.9,0.3,1.9,25.7,0.3,6.1,62.5,45.8
Komachin Middle School,https://www.schooldigger.com/go/WA/schools/0585000606/school.aspx,North Thurston Public Schools,https://www.schooldigger.com/go/WA/district/05850/search.aspx,3650 College St SE,Lacey,https://www.schooldigger.com/go/WA/city/Lacey/search.aspx,98503,Thurston County,(360) 412-4740,No,No,No,No,706,36.6,19.2,43.9,5.9,0.6,5,22,3.7,17.1,45.8,45.7
Post Middle School,https://www.schooldigger.com/go/WA/schools/0024000024/school.aspx,Arlington School District,https://www.schooldigger.com/go/WA/district/00240/search.aspx,1220 E. 5th St,Arlington,https://www.schooldigger.com/go/WA/city/Arlington/search.aspx,98223,Snohomish County,(360) 618-6450,No,No,No,No,654,34.7,18.8,38.2,0.3,0.5,0.9,15,0.3,9.6,73.4,45.4
Valley Academy of Learning K-8,https://www.schooldigger.com/go/WA/schools/0966003678/school.aspx,Wenatchee School District,https://www.schooldigger.com/go/WA/district/09660/search.aspx,1911 N Wenatchee Avenue,Wenatchee,https://www.schooldigger.com/go/WA/city/Wenatchee/search.aspx,98801,Chelan County,(509) 662-6417,No,No,No,No,178,6,29.3,8.4,0.6,0.6,2.2,9.6,0,1.7,85.4,45.4
