School,School_URL,District,District_URL,Address,City,City_URL,Zip,County,Phone,Is_Title_I,Is_Charter,Is_Magnet,Is_Virtual,Number_Students,Number_Full-time_Teachers,Student_Teacher_Ratio,Percent_Free_Disc_Lunch,Percent_African_American,Percent_American_Indian,Percent_Asian,Percent_Hispanic,Percent_Pacific_Islander,Percent_Two_or_More_Races,Percent_White,Standard_Score
Oakland High School,https://www.schooldigger.com/go/IN/schools/0540002518/school.aspx,Lafayette School Corporation,https://www.schooldigger.com/go/IN/district/05400/search.aspx,1100 Elizabeth Street,Lafayette,https://www.schooldigger.com/go/IN/city/Lafayette/search.aspx,47904,Tippecanoe County,(765) 807-8550,No,No,No,No,62,8.4,7.3,71,16.1,0,0,9.7,0,3.2,71,14
IN Math & Science Academy - North,https://www.schooldigger.com/go/IN/schools/0009402487/school.aspx,IN Math & Science Academy - North,https://www.schooldigger.com/go/IN/district/00094/search.aspx,7435 N Keystone Ave,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46240,Marion County,(317) 259-7300,Yes,Yes,No,No,726,41.4,17.5,87.2,58.7,0.6,0.3,28.9,0,6.5,5.1,13.5
Michigan City High School,https://www.schooldigger.com/go/IN/schools/0657001160/school.aspx,Michigan City Area Schools,https://www.schooldigger.com/go/IN/district/06570/search.aspx,8466 W Pahs Rd,Michigan City,https://www.schooldigger.com/go/IN/city/Michigan+City/search.aspx,46360,LaPorte County,(219) 873-2044,Yes,No,No,No,1560,112.7,13.8,74.5,35.8,0.1,0.6,10.2,0,10.6,42.6,13.4
Calumet New Technical High School,https://www.schooldigger.com/go/IN/schools/0546000989/school.aspx,Lake Ridge New Technical Schools,https://www.schooldigger.com/go/IN/district/05460/search.aspx,3900 Calhoun St,Gary,https://www.schooldigger.com/go/IN/city/Gary/search.aspx,46408,Lake County,(219) 838-6990,Yes,No,No,No,661,35.7,18.5,82.8,43.7,0.2,0,21,0,5.1,30,13.1
Thomas A Edison Junior-Senior High School,https://www.schooldigger.com/go/IN/schools/0291000380/school.aspx,Lake Station Community Schools,https://www.schooldigger.com/go/IN/district/02910/search.aspx,3304 Parkside Ave,Lake Station,https://www.schooldigger.com/go/IN/city/Lake+Station/search.aspx,46405,Lake County,(219) 962-8531,Yes,No,No,No,682,31,21.9,70.2,13.9,0,0,39.6,0,4,42.5,13
Insight School of Indiana,https://www.schooldigger.com/go/IN/schools/0017902601/school.aspx,Insight School of Indiana,https://www.schooldigger.com/go/IN/district/00179/search.aspx,2855 North Franklin Road,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46219,Marion County,(317) 495-6494,Yes,Yes,No,Yes,676,30.2,22.3,59,16.4,0.3,0.6,8.3,0.1,6.4,67.9,13
Emmerich Manual High School,https://www.schooldigger.com/go/IN/schools/0477000825/school.aspx,Indianapolis Public Schools,https://www.schooldigger.com/go/IN/district/04770/search.aspx,2405 Madison Ave,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46225,Marion County,(317) 226-2200,Yes,No,No,No,414,27,15.3,75.1,30.7,0,1.4,16.9,0.2,8,42.8,12.9
Neighbors' New Vistas High School,https://www.schooldigger.com/go/IN/schools/0011302544/school.aspx,Neighbors' New Vistas High School,https://www.schooldigger.com/go/IN/district/00113/search.aspx,5201 US Highway 6,Portage,https://www.schooldigger.com/go/IN/city/Portage/search.aspx,46368,Porter County,(219) 850-4448,Yes,Yes,No,No,179,14.3,12.4,60.9,15.1,0,0,22.9,0,5.6,56.4,12.7
21st Century Charter School of Gary,https://www.schooldigger.com/go/IN/schools/0004602162/school.aspx,21st Century Charter School of Gary,https://www.schooldigger.com/go/IN/district/00046/search.aspx,556 Washington St,Gary,https://www.schooldigger.com/go/IN/city/Gary/search.aspx,46402,Lake County,(219) 886-9339,Yes,Yes,No,No,1264,58.8,21.4,85.2,93.7,0,0,4,0,2.1,0.2,11.1
Indianapolis Metropolitan High School,https://www.schooldigger.com/go/IN/schools/0006402408/school.aspx,Indianapolis Metropolitan High School,https://www.schooldigger.com/go/IN/district/00064/search.aspx,1635 W Michigan St,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46222,Marion County,(317) 524-4638,Yes,Yes,No,No,279,24.1,11.5,74.6,56.3,0,0,16.1,0,10.8,16.8,10.8
Thea Bowman Leadership Academy,https://www.schooldigger.com/go/IN/schools/0002501807/school.aspx,Thea Bowman Leadership Academy,https://www.schooldigger.com/go/IN/district/00025/search.aspx,975 W 6th Ave,Gary,https://www.schooldigger.com/go/IN/city/Gary/search.aspx,46402,Lake County,(219) 883-4826,Yes,Yes,No,No,866,42,20.6,100,94.7,0,0,3.8,0,1.4,0.1,10.3
Washington Learning Academy,https://www.schooldigger.com/go/IN/schools/1212002696/school.aspx,Vincennes Community School Corp,https://www.schooldigger.com/go/IN/district/12120/search.aspx,2134 Washington Ave,Vincennes,https://www.schooldigger.com/go/IN/city/Vincennes/search.aspx,47591,Knox County,(812) 882-5167,No,No,No,No,187,3,62.1,64.2,4.3,1.1,0.5,4.3,0,3.2,86.6,9.5
Cannelton Elementary & High School,https://www.schooldigger.com/go/IN/schools/0117000191/school.aspx,Cannelton City Schools,https://www.schooldigger.com/go/IN/district/01170/search.aspx,109 S 3rd Street,Cannelton,https://www.schooldigger.com/go/IN/city/Cannelton/search.aspx,47520,Perry County,(812) 547-3296,Yes,No,No,No,264,19.4,13.6,70.8,0.8,0,0.4,3.4,0,7.2,88.3,9.4
West Side Leadership Academy,https://www.schooldigger.com/go/IN/schools/0387000648/school.aspx,Gary Community School Corp,https://www.schooldigger.com/go/IN/district/03870/search.aspx,9th & Gerry St,Gary,https://www.schooldigger.com/go/IN/city/Gary/search.aspx,46406,Lake County,(219) 413-9870,Yes,No,No,No,1193,65.2,18.2,99.9,90.9,0.1,0,3.1,0,4.9,1,9.1
Crispus Attucks High School,https://www.schooldigger.com/go/IN/schools/0477000815/school.aspx,Indianapolis Public Schools,https://www.schooldigger.com/go/IN/district/04770/search.aspx,1140 Dr M Luther King Jr St,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46202,Marion County,(317) 226-2800,Yes,No,No,No,1157,114.9,10,74.8,55.8,0.1,0.3,37.1,0,3.3,3.5,9
Arsenal Technical High School,https://www.schooldigger.com/go/IN/schools/0477000801/school.aspx,Indianapolis Public Schools,https://www.schooldigger.com/go/IN/district/04770/search.aspx,1500 E Michigan St,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46201,Marion County,(317) 693-5300,Yes,No,No,No,2103,218.2,9.6,69.1,42.7,0,0.8,43,0,4.4,9,9
Options Charter School - Carmel,https://www.schooldigger.com/go/IN/schools/0001601738/school.aspx,Options Charter Schools,https://www.schooldigger.com/go/IN/district/00016/search.aspx,530 W Carmel Dr,Carmel,https://www.schooldigger.com/go/IN/city/Carmel/search.aspx,46032,Hamilton County,(317) 815-2098,No,Yes,No,No,143,8.8,16.1,41.3,14,0,0.7,4.9,0,9.1,71.3,8.7
Elkhart Alternative Education,https://www.schooldigger.com/go/IN/schools/0327002585/school.aspx,Elkhart Community Schools,https://www.schooldigger.com/go/IN/district/03270/search.aspx,1013 Tipton Street,Elkhart,https://www.schooldigger.com/go/IN/city/Elkhart/search.aspx,46516,Elkhart County,(574) 295-4903,No,No,No,No,245,41.3,5.9,64.1,26.1,0,0.4,17.1,0,7.3,49,8.2
Hammond High School,https://www.schooldigger.com/go/IN/schools/0432000736/school.aspx,School City of Hammond,https://www.schooldigger.com/go/IN/district/04320/search.aspx,5926 Calumet Ave,Hammond,https://www.schooldigger.com/go/IN/city/Hammond/search.aspx,46320,Lake County,(219) 933-2442,Yes,No,No,No,891,40.1,22.1,78.8,49.7,0.1,0.1,43.2,0,3.8,3,8
George Washington High School,https://www.schooldigger.com/go/IN/schools/0477001446/school.aspx,Indianapolis Public Schools,https://www.schooldigger.com/go/IN/district/04770/search.aspx,2215 W Washington St,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46222,Marion County,(317) 693-5555,Yes,No,No,No,798,92.8,8.5,65.8,52.3,0.3,0.3,30.8,0,3.5,12.9,7.4
Gary Lighthouse Charter School,https://www.schooldigger.com/go/IN/schools/0005202155/school.aspx,Gary Lighthouse Charter School,https://www.schooldigger.com/go/IN/district/00052/search.aspx,725 Clark Road,Gary,https://www.schooldigger.com/go/IN/city/Gary/search.aspx,46406,Lake County,(219) 977-9583,Yes,Yes,No,No,1334,76.3,17.4,99.9,90,0.3,0,7.1,0,2.2,0.4,7.4
Indiana Digital Alternative School,https://www.schooldigger.com/go/IN/schools/1173002660/school.aspx,Union School Corporation,https://www.schooldigger.com/go/IN/district/11730/search.aspx,8707 W Hwy Us 36,Modoc,https://www.schooldigger.com/go/IN/city/Modoc/search.aspx,47358,Randolph County,(765) 204-2224,No,No,No,Yes,238,21.3,11.1,78.6,18.1,0.8,0.8,8.8,0,3.4,68.1,7
Academy for Innovative Studies,https://www.schooldigger.com/go/IN/schools/0345002462/school.aspx,Evansville Vanderburgh School Corp,https://www.schooldigger.com/go/IN/district/03450/search.aspx,2319 Stringtown Rd,Evansville,https://www.schooldigger.com/go/IN/city/Evansville/search.aspx,47711,Vanderburgh County,(812) 435-0979,Yes,No,Yes,No,363,40.2,9,73.3,36.6,0.6,0,3,0,12.9,46.8,6.7
Bloomington Graduation School,https://www.schooldigger.com/go/IN/schools/0063002498/school.aspx,Monroe County Community School Corp,https://www.schooldigger.com/go/IN/district/00630/search.aspx,705 W Coolidge Dr,Bloomington,https://www.schooldigger.com/go/IN/city/Bloomington/search.aspx,47403,Monroe County,(812) 330-7708,No,No,No,No,75,8,9.3,77.3,9.3,0,0,5.3,0,6.7,78.7,6.7
E.O. Muncie Junior/Senior High School,https://www.schooldigger.com/go/IN/schools/0612002695/school.aspx,Madison Consolidated Schools,https://www.schooldigger.com/go/IN/district/06120/search.aspx,800 Lanier Dr,Madison,https://www.schooldigger.com/go/IN/city/Madison/search.aspx,47250,Jefferson County,(812) 274-8001,No,No,No,No,100,2,50,66,4,0,0,4,0,5,87,6.4
White's Junior-Senior High School,https://www.schooldigger.com/go/IN/schools/1218001951/school.aspx,MSD Wabash County Schools,https://www.schooldigger.com/go/IN/district/12180/search.aspx,5233 S 50 E,Wabash,https://www.schooldigger.com/go/IN/city/Wabash/search.aspx,46992,Wabash County,(260) 563-1150,No,No,No,No,333,13,25.5,69.1,4.2,0.9,0.3,4.5,0,3.3,86.8,3.7
Booker T Washington Alt School,https://www.schooldigger.com/go/IN/schools/1209002344/school.aspx,Vigo County School Corp,https://www.schooldigger.com/go/IN/district/12090/search.aspx,3707 S 7th St,Terre Haute,https://www.schooldigger.com/go/IN/city/Terre+Haute/search.aspx,47802,Vigo County,(812) 462-4427,No,No,No,No,90,30.4,2.9,82.2,13.3,0,0,2.2,0,5.6,78.9,2.5
Excel Center - Kokomo,https://www.schooldigger.com/go/IN/schools/0013502553/school.aspx,Excel Center - Kokomo,https://www.schooldigger.com/go/IN/district/00135/search.aspx,101 W Superior St,Kokomo,https://www.schooldigger.com/go/IN/city/Kokomo/search.aspx,46901,Howard County,(317) 524-3642,No,Yes,No,No,366,16,22.8,64.8,14.5,0.5,0,4.6,0,7.7,72.7,2
Options Charter School Noblesville,https://www.schooldigger.com/go/IN/schools/0001602313/school.aspx,Options Charter Schools,https://www.schooldigger.com/go/IN/district/00016/search.aspx,9945 Cumberland Pointe Blvd,Noblesville,https://www.schooldigger.com/go/IN/city/Noblesville/search.aspx,46060,Hamilton County,(317) 773-8659,No,Yes,No,No,201,8.1,24.6,43.8,14.4,0,2,7,0,8,68.7,1.9
Pendleton Juvenile Correctional,https://www.schooldigger.com/go/IN/schools/0000601935/school.aspx,Indiana Department of Correction,https://www.schooldigger.com/go/IN/district/00006/search.aspx,9310 S Sr 67,Pendleton,https://www.schooldigger.com/go/IN/city/Pendleton/search.aspx,46060,Madison County,(765) 778-3778,No,No,No,No,158,19.4,8.1,100,39.2,0.6,0,5.7,0,8.9,45.6,1.3
Medora Junior & Senior High School,https://www.schooldigger.com/go/IN/schools/0123000201/school.aspx,Medora Community School Corp,https://www.schooldigger.com/go/IN/district/01230/search.aspx,82 S George,Medora,https://www.schooldigger.com/go/IN/city/Medora/search.aspx,47260,Jackson County,(812) 966-2201,Yes,No,No,No,100,16,6.2,100,0,5,0,2,0,4,89,0.9
Excel Center - Lafayette,https://www.schooldigger.com/go/IN/schools/0014202548/school.aspx,Excel Center - Lafayette,https://www.schooldigger.com/go/IN/district/00142/search.aspx,615 N 18th St 2nd Floor,Lafayette,https://www.schooldigger.com/go/IN/city/Lafayette/search.aspx,47904,Tippecanoe County,(317) 524-3641,No,Yes,No,No,312,17.4,17.9,38.5,19.2,0,0.3,11.2,0,8.3,60.9,0.9
Excel Center - Anderson,https://www.schooldigger.com/go/IN/schools/0011602533/school.aspx,Excel Center - Anderson,https://www.schooldigger.com/go/IN/district/00116/search.aspx,630 Nichols Ave,Anderson,https://www.schooldigger.com/go/IN/city/Anderson/search.aspx,46016,Madison County,(317) 524-3930,No,Yes,No,No,303,26.3,11.4,71,16.2,1,0.3,15.2,0,5.3,62,0.7
Excel Center - Muncie,https://www.schooldigger.com/go/IN/schools/0019702662/school.aspx,Excel Center - Muncie,https://www.schooldigger.com/go/IN/district/00197/search.aspx,1023 W Jackson St,Muncie,https://www.schooldigger.com/go/IN/city/Muncie/search.aspx,47305,Delaware County,(765) 283-0916,No,Yes,No,No,286,19,14.9,71.3,16.1,0.3,0.3,5.9,0,5.6,71.7,0.7
Rise Up Academy at Eggleston,https://www.schooldigger.com/go/IN/schools/1029001878/school.aspx,South Bend Community School Corp,https://www.schooldigger.com/go/IN/district/10290/search.aspx,740 N Eddy Street,South Bend,https://www.schooldigger.com/go/IN/city/South+Bend/search.aspx,46617,St. Joseph County,(574) 393-3500,No,No,No,No,202,17,11.8,85.1,57.4,0,0.5,21.8,0,8.4,11.9,0.6
Impact Academy,https://www.schooldigger.com/go/IN/schools/0477002651/school.aspx,Indianapolis Public Schools,https://www.schooldigger.com/go/IN/district/04770/search.aspx,320 N Tibbs Ave,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46222,Marion County,(317) 226-4411,Yes,No,No,No,167,17,9.8,55.7,29.3,0,0.6,7.8,0,10.2,52.1,0
LaPorte Juvenile Correctional,https://www.schooldigger.com/go/IN/schools/0000601943/school.aspx,Indiana Department of Correction,https://www.schooldigger.com/go/IN/district/00006/search.aspx,2407 N 500 W,La Porte,https://www.schooldigger.com/go/IN/city/La+Porte/search.aspx,46350,LaPorte County,(219) 326-1188,No,No,No,No,26,7,3.6,100,26.9,0,0,3.8,0,7.7,61.5,0
