Rank,School,School URL,District,District URL,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
364,Creekside High School,https://www.schooldigger.com/go/GA/schools/0228002120/school.aspx,Fulton County,https://www.schooldigger.com/go/GA/district/02280/search.aspx,Fairburn,https://www.schooldigger.com/go/GA/city/Fairburn/search.aspx,30213,Fulton,(470) 254-4300,9,12,Yes,No,No,No,1752,107.9,16.2,0.74,0.89,0.00,0.00,0.07,0.00,0.02,0.01,15.9
365,Jordan Vocational High School,https://www.schooldigger.com/go/GA/schools/0387001430/school.aspx,Muscogee County,https://www.schooldigger.com/go/GA/district/03870/search.aspx,Columbus,https://www.schooldigger.com/go/GA/city/Columbus/search.aspx,31904,Muscogee,(706) 748-2819,9,12,Yes,No,No,No,765,50.9,15,1.00,0.55,0.00,0.01,0.10,0.00,0.04,0.30,15.9
366,Windsor Forest High School,https://www.schooldigger.com/go/GA/schools/0102000415/school.aspx,Savannah-Chatham County,https://www.schooldigger.com/go/GA/district/01020/search.aspx,Savannah,https://www.schooldigger.com/go/GA/city/Savannah/search.aspx,31419,Chatham,(912) 395-3400,9,12,No,No,No,No,1085,69.5,15.6,0.62,0.66,0.01,0.02,0.10,0.00,0.06,0.16,15.7
367,Monroe High School,https://www.schooldigger.com/go/GA/schools/0183000824/school.aspx,Dougherty County,https://www.schooldigger.com/go/GA/district/01830/search.aspx,Albany,https://www.schooldigger.com/go/GA/city/Albany/search.aspx,31701,Dougherty,(229) 431-3316,9,12,Yes,No,No,No,1002,61,16.4,1.00,0.98,0.00,0.00,0.00,0.00,0.01,0.01,15.6
368,Dublin High School,https://www.schooldigger.com/go/GA/schools/0187000873/school.aspx,Dublin City,https://www.schooldigger.com/go/GA/district/01870/search.aspx,Dublin,https://www.schooldigger.com/go/GA/city/Dublin/search.aspx,31021,Laurens,(478) 353-8040,9,12,Yes,No,No,No,592,44.8,13.2,1.00,0.89,0.00,0.01,0.01,0.00,0.02,0.07,15.5
369,Therrell High School,https://www.schooldigger.com/go/GA/schools/0012004215/school.aspx,Atlanta Public Schools,https://www.schooldigger.com/go/GA/district/00120/search.aspx,Atlanta,https://www.schooldigger.com/go/GA/city/Atlanta/search.aspx,30311,Fulton,(404) 802-5300,9,12,Yes,No,No,No,854,62.7,13.6,1.00,0.98,0.00,0.00,0.01,0.00,0.01,0.00,15.4
370,Central Elementary/High School,https://www.schooldigger.com/go/GA/schools/0465001637/school.aspx,Talbot County,https://www.schooldigger.com/go/GA/district/04650/search.aspx,Talbotton,https://www.schooldigger.com/go/GA/city/Talbotton/search.aspx,31827,Talbot,(706) 665-8577,PK,12,Yes,No,No,No,491,45.3,10.8,1.00,0.93,0.00,0.00,0.00,0.00,0.00,0.07,15.3
371,Laney High School,https://www.schooldigger.com/go/GA/schools/0438001573/school.aspx,Richmond County,https://www.schooldigger.com/go/GA/district/04380/search.aspx,Augusta,https://www.schooldigger.com/go/GA/city/Augusta/search.aspx,30901,Richmond,(706) 823-6900,9,12,Yes,No,No,No,589,38,15.5,0.97,0.95,0.00,0.00,0.02,0.00,0.01,0.02,15.3
372,Tri-Cities High School,https://www.schooldigger.com/go/GA/schools/0228002124/school.aspx,Fulton County,https://www.schooldigger.com/go/GA/district/02280/search.aspx,East Point,https://www.schooldigger.com/go/GA/city/East+Point/search.aspx,30344,Fulton,(470) 254-8200,9,12,Yes,No,No,No,1739,109.6,15.8,1.00,0.72,0.00,0.01,0.25,0.00,0.01,0.01,15.2
373,Langston Hughes High School,https://www.schooldigger.com/go/GA/schools/0228003913/school.aspx,Fulton County,https://www.schooldigger.com/go/GA/district/02280/search.aspx,Fairburn,https://www.schooldigger.com/go/GA/city/Fairburn/search.aspx,30213,Fulton,(470) 254-3620,9,12,Yes,No,No,No,1946,113.5,17.1,0.73,0.89,0.00,0.00,0.09,0.00,0.01,0.01,15
374,Jefferson County High School,https://www.schooldigger.com/go/GA/schools/0306001291/school.aspx,Jefferson County,https://www.schooldigger.com/go/GA/district/03060/search.aspx,Louisville,https://www.schooldigger.com/go/GA/city/Louisville/search.aspx,30434,Jefferson,(478) 625-9991,9,12,Yes,No,No,No,799,52.9,15.1,1.00,0.68,0.00,0.01,0.03,0.00,0.02,0.27,14.9
375,Griffin High School,https://www.schooldigger.com/go/GA/schools/0252001092/school.aspx,Griffin-Spalding County,https://www.schooldigger.com/go/GA/district/02520/search.aspx,Griffin,https://www.schooldigger.com/go/GA/city/Griffin/search.aspx,30224,Spalding,(770) 229-3752,9,12,Yes,No,No,No,1422,86.9,16.3,0.72,0.59,0.00,0.01,0.07,0.00,0.03,0.31,14.4
376,Terrell High School,https://www.schooldigger.com/go/GA/schools/0486001658/school.aspx,Terrell County,https://www.schooldigger.com/go/GA/district/04860/search.aspx,Dawson,https://www.schooldigger.com/go/GA/city/Dawson/search.aspx,39842,Terrell,(229) 995-2544,9,12,Yes,No,No,No,397,22.6,17.5,1.00,0.95,0.00,0.01,0.01,0.00,0.00,0.03,14.1
377,EXCEL Academy,https://www.schooldigger.com/go/GA/schools/0282004214/school.aspx,Henry County,https://www.schooldigger.com/go/GA/district/02820/search.aspx,McDonough,https://www.schooldigger.com/go/GA/city/McDonough/search.aspx,30253,Henry,(770) 957-4101,6,12,Yes,No,No,No,159,26,6.1,0.70,0.67,0.00,0.01,0.03,0.00,0.03,0.26,13.4
378,Turner County High School,https://www.schooldigger.com/go/GA/schools/0519001712/school.aspx,Turner County,https://www.schooldigger.com/go/GA/district/05190/search.aspx,Ashburn,https://www.schooldigger.com/go/GA/city/Ashburn/search.aspx,31714,Turner,(229) 567-4377,9,12,No,No,No,No,373,23.5,15.8,0.95,0.58,0.00,0.01,0.07,0.00,0.01,0.33,13.3
379,Houston County Crossroads Center,https://www.schooldigger.com/go/GA/schools/0288004150/school.aspx,Houston County,https://www.schooldigger.com/go/GA/district/02880/search.aspx,Warner Robins,https://www.schooldigger.com/go/GA/city/Warner+Robins/search.aspx,31088,Houston,(478) 929-7828,6,12,Yes,No,No,No,139,28,4.9,0.97,0.65,0.01,0.01,0.04,0.00,0.07,0.23,13.2
380,B.E.S.T Academy,https://www.schooldigger.com/go/GA/schools/0012003558/school.aspx,Atlanta Public Schools,https://www.schooldigger.com/go/GA/district/00120/search.aspx,Atlanta,https://www.schooldigger.com/go/GA/city/Atlanta/search.aspx,30318,Fulton,(404) 802-4900,6,12,Yes,No,No,No,415,42.1,9.8,1.00,0.98,0.00,0.00,0.01,0.00,0.01,0.00,12.6
381,Beach High School,https://www.schooldigger.com/go/GA/schools/0102000376/school.aspx,Savannah-Chatham County,https://www.schooldigger.com/go/GA/district/01020/search.aspx,Savannah,https://www.schooldigger.com/go/GA/city/Savannah/search.aspx,31405,Chatham,(912) 395-5330,9,12,Yes,No,No,No,978,66.9,14.6,0.79,0.89,0.00,0.00,0.03,0.00,0.03,0.05,12.6
382,Towers High School,https://www.schooldigger.com/go/GA/schools/0174000686/school.aspx,Dekalb County,https://www.schooldigger.com/go/GA/district/01740/search.aspx,Decatur,https://www.schooldigger.com/go/GA/city/Decatur/search.aspx,30032,DeKalb,(678) 874-2202,9,12,Yes,No,No,No,962,62,15.5,1.00,0.92,0.00,0.02,0.04,0.00,0.01,0.01,12.6
383,Mays High School,https://www.schooldigger.com/go/GA/schools/0012001865/school.aspx,Atlanta Public Schools,https://www.schooldigger.com/go/GA/district/00120/search.aspx,Atlanta,https://www.schooldigger.com/go/GA/city/Atlanta/search.aspx,30331,Fulton,(404) 802-5100,9,12,Yes,No,No,No,1669,107.8,15.4,1.00,0.97,0.00,0.00,0.03,0.00,0.00,0.00,12.3
384,Baldwin High School,https://www.schooldigger.com/go/GA/schools/0021000158/school.aspx,Baldwin County,https://www.schooldigger.com/go/GA/district/00210/search.aspx,Milledgeville,https://www.schooldigger.com/go/GA/city/Milledgeville/search.aspx,31061,Baldwin,(478) 453-6429,9,12,Yes,No,No,No,1256,79.6,15.7,0.75,0.68,0.00,0.01,0.02,0.00,0.03,0.25,12.2
385,Baker County K12 School,https://www.schooldigger.com/go/GA/schools/0018001867/school.aspx,Baker County,https://www.schooldigger.com/go/GA/district/00180/search.aspx,Newton,https://www.schooldigger.com/go/GA/city/Newton/search.aspx,39870,Baker,(229) 734-5274,PK,12,Yes,No,No,No,301,27.8,10.8,0.93,0.65,0.00,0.00,0.13,0.00,0.05,0.17,12.1
386,Booker T. Washington High School,https://www.schooldigger.com/go/GA/schools/0012004174/school.aspx,Atlanta Public Schools,https://www.schooldigger.com/go/GA/district/00120/search.aspx,Atlanta,https://www.schooldigger.com/go/GA/city/Atlanta/search.aspx,30314,Fulton,(404) 802-4600,9,12,Yes,No,No,No,818,56.1,14.5,1.00,0.99,0.00,0.00,0.01,0.00,0.00,0.00,12.1
387,Mitchell County High School,https://www.schooldigger.com/go/GA/schools/0369001912/school.aspx,Mitchell County,https://www.schooldigger.com/go/GA/district/03690/search.aspx,Camilla,https://www.schooldigger.com/go/GA/city/Camilla/search.aspx,31730,Mitchell,(229) 336-0970,8,12,Yes,No,No,No,548,50.7,10.8,1.00,0.81,0.00,0.00,0.09,0.00,0.00,0.09,12.1
388,Westside High School,https://www.schooldigger.com/go/GA/schools/0042001918/school.aspx,Bibb County,https://www.schooldigger.com/go/GA/district/00420/search.aspx,Macon,https://www.schooldigger.com/go/GA/city/Macon/search.aspx,31206,Bibb,(478) 779-3800,9,12,Yes,No,No,No,1128,54,20.8,0.99,0.89,0.00,0.01,0.02,0.00,0.02,0.06,11.6
389,Kendrick High School,https://www.schooldigger.com/go/GA/schools/0387001421/school.aspx,Muscogee County,https://www.schooldigger.com/go/GA/district/03870/search.aspx,Columbus,https://www.schooldigger.com/go/GA/city/Columbus/search.aspx,31907,Muscogee,(706) 565-2960,9,12,Yes,No,No,No,896,53.4,16.7,1.00,0.90,0.00,0.00,0.03,0.00,0.04,0.03,11.5
390,Groves High School,https://www.schooldigger.com/go/GA/schools/0102000413/school.aspx,Savannah-Chatham County,https://www.schooldigger.com/go/GA/district/01020/search.aspx,Savannah,https://www.schooldigger.com/go/GA/city/Savannah/search.aspx,31408,Chatham,(912) 395-2520,9,12,Yes,No,No,No,653,53,12.3,0.71,0.72,0.00,0.01,0.15,0.00,0.05,0.08,11.3
391,Spencer High School,https://www.schooldigger.com/go/GA/schools/0387001418/school.aspx,Muscogee County,https://www.schooldigger.com/go/GA/district/03870/search.aspx,Columbus,https://www.schooldigger.com/go/GA/city/Columbus/search.aspx,31903,Muscogee,(706) 683-8701,9,12,Yes,No,No,No,826,50.3,16.4,1.00,0.76,0.00,0.01,0.12,0.00,0.05,0.06,11.2
392,Dooly County High School,https://www.schooldigger.com/go/GA/schools/0180001889/school.aspx,Dooly County,https://www.schooldigger.com/go/GA/district/01800/search.aspx,Vienna,https://www.schooldigger.com/go/GA/city/Vienna/search.aspx,31092,Dooly,(229) 268-8181,9,12,Yes,No,No,No,372,24.5,15.1,0.56,0.77,0.00,0.00,0.13,0.00,0.02,0.08,11
393,Northeast High School,https://www.schooldigger.com/go/GA/schools/0042001943/school.aspx,Bibb County,https://www.schooldigger.com/go/GA/district/00420/search.aspx,Macon,https://www.schooldigger.com/go/GA/city/Macon/search.aspx,31211,Bibb,(478) 779-4157,9,12,Yes,No,No,No,743,41,18.1,0.99,0.96,0.00,0.00,0.01,0.00,0.01,0.02,11
394,Graduation Achievement Center Charter High School,https://www.schooldigger.com/go/GA/schools/0023104095/school.aspx,State Charter Schools- Provost Academy Georgia,https://www.schooldigger.com/go/GA/district/00231/search.aspx,Atlanta,https://www.schooldigger.com/go/GA/city/Atlanta/search.aspx,30303,Fulton,(404) 577-8593,9,12,Yes,Yes,No,Yes,1492,50,29.8,0.77,0.64,0.00,0.00,0.12,0.00,0.03,0.21,10.9
395,Skyview High School,https://www.schooldigger.com/go/GA/schools/0228004225/school.aspx,Fulton County,https://www.schooldigger.com/go/GA/district/02280/search.aspx,College Park,https://www.schooldigger.com/go/GA/city/College+Park/search.aspx,30349,Fulton,(404) 418-8812,9,12,Yes,Yes,No,No,241,6,40.1,0.44,0.98,0.00,0.00,0.02,0.00,0.00,0.00,10.7
396,Classic City High School,https://www.schooldigger.com/go/GA/schools/0117002831/school.aspx,Clarke County,https://www.schooldigger.com/go/GA/district/01170/search.aspx,Athens,https://www.schooldigger.com/go/GA/city/Athens/search.aspx,30606,Clarke,(706) 353-2323,9,12,Yes,No,No,No,134,10,13.4,0.92,0.60,0.00,0.00,0.25,0.00,0.05,0.10,10.6
397,Elizabeth Andrews High School,https://www.schooldigger.com/go/GA/schools/0174003921/school.aspx,Dekalb County,https://www.schooldigger.com/go/GA/district/01740/search.aspx,Stone Mountain,https://www.schooldigger.com/go/GA/city/Stone+Mountain/search.aspx,30083,DeKalb,(678) 676-2602,10,12,Yes,No,No,No,495,50,9.9,0.49,0.81,0.00,0.03,0.12,0.01,0.01,0.02,10.4
398,Hancock Central High School,https://www.schooldigger.com/go/GA/schools/0264001178/school.aspx,Hancock County,https://www.schooldigger.com/go/GA/district/02640/search.aspx,Sparta,https://www.schooldigger.com/go/GA/city/Sparta/search.aspx,31087,Hancock,(706) 444-7009,9,12,Yes,No,No,No,267,22.8,11.7,1.00,0.97,0.00,0.01,0.00,0.00,0.00,0.02,10.2
399,Hephzibah High School,https://www.schooldigger.com/go/GA/schools/0438001549/school.aspx,Richmond County,https://www.schooldigger.com/go/GA/district/04380/search.aspx,Hephzibah,https://www.schooldigger.com/go/GA/city/Hephzibah/search.aspx,30815,Richmond,(706) 592-2089,9,12,Yes,No,No,No,1019,55.9,18.2,0.97,0.60,0.00,0.01,0.03,0.02,0.03,0.32,10.1
400,Macon County High School,https://www.schooldigger.com/go/GA/schools/0345001322/school.aspx,Macon County,https://www.schooldigger.com/go/GA/district/03450/search.aspx,Montezuma,https://www.schooldigger.com/go/GA/city/Montezuma/search.aspx,31063,Macon,(478) 472-8579,9,12,Yes,No,No,No,466,25.3,18.4,1.00,0.85,0.00,0.01,0.07,0.00,0.01,0.07,9.9
401,Bishop Hall Charter School,https://www.schooldigger.com/go/GA/schools/0489002342/school.aspx,Thomas County,https://www.schooldigger.com/go/GA/district/04890/search.aspx,Thomasville,https://www.schooldigger.com/go/GA/city/Thomasville/search.aspx,31792,Thomas,(229) 227-1397,8,12,Yes,Yes,No,No,200,11.5,17.3,0.69,0.26,0.00,0.00,0.04,0.00,0.03,0.68,9.4
402,Atlanta Area School for the Deaf,https://www.schooldigger.com/go/GA/schools/0022503061/school.aspx,State Schools- Atlanta Area School For The Deaf,https://www.schooldigger.com/go/GA/district/00225/search.aspx,Clarkston,https://www.schooldigger.com/go/GA/city/Clarkston/search.aspx,30021,DeKalb,(404) 298-4868,PK,12,Yes,No,No,No,173,38,4.5,0.80,0.53,0.00,0.02,0.30,0.00,0.01,0.16,9.4
403,Habersham Success Academy,https://www.schooldigger.com/go/GA/schools/0258004144/school.aspx,Habersham County,https://www.schooldigger.com/go/GA/district/02580/search.aspx,Mount Airy,https://www.schooldigger.com/go/GA/city/Mount+Airy/search.aspx,30563,Habersham,(706) 894-3056,6,12,Yes,No,No,No,74,0.1,740,0.65,0.01,0.00,0.01,0.20,0.00,0.03,0.74,9.2
404,Gwinnett Intervention Education Center (GIVE) West,https://www.schooldigger.com/go/GA/schools/0255003690/school.aspx,Gwinnett County,https://www.schooldigger.com/go/GA/district/02550/search.aspx,Norcross,https://www.schooldigger.com/go/GA/city/Norcross/search.aspx,30071,Gwinnett,(770) 246-5300,6,12,Yes,No,No,No,211,35.9,5.8,0.73,0.41,0.00,0.01,0.47,0.00,0.01,0.10,8.9
405,Lanier Career Academy,https://www.schooldigger.com/go/GA/schools/0261003403/school.aspx,Hall County,https://www.schooldigger.com/go/GA/district/02610/search.aspx,Gainesville,https://www.schooldigger.com/go/GA/city/Gainesville/search.aspx,30504,Hall,(770) 531-2330,6,12,No,No,No,No,229,22.4,10.2,0.66,0.07,0.00,0.00,0.49,0.00,0.03,0.41,8.9
406,Muscogee Youth Development Center,https://www.schooldigger.com/go/GA/schools/0002603650/school.aspx,Department Of Juvenile Justice,https://www.schooldigger.com/go/GA/district/00026/search.aspx,Midland,https://www.schooldigger.com/go/GA/city/Midland/search.aspx,31820,Muscogee,(706) 569-2863,7,12,Yes,No,No,No,50,9,5.5,,0.70,0.00,0.02,0.10,0.00,0.00,0.18,8.8
407,Gwinnett InterVention Education (GIVE) Center East,https://www.schooldigger.com/go/GA/schools/0255000308/school.aspx,Gwinnett County,https://www.schooldigger.com/go/GA/district/02550/search.aspx,Lawrenceville,https://www.schooldigger.com/go/GA/city/Lawrenceville/search.aspx,30043,Gwinnett,(770) 338-4855,6,12,Yes,No,No,No,297,37.9,7.8,0.62,0.59,0.00,0.01,0.24,0.00,0.03,0.13,8.6
408,Quitman County High School,https://www.schooldigger.com/go/GA/schools/0429003850/school.aspx,Quitman County,https://www.schooldigger.com/go/GA/district/04290/search.aspx,Georgetown,https://www.schooldigger.com/go/GA/city/Georgetown/search.aspx,39854,Quitman,(229) 334-4298,9,12,Yes,No,No,No,91,6,15.1,0.99,0.84,0.00,0.00,0.00,0.00,0.01,0.15,8.6
409,Bleckley County Success Academy,https://www.schooldigger.com/go/GA/schools/0044004162/school.aspx,Bleckley County,https://www.schooldigger.com/go/GA/district/00440/search.aspx,Cochran,https://www.schooldigger.com/go/GA/city/Cochran/search.aspx,31014,Bleckley,(478) 934-1685,6,12,Yes,No,No,No,53,2.9,18.2,0.94,0.34,0.00,0.00,0.00,0.00,0.02,0.64,8.6
410,Southwest High School,https://www.schooldigger.com/go/GA/schools/0042001944/school.aspx,Bibb County,https://www.schooldigger.com/go/GA/district/00420/search.aspx,Macon,https://www.schooldigger.com/go/GA/city/Macon/search.aspx,31206,Bibb,(478) 779-4459,9,12,Yes,No,No,No,852,54,15.7,0.99,0.94,0.00,0.00,0.03,0.00,0.02,0.02,7.5
411,Butler High School,https://www.schooldigger.com/go/GA/schools/0438001562/school.aspx,Richmond County,https://www.schooldigger.com/go/GA/district/04380/search.aspx,Augusta,https://www.schooldigger.com/go/GA/city/Augusta/search.aspx,30906,Richmond,(706) 796-4959,9,12,Yes,No,No,No,836,47.3,17.6,0.97,0.87,0.00,0.00,0.02,0.01,0.03,0.07,7.4
412,Aaron Cohn Regional Youth Detention Center,https://www.schooldigger.com/go/GA/schools/0002603806/school.aspx,Department Of Juvenile Justice,https://www.schooldigger.com/go/GA/district/00026/search.aspx,Midland,https://www.schooldigger.com/go/GA/city/Midland/search.aspx,31820,Muscogee,(706) 568-2498,6,12,Yes,No,No,No,3,,,,0.67,0.00,0.00,0.00,0.00,0.00,0.33,7.3
413,The School of Liberal Studies at Savannah High,https://www.schooldigger.com/go/GA/schools/0102003941/school.aspx,Savannah-Chatham County,https://www.schooldigger.com/go/GA/district/01020/search.aspx,Savannah,https://www.schooldigger.com/go/GA/city/Savannah/search.aspx,31404,Chatham,(912) 395-5050,9,12,Yes,No,No,No,575,48.9,11.7,0.82,0.92,0.00,0.00,0.01,0.00,0.05,0.02,7.3
414,Morris Innovative High School,https://www.schooldigger.com/go/GA/schools/0162003836/school.aspx,Dalton Public Schools,https://www.schooldigger.com/go/GA/district/01620/search.aspx,Dalton,https://www.schooldigger.com/go/GA/city/Dalton/search.aspx,30721,Whitfield,(706) 876-4150,9,12,Yes,No,No,No,361,37.5,9.6,0.83,0.08,0.00,0.00,0.77,0.00,0.03,0.13,7
415,Randolph Clay High School,https://www.schooldigger.com/go/GA/schools/0435002427/school.aspx,Randolph County,https://www.schooldigger.com/go/GA/district/04350/search.aspx,Cuthbert,https://www.schooldigger.com/go/GA/city/Cuthbert/search.aspx,39840,Randolph,(229) 732-2101,9,12,Yes,No,No,No,305,19.8,15.4,1.00,0.98,0.00,0.00,0.00,0.00,0.00,0.01,7
416,Josey High School,https://www.schooldigger.com/go/GA/schools/0438001533/school.aspx,Richmond County,https://www.schooldigger.com/go/GA/district/04380/search.aspx,Augusta,https://www.schooldigger.com/go/GA/city/Augusta/search.aspx,30901,Richmond,(706) 737-7360,9,12,Yes,No,No,No,604,41,14.7,0.97,0.91,0.00,0.00,0.04,0.01,0.01,0.03,6.8
417,Colquitt County Achievement Center,https://www.schooldigger.com/go/GA/schools/0138004052/school.aspx,Colquitt County,https://www.schooldigger.com/go/GA/district/01380/search.aspx,Moultrie,https://www.schooldigger.com/go/GA/city/Moultrie/search.aspx,31768,Colquitt,(229) 890-6197,8,12,Yes,No,Yes,No,70,9.7,7.2,0.99,0.63,0.00,0.00,0.11,0.00,0.06,0.20,6.5
418,Douglass High School,https://www.schooldigger.com/go/GA/schools/0012000089/school.aspx,Atlanta Public Schools,https://www.schooldigger.com/go/GA/district/00120/search.aspx,Atlanta,https://www.schooldigger.com/go/GA/city/Atlanta/search.aspx,30318,Fulton,(404) 802-3100,9,12,Yes,No,No,No,886,63.4,13.9,1.00,0.96,0.00,0.00,0.03,0.00,0.01,0.00,6.2
419,Pleasant Valley Innovative School,https://www.schooldigger.com/go/GA/schools/0384003574/school.aspx,Murray County,https://www.schooldigger.com/go/GA/district/03840/search.aspx,Eton,https://www.schooldigger.com/go/GA/city/Eton/search.aspx,30724,Murray,(706) 517-5355,8,12,Yes,No,No,No,187,8,23.3,1.00,0.01,0.00,0.00,0.21,0.00,0.02,0.76,6.1
420,Carver High School,https://www.schooldigger.com/go/GA/schools/0012004223/school.aspx,Atlanta Public Schools,https://www.schooldigger.com/go/GA/district/00120/search.aspx,Atlanta,https://www.schooldigger.com/go/GA/city/Atlanta/search.aspx,30315,Fulton,(404) 802-4415,9,12,Yes,No,No,No,646,44.6,14.4,1.00,0.98,0.00,0.00,0.01,0.00,0.00,0.00,6.1
421,Glenn Hills High School,https://www.schooldigger.com/go/GA/schools/0438001536/school.aspx,Richmond County,https://www.schooldigger.com/go/GA/district/04380/search.aspx,Augusta,https://www.schooldigger.com/go/GA/city/Augusta/search.aspx,30906,Richmond,(706) 796-4924,9,12,Yes,No,No,No,732,41,17.8,0.97,0.91,0.00,0.00,0.03,0.01,0.01,0.03,6
422,Moore Street Facility,https://www.schooldigger.com/go/GA/schools/0187004050/school.aspx,Dublin City,https://www.schooldigger.com/go/GA/district/01870/search.aspx,Dublin,https://www.schooldigger.com/go/GA/city/Dublin/search.aspx,31021,Laurens,(478) 353-8400,6,12,Yes,No,No,No,63,4.5,14,1.00,0.92,0.00,0.02,0.00,0.00,0.02,0.05,5.9
423,DeKalb Alternative School,https://www.schooldigger.com/go/GA/schools/0174002313/school.aspx,Dekalb County,https://www.schooldigger.com/go/GA/district/01740/search.aspx,Stone Mountain,https://www.schooldigger.com/go/GA/city/Stone+Mountain/search.aspx,30083,DeKalb,(678) 676-2302,6,12,Yes,No,No,No,167,33,5,0.85,0.92,0.00,0.01,0.04,0.00,0.00,0.04,5.5
424,Chattooga Academy,https://www.schooldigger.com/go/GA/schools/0108003571/school.aspx,Chattooga County,https://www.schooldigger.com/go/GA/district/01080/search.aspx,Summerville,https://www.schooldigger.com/go/GA/city/Summerville/search.aspx,30747,Chattooga,(706) 859-2263,2,12,Yes,No,No,No,89,4.2,21.1,0.97,0.06,0.00,0.01,0.03,0.00,0.11,0.79,5.5
425,Atlanta Youth Detention Center,https://www.schooldigger.com/go/GA/schools/0002604089/school.aspx,Department Of Juvenile Justice,https://www.schooldigger.com/go/GA/district/00026/search.aspx,College Park,https://www.schooldigger.com/go/GA/city/College+Park/search.aspx,30349,Fulton,(404) 656-4522,6,12,Yes,No,No,No,57,9,6.3,,0.77,0.02,0.00,0.07,0.00,0.00,0.14,5.4
426,Alternative Education Center at Lamar,https://www.schooldigger.com/go/GA/schools/0438004211/school.aspx,Richmond County,https://www.schooldigger.com/go/GA/district/04380/search.aspx,Augusta,https://www.schooldigger.com/go/GA/city/Augusta/search.aspx,30904,Richmond,(706) 796-4965,6,12,Yes,No,No,No,150,19,7.8,0.97,0.92,0.00,0.00,0.01,0.01,0.02,0.03,5.3
427,Performance Learning Center,https://www.schooldigger.com/go/GA/schools/0438004221/school.aspx,Richmond County,https://www.schooldigger.com/go/GA/district/04380/search.aspx,Augusta,https://www.schooldigger.com/go/GA/city/Augusta/search.aspx,30904,Richmond,(706) 796-4965,9,12,Yes,No,No,No,237,11,21.5,0.97,0.77,0.00,0.00,0.03,0.02,0.02,0.17,5.2
428,APS-Forrest Hills Academy,https://www.schooldigger.com/go/GA/schools/0012002798/school.aspx,Atlanta Public Schools,https://www.schooldigger.com/go/GA/district/00120/search.aspx,Atlanta,https://www.schooldigger.com/go/GA/city/Atlanta/search.aspx,30315,Fulton,(404) 591-7275,6,12,Yes,No,No,No,97,26,3.7,1.00,0.99,0.00,0.00,0.01,0.00,0.00,0.00,5.2
429,Phoenix High School,https://www.schooldigger.com/go/GA/schools/0570001073/school.aspx,Whitfield County,https://www.schooldigger.com/go/GA/district/05700/search.aspx,Dalton,https://www.schooldigger.com/go/GA/city/Dalton/search.aspx,30721,Whitfield,(706) 876-3600,9,12,Yes,No,No,No,146,9.5,15.3,0.98,0.05,0.00,0.01,0.21,0.00,0.03,0.70,5.1
430,Destiny Achievers Academy of Excellence,https://www.schooldigger.com/go/GA/schools/0174004035/school.aspx,Dekalb County,https://www.schooldigger.com/go/GA/district/01740/search.aspx,Ellenwood,https://www.schooldigger.com/go/GA/city/Ellenwood/search.aspx,30294,DeKalb,(404) 328-0898,9,12,Yes,Yes,No,No,195,13.5,14.4,0.34,0.99,0.01,0.00,0.00,0.00,0.01,0.01,5.1
431,McClarin High School,https://www.schooldigger.com/go/GA/schools/0228002037/school.aspx,Fulton County,https://www.schooldigger.com/go/GA/district/02280/search.aspx,College Park,https://www.schooldigger.com/go/GA/city/College+Park/search.aspx,30337,Fulton,(470) 254-8080,9,12,Yes,No,No,No,163,18,9,1.00,0.89,0.00,0.00,0.10,0.00,0.00,0.01,4.9
432,Crim High School,https://www.schooldigger.com/go/GA/schools/0012000120/school.aspx,Atlanta Public Schools,https://www.schooldigger.com/go/GA/district/00120/search.aspx,Atlanta,https://www.schooldigger.com/go/GA/city/Atlanta/search.aspx,30317,DeKalb,(404) 802-5800,9,12,Yes,No,No,No,133,28.3,4.6,1.00,0.96,0.00,0.00,0.04,0.00,0.01,0.00,4.3
