Rank,School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
324,Harrison High School,https://www.schooldigger.com/go/NJ/schools/0687002738/school.aspx,Harrison Public Schools,https://www.schooldigger.com/go/NJ/district/06870/search.aspx,401 Kingsland Avenue,Harrison,https://www.schooldigger.com/go/NJ/city/Harrison/search.aspx,7029,Hudson County,(973) 482-5050,9,12,Yes,No,(n/a),No,692,54,12.8,0.84,0.02,0.00,0.04,0.77,0.00,0.00,0.17,20.4
325,Pemberton Township High School,https://www.schooldigger.com/go/NJ/schools/1281001202/school.aspx,Pemberton Township School District,https://www.schooldigger.com/go/NJ/district/12810/search.aspx,148 Arneys Mount Road,Pemberton,https://www.schooldigger.com/go/NJ/city/Pemberton/search.aspx,8068,Burlington County,(609) 893-8141,9,12,No,No,(n/a),No,989,91,10.8,0.40,0.28,0.00,0.02,0.16,0.00,0.01,0.52,20.1
326,South Amboy Middle/High School,https://www.schooldigger.com/go/NJ/schools/1512000154/school.aspx,South Amboy School District,https://www.schooldigger.com/go/NJ/district/15120/search.aspx,200 Governor Harold G  Hoffman,South Amboy,https://www.schooldigger.com/go/NJ/city/South+Amboy/search.aspx,8879,Middlesex County,(732) 316-7669,6,12,Yes,No,(n/a),No,506,47.4,10.6,0.40,0.11,0.00,0.04,0.30,0.00,0.00,0.55,20.1
327,Thomas Jefferson Arts Academy,https://www.schooldigger.com/go/NJ/schools/0459003049/school.aspx,Elizabeth Public Schools,https://www.schooldigger.com/go/NJ/district/04590/search.aspx,27 Martin Luther King Jr Plaza,Elizabeth,https://www.schooldigger.com/go/NJ/city/Elizabeth/search.aspx,7201,Union County,(908) 436-6767,9,12,Yes,No,(n/a),No,1122,96,11.6,0.77,0.21,0.00,0.01,0.70,0.00,0.00,0.08,19.9
328,Creative Arts Morgan Village Academy,https://www.schooldigger.com/go/NJ/schools/0264001384/school.aspx,Camden City School District,https://www.schooldigger.com/go/NJ/district/02640/search.aspx,990 Morgan Boulevard,Camden,https://www.schooldigger.com/go/NJ/city/Camden/search.aspx,8104,Camden County,(856) 966-6267,6,12,Yes,No,(n/a),No,318,38,8.3,0.52,0.73,0.00,0.00,0.26,0.00,0.00,0.01,19.9
329,Ewing High School,https://www.schooldigger.com/go/NJ/schools/0492003068/school.aspx,Ewing Township School District,https://www.schooldigger.com/go/NJ/district/04920/search.aspx,900 Parkway Ave,Ewing,https://www.schooldigger.com/go/NJ/city/Ewing/search.aspx,8618,Mercer County,(609) 538-9800,9,12,Yes,No,(n/a),No,1077,95,11.3,0.44,0.50,0.00,0.04,0.17,0.00,0.02,0.27,19.6
330,Cape May County Technical High SChool,https://www.schooldigger.com/go/NJ/schools/0273001712/school.aspx,Cape May County Technical High School District,https://www.schooldigger.com/go/NJ/district/02730/search.aspx,188 Crest Haven Rd,Cape May Court House,https://www.schooldigger.com/go/NJ/city/Cape+May+Court+House/search.aspx,8210,Cape May County,(609) 380-0200,9,12,Yes,No,(n/a),No,563,70.5,7.9,0.25,0.03,0.00,0.02,0.09,0.00,0.03,0.84,19.5
331,Warren County Vocational Technical School,https://www.schooldigger.com/go/NJ/schools/1792005872/school.aspx,Warren County Vocational Technical School,https://www.schooldigger.com/go/NJ/district/17920/search.aspx,1500 Route 57,Washington,https://www.schooldigger.com/go/NJ/city/Washington/search.aspx,7882,Warren County,(908) 689-0122,9,12,Yes,No,(n/a),No,466,33.6,13.8,0.24,0.05,0.00,0.01,0.14,0.00,0.02,0.78,19.1
332,Linden High School,https://www.schooldigger.com/go/NJ/schools/0861005556/school.aspx,Linden Public School District,https://www.schooldigger.com/go/NJ/district/08610/search.aspx,121 W St George Ave,Linden,https://www.schooldigger.com/go/NJ/city/Linden/search.aspx,7036,Union County,(908) 486-5432,9,12,No,No,(n/a),No,1696,142,11.9,0.57,0.38,0.00,0.02,0.42,0.00,0.02,0.15,19
333,Hoboken High School,https://www.schooldigger.com/go/NJ/schools/0735002746/school.aspx,Hoboken Public School District,https://www.schooldigger.com/go/NJ/district/07350/search.aspx,Ninth & Clinton Sts,Hoboken,https://www.schooldigger.com/go/NJ/city/Hoboken/search.aspx,7030,Hudson County,(201) 356-3701,9,12,Yes,No,(n/a),No,418,44.4,9.4,0.72,0.20,0.00,0.01,0.65,0.00,0.00,0.13,18.8
334,Asbury Park High School,https://www.schooldigger.com/go/NJ/schools/0093003732/school.aspx,Asbury Park School District,https://www.schooldigger.com/go/NJ/district/00930/search.aspx,1001 Sunset Avenue,Asbury Park,https://www.schooldigger.com/go/NJ/city/Asbury+Park/search.aspx,7712,Monmouth County,(732) 776-2638,9,12,Yes,No,(n/a),No,420,38.5,10.9,0.48,0.60,0.00,0.01,0.38,0.00,0.00,0.01,18.7
335,Woodbury Junior-Senior High School,https://www.schooldigger.com/go/NJ/schools/1815002688/school.aspx,Woodbury City Public School District,https://www.schooldigger.com/go/NJ/district/18150/search.aspx,25 N. Broad Street,Woodbury,https://www.schooldigger.com/go/NJ/city/Woodbury/search.aspx,8096,Gloucester County,(856) 853-0123,6,12,Yes,No,(n/a),No,680,65.3,10.4,0.64,0.40,0.00,0.01,0.22,0.00,0.05,0.31,18.3
336,Penns Grove High School,https://www.schooldigger.com/go/NJ/schools/1284005048/school.aspx,Penns Grove-Carneys Point Regional School District,https://www.schooldigger.com/go/NJ/district/12840/search.aspx,334 Harding Highway,Carneys Point,https://www.schooldigger.com/go/NJ/city/Carneys+Point/search.aspx,8069,Salem County,(856) 299-6300,9,12,Yes,No,(n/a),No,508,50,10.1,0.62,0.39,0.00,0.00,0.35,0.00,0.00,0.25,18.2
337,Sterling High School,https://www.schooldigger.com/go/NJ/schools/0288001662/school.aspx,Sterling Regional School District,https://www.schooldigger.com/go/NJ/district/02880/search.aspx,501 South Warwick Road,Somerdale,https://www.schooldigger.com/go/NJ/city/Somerdale/search.aspx,8083,Camden County,(856) 784-1333,9,12,Yes,No,(n/a),No,958,69.8,13.7,0.33,0.18,0.00,0.06,0.13,0.00,0.03,0.60,18.1
338,Clayton High School,https://www.schooldigger.com/go/NJ/schools/0318002498/school.aspx,Clayton Public School District,https://www.schooldigger.com/go/NJ/district/03180/search.aspx,55 Pop Kramer Blvd,Clayton,https://www.schooldigger.com/go/NJ/city/Clayton/search.aspx,8312,Gloucester County,(856) 881-8701,9,12,Yes,No,(n/a),No,409,43,9.5,0.47,0.28,0.00,0.02,0.13,0.00,0.08,0.50,18
339,David Brearley Middle/High School,https://www.schooldigger.com/go/NJ/schools/0792000209/school.aspx,Kenilworth School District,https://www.schooldigger.com/go/NJ/district/07920/search.aspx,401 Monroe Avenue,Kenilworth,https://www.schooldigger.com/go/NJ/city/Kenilworth/search.aspx,7033,Union County,(908) 931-9696,7,12,No,No,(n/a),No,757,63.5,11.9,0.25,0.10,0.00,0.03,0.28,0.01,0.01,0.57,18
340,Mercer County Technical School Culinary Arts Academy,https://www.schooldigger.com/go/NJ/schools/0995003410/school.aspx,Area Vocational Technical Schools of Mercer County,https://www.schooldigger.com/go/NJ/district/09950/search.aspx,129 Bull Run Road,Pennington,https://www.schooldigger.com/go/NJ/city/Pennington/search.aspx,8534,Mercer County,(609) 737-9785,9,12,Yes,No,(n/a),No,46,2.8,16.2,0.35,0.33,0.00,0.00,0.30,0.00,0.02,0.35,17.8
341,Academy of Technology Design,https://www.schooldigger.com/go/NJ/schools/0757003198/school.aspx,Hudson County Schools of Technology School District,https://www.schooldigger.com/go/NJ/district/07570/search.aspx,525 Montgomery Street,Jersey City,https://www.schooldigger.com/go/NJ/city/Jersey+City/search.aspx,7302,Hudson County,(201) 631-6331,9,12,Yes,No,(n/a),No,173,2.8,61.7,0.46,0.17,0.00,0.11,0.52,0.00,0.01,0.20,17.7
342,Garrett Morgan Academy,https://www.schooldigger.com/go/NJ/schools/1269003370/school.aspx,Paterson Public School District,https://www.schooldigger.com/go/NJ/district/12690/search.aspx,200 Grand Street,Paterson,https://www.schooldigger.com/go/NJ/city/Paterson/search.aspx,7501,Passaic County,(973) 321-2540,9,12,Yes,No,(n/a),No,172,,,0.83,0.23,0.00,0.03,0.72,0.00,0.00,0.03,17.5
343,Hillside High School,https://www.schooldigger.com/go/NJ/schools/0729005540/school.aspx,Hillside Public School District,https://www.schooldigger.com/go/NJ/district/07290/search.aspx,1085 Liberty Ave,Hillside,https://www.schooldigger.com/go/NJ/city/Hillside/search.aspx,7205,Union County,(908) 352-7664,9,12,Yes,No,(n/a),No,842,77.2,10.9,0.66,0.68,0.00,0.01,0.23,0.00,0.01,0.08,17.4
344,Salem High School,https://www.schooldigger.com/go/NJ/schools/1455005090/school.aspx,Salem City School District,https://www.schooldigger.com/go/NJ/district/14550/search.aspx,219 Walnut St,Salem,https://www.schooldigger.com/go/NJ/city/Salem/search.aspx,8079,Salem County,(856) 935-3900,9,12,Yes,No,(n/a),No,374,44,8.5,0.61,0.56,0.00,0.01,0.13,0.00,0.01,0.29,17.4
345,Kearny High School,https://www.schooldigger.com/go/NJ/schools/0789002866/school.aspx,Kearny,https://www.schooldigger.com/go/NJ/district/07890/search.aspx,336 Devon St,Kearny,https://www.schooldigger.com/go/NJ/city/Kearny/search.aspx,7032,Hudson County,(201) 955-5050,9,12,No,No,(n/a),No,1710,131.1,13,0.51,0.02,0.00,0.02,0.62,0.00,0.00,0.34,17.4
346,North Bergen High School,https://www.schooldigger.com/go/NJ/schools/1146002882/school.aspx,North Bergen School District,https://www.schooldigger.com/go/NJ/district/11460/search.aspx,7417 Kennedy Blvd,North Bergen,https://www.schooldigger.com/go/NJ/city/North+Bergen/search.aspx,7047,Hudson County,(201) 295-2800,9,12,No,No,(n/a),No,2376,165.3,14.3,0.58,0.01,0.00,0.02,0.87,0.00,0.00,0.09,17
347,Passaic County-Manchester Regional High School,https://www.schooldigger.com/go/NJ/schools/1260004856/school.aspx,Passaic County Manchester Regional High School District,https://www.schooldigger.com/go/NJ/district/12600/search.aspx,70 Church Street,Haledon,https://www.schooldigger.com/go/NJ/city/Haledon/search.aspx,7508,Passaic County,(973) 389-2821,9,12,Yes,No,(n/a),No,833,62.3,13.3,0.63,0.19,0.00,0.03,0.62,0.00,0.00,0.15,16.6
348,International High School,https://www.schooldigger.com/go/NJ/schools/1269000809/school.aspx,Paterson Public School District,https://www.schooldigger.com/go/NJ/district/12690/search.aspx,200 Grand Street,Paterson,https://www.schooldigger.com/go/NJ/city/Paterson/search.aspx,7501,Passaic County,(973) 321-2280,9,12,Yes,No,(n/a),No,483,58,8.3,0.64,0.28,0.00,0.05,0.64,0.00,0.00,0.03,15.6
349,William L Dickinson High School,https://www.schooldigger.com/go/NJ/schools/0783002780/school.aspx,Jersey City Public Schools,https://www.schooldigger.com/go/NJ/district/07830/search.aspx,2 Palisade Ave,Jersey City,https://www.schooldigger.com/go/NJ/city/Jersey+City/search.aspx,7306,Hudson County,(201) 714-4400,9,12,Yes,No,(n/a),No,1792,138,12.9,0.67,0.15,0.00,0.21,0.47,0.01,0.00,0.15,15.6
350,Chartertech High School for the Performing Arts,https://www.schooldigger.com/go/NJ/schools/0001900269/school.aspx,Chartertech High School for the Performing Arts,https://www.schooldigger.com/go/NJ/district/00019/search.aspx,413 New Road,Somers Point,https://www.schooldigger.com/go/NJ/city/Somers+Point/search.aspx,8244,Atlantic County,(609) 926-7694,9,12,Yes,Yes,(n/a),No,366,39,9.3,0.75,0.39,0.00,0.01,0.28,0.00,0.03,0.29,15.6
351,Academy for Urban Leadership Charter School,https://www.schooldigger.com/go/NJ/schools/0074103050/school.aspx,Academy for Urban Leadership Charter School,https://www.schooldigger.com/go/NJ/district/00741/search.aspx,612 Amboy Ave,Perth Amboy,https://www.schooldigger.com/go/NJ/city/Perth+Amboy/search.aspx,8861,Middlesex County,(848) 203-3742,7,12,Yes,Yes,(n/a),No,552,52,10.6,0.78,0.04,0.00,0.00,0.95,0.00,0.00,0.01,15.5
352,Academy Charter High School,https://www.schooldigger.com/go/NJ/schools/0004800335/school.aspx,Academy Charter High School,https://www.schooldigger.com/go/NJ/district/00048/search.aspx,1725 Main Street,Lake Como,https://www.schooldigger.com/go/NJ/city/Lake+Como/search.aspx,7719,Monmouth County,(732) 681-8377,9,12,Yes,Yes,(n/a),No,192,17,11.2,0.87,0.64,0.00,0.00,0.32,0.00,0.02,0.03,15.5
353,Bound Brook High School,https://www.schooldigger.com/go/NJ/schools/0210005144/school.aspx,Bound Brook School District,https://www.schooldigger.com/go/NJ/district/02100/search.aspx,111 West Union Avenue,Bound Brook,https://www.schooldigger.com/go/NJ/city/Bound+Brook/search.aspx,8805,Somerset County,(732) 652-7950,9,12,No,No,(n/a),No,597,47,12.7,0.63,0.15,0.00,0.02,0.66,0.00,0.01,0.16,15.1
354,American History High School,https://www.schooldigger.com/go/NJ/schools/1134000791/school.aspx,Newark Public School District,https://www.schooldigger.com/go/NJ/district/11340/search.aspx,74 Montgomery St,Newark,https://www.schooldigger.com/go/NJ/city/Newark/search.aspx,7103,Essex County,(973) 733-7333,9,12,Yes,No,(n/a),No,505,40,12.6,0.71,0.63,0.00,0.00,0.35,0.00,0.00,0.01,15.1
355,Atlantic City High School,https://www.schooldigger.com/go/NJ/schools/0096000010/school.aspx,Atlantic City School District,https://www.schooldigger.com/go/NJ/district/00960/search.aspx,1400 N Albany Avenue,Atlantic City,https://www.schooldigger.com/go/NJ/city/Atlantic+City/search.aspx,8401,Atlantic County,(609) 343-7300,9,12,Yes,No,(n/a),No,1796,153,11.7,0.84,0.28,0.00,0.21,0.36,0.01,0.00,0.13,15
356,Freedom Prep Charter School,https://www.schooldigger.com/go/NJ/schools/0008000566/school.aspx,Freedom Prep Charter School,https://www.schooldigger.com/go/NJ/district/00080/search.aspx,1000 Atlantic AVE,Camden,https://www.schooldigger.com/go/NJ/city/Camden/search.aspx,8104,Camden County,(856) 962-0766,KG,12,Yes,Yes,(n/a),No,879,70,12.5,0.70,0.43,0.00,0.00,0.53,0.01,0.02,0.01,14.8
357,New Brunswick High School,https://www.schooldigger.com/go/NJ/schools/1122003454/school.aspx,New Brunswick School District,https://www.schooldigger.com/go/NJ/district/11220/search.aspx,1000 Somerset St,New Brunswick,https://www.schooldigger.com/go/NJ/city/New+Brunswick/search.aspx,8901,Middlesex County,(732) 745-5300,9,12,Yes,No,(n/a),No,2206,153.7,14.3,0.42,0.10,0.00,0.00,0.89,0.00,0.00,0.01,14.6
358,School Of Earth And Space Science,https://www.schooldigger.com/go/NJ/schools/1269003109/school.aspx,Paterson Public School District,https://www.schooldigger.com/go/NJ/district/12690/search.aspx,201 Memorial Drive,Paterson,https://www.schooldigger.com/go/NJ/city/Paterson/search.aspx,7505,Passaic County,(973) 321-2290,9,12,Yes,No,(n/a),No,214,22,9.7,0.64,0.31,0.00,0.02,0.63,0.00,0.00,0.04,14.5
359,Riverside High School,https://www.schooldigger.com/go/NJ/schools/1401001234/school.aspx,Riverside Township School District,https://www.schooldigger.com/go/NJ/district/14010/search.aspx,112 E Washington Street,Riverside,https://www.schooldigger.com/go/NJ/city/Riverside/search.aspx,8075,Burlington County,(856) 461-1255,9,12,No,No,(n/a),No,391,36.4,10.7,0.52,0.17,0.00,0.01,0.21,0.00,0.01,0.60,14.3
360,Vineland Senior High School,https://www.schooldigger.com/go/NJ/schools/1680001902/school.aspx,Vineland Public School District,https://www.schooldigger.com/go/NJ/district/16800/search.aspx,2880 E Chestnut Ave,Vineland,https://www.schooldigger.com/go/NJ/city/Vineland/search.aspx,8360,Cumberland County,(856) 794-6800,9,12,Yes,No,(n/a),No,2490,177,14,0.51,0.17,0.00,0.03,0.56,0.00,0.01,0.22,14
361,Lakewood High School,https://www.schooldigger.com/go/NJ/schools/0822004636/school.aspx,Lakewood Township School District,https://www.schooldigger.com/go/NJ/district/08220/search.aspx,855 Somerset Avenue,Lakewood,https://www.schooldigger.com/go/NJ/city/Lakewood/search.aspx,8701,Ocean County,(732) 905-3500,9,12,Yes,No,(n/a),No,1243,88.5,14,0.87,0.09,0.00,0.00,0.86,0.00,0.00,0.04,13.8
362,Keansburg High School,https://www.schooldigger.com/go/NJ/schools/0786003880/school.aspx,Keansburg School District,https://www.schooldigger.com/go/NJ/district/07860/search.aspx,140 Port Monmouth Road,Keansburg,https://www.schooldigger.com/go/NJ/city/Keansburg/search.aspx,7734,Monmouth County,(732) 787-2007,9,12,No,No,(n/a),No,384,43,8.9,0.37,0.17,0.01,0.02,0.25,0.00,0.00,0.55,13.4
363,Leap Academy University Charter School,https://www.schooldigger.com/go/NJ/schools/0007800487/school.aspx,LEAP Academy University Charter School,https://www.schooldigger.com/go/NJ/district/00078/search.aspx,130 North Broadway,Camden,https://www.schooldigger.com/go/NJ/city/Camden/search.aspx,8102,Camden County,(856) 614-0400,KG,12,Yes,Yes,(n/a),No,1482,106.9,13.8,0.84,0.44,0.00,0.01,0.55,0.00,0.00,0.00,13.4
364,East Side High School,https://www.schooldigger.com/go/NJ/schools/1134002194/school.aspx,Newark Public School District,https://www.schooldigger.com/go/NJ/district/11340/search.aspx,238 Van Buren St,Newark,https://www.schooldigger.com/go/NJ/city/Newark/search.aspx,7105,Essex County,(973) 465-4900,9,12,Yes,No,(n/a),No,2051,138,14.8,0.60,0.10,0.00,0.01,0.63,0.00,0.00,0.27,13.3
365,University Academy Charter High School,https://www.schooldigger.com/go/NJ/schools/0007300531/school.aspx,University Academy Charter High School,https://www.schooldigger.com/go/NJ/district/00073/search.aspx,275 West Side Avenue,Jersey City,https://www.schooldigger.com/go/NJ/city/Jersey+City/search.aspx,7305,Hudson County,(201) 200-3200,9,12,Yes,Yes,(n/a),No,436,41,10.6,0.76,0.59,0.00,0.07,0.30,0.00,0.00,0.03,13.3
366,Henry Snyder High School,https://www.schooldigger.com/go/NJ/schools/0783002772/school.aspx,Jersey City Public Schools,https://www.schooldigger.com/go/NJ/district/07830/search.aspx,239 Bergen Ave,Jersey City,https://www.schooldigger.com/go/NJ/city/Jersey+City/search.aspx,7305,Hudson County,(201) 915-6600,9,12,Yes,No,(n/a),No,853,70,12.1,0.88,0.61,0.00,0.05,0.27,0.03,0.01,0.03,13.3
367,University High School,https://www.schooldigger.com/go/NJ/schools/1134002202/school.aspx,Newark Public School District,https://www.schooldigger.com/go/NJ/district/11340/search.aspx,55 Clinton Pl,Newark,https://www.schooldigger.com/go/NJ/city/Newark/search.aspx,7108,Essex County,(973) 374-3190,7,12,Yes,No,(n/a),No,505,43,11.7,0.67,0.80,0.00,0.01,0.18,0.00,0.00,0.00,13.2
368,School of Health Science,https://www.schooldigger.com/go/NJ/schools/1269003107/school.aspx,Paterson Public School District,https://www.schooldigger.com/go/NJ/district/12690/search.aspx,5-7 Colt St,Paterson,https://www.schooldigger.com/go/NJ/city/Paterson/search.aspx,7505,Passaic County,(973) 321-0560,9,12,Yes,No,(n/a),No,275,30,9.1,0.58,0.22,0.00,0.07,0.67,0.00,0.00,0.05,12.9
369,Memorial High School,https://www.schooldigger.com/go/NJ/schools/1032001870/school.aspx,Millville School District,https://www.schooldigger.com/go/NJ/district/10320/search.aspx,504 East Broad Street,Millville,https://www.schooldigger.com/go/NJ/city/Millville/search.aspx,8332,Cumberland County,(856) 327-6072,9,12,Yes,No,(n/a),No,807,56.6,14.2,0.66,0.29,0.00,0.01,0.24,0.00,0.02,0.44,12.7
370,Rahway High School,https://www.schooldigger.com/go/NJ/schools/1353005634/school.aspx,Rahway Public School District,https://www.schooldigger.com/go/NJ/district/13530/search.aspx,1012 Madison Ave,Rahway,https://www.schooldigger.com/go/NJ/city/Rahway/search.aspx,7065,Union County,(732) 396-1090,9,12,No,No,(n/a),No,1066,107.1,9.9,0.59,0.41,0.00,0.02,0.42,0.00,0.02,0.12,12.4
371,Neptune High School,https://www.schooldigger.com/go/NJ/schools/1116004032/school.aspx,Neptune Township School District,https://www.schooldigger.com/go/NJ/district/11160/search.aspx,55 Neptune Boulevard,Neptune,https://www.schooldigger.com/go/NJ/city/Neptune/search.aspx,7753,Monmouth County,(732) 776-2200,9,12,No,No,(n/a),No,1317,106,12.4,0.48,0.47,0.00,0.01,0.25,0.00,0.06,0.22,12.2
372,Abraham Clark High School,https://www.schooldigger.com/go/NJ/schools/1428005650/school.aspx,Roselle Public Schools,https://www.schooldigger.com/go/NJ/district/14280/search.aspx,122 East 6th Ave,Roselle,https://www.schooldigger.com/go/NJ/city/Roselle/search.aspx,7203,Union County,(908) 298-2000,9,12,Yes,No,(n/a),No,746,74,10,0.65,0.51,0.01,0.02,0.43,0.00,0.00,0.03,12
373,John E. Dwyer Technology Academy,https://www.schooldigger.com/go/NJ/schools/0459003071/school.aspx,Elizabeth Public Schools,https://www.schooldigger.com/go/NJ/district/04590/search.aspx,123 Pearl St,Elizabeth,https://www.schooldigger.com/go/NJ/city/Elizabeth/search.aspx,7202,Union County,(908) 436-6565,9,12,Yes,No,(n/a),No,1340,105.5,12.7,0.81,0.20,0.00,0.02,0.71,0.00,0.00,0.07,11.7
374,M.E.T.S. Charter School,https://www.schooldigger.com/go/NJ/schools/0075303183/school.aspx,M.E.T.S. Charter School,https://www.schooldigger.com/go/NJ/district/00753/search.aspx,211 Sherman Ave,Jersey City,https://www.schooldigger.com/go/NJ/city/Jersey+City/search.aspx,7307,Hudson County,(201) 526-8500,6,12,Yes,Yes,(n/a),No,18,56,0.3,0.50,0.50,0.00,0.06,0.39,0.00,0.00,0.06,11.6
375,School Of Science Technology Engineering And Mathematics,https://www.schooldigger.com/go/NJ/schools/1269003169/school.aspx,Paterson Public School District,https://www.schooldigger.com/go/NJ/district/12690/search.aspx,61-127 Preakness Avenue,Paterson,https://www.schooldigger.com/go/NJ/city/Paterson/search.aspx,7502,Passaic County,(973) 321-0500,9,12,Yes,No,(n/a),No,669,42,15.9,0.59,0.18,0.00,0.25,0.50,0.00,0.00,0.07,11.6
376,Camden's Promise Charter School,https://www.schooldigger.com/go/NJ/schools/0078503390/school.aspx,Camden's Promise Charter School,https://www.schooldigger.com/go/NJ/district/00785/search.aspx,879 Beideman Ave,Camden,https://www.schooldigger.com/go/NJ/city/Camden/search.aspx,8105,Camden County,(856) 365-1000,PK,12,Yes,Yes,(n/a),No,2252,200,11.2,0.89,0.18,0.00,0.00,0.82,0.00,0.00,0.00,11.4
377,Plainfield High School,https://www.schooldigger.com/go/NJ/schools/1314005604/school.aspx,Plainfield Public School District,https://www.schooldigger.com/go/NJ/district/13140/search.aspx,950 Park Avenue,Plainfield,https://www.schooldigger.com/go/NJ/city/Plainfield/search.aspx,7060,Union County,(908) 731-4390,9,12,Yes,No,(n/a),No,1741,127,13.7,0.73,0.26,0.00,0.00,0.72,0.00,0.00,0.01,11.3
378,Trenton Central High School - Main Campus,https://www.schooldigger.com/go/NJ/schools/1629003200/school.aspx,Trenton Public School District,https://www.schooldigger.com/go/NJ/district/16290/search.aspx,171 Division Street,Trenton,https://www.schooldigger.com/go/NJ/city/Trenton/search.aspx,8611,Mercer County,(609) 278-7260,10,12,Yes,No,(n/a),No,1818,146.7,12.3,0.73,0.46,0.00,0.00,0.53,0.00,0.00,0.01,11.2
379,Lindenwold High School,https://www.schooldigger.com/go/NJ/schools/0864000429/school.aspx,Lindenwold Public School District,https://www.schooldigger.com/go/NJ/district/08640/search.aspx,801 Egg Harbor Road,Lindenwold,https://www.schooldigger.com/go/NJ/city/Lindenwold/search.aspx,8021,Camden County,(856) 741-0320,9,12,Yes,No,(n/a),No,543,54.1,10,0.72,0.35,0.00,0.03,0.51,0.00,0.01,0.10,11.2
380,Rosa L. Parks School of Fine and Performing Arts,https://www.schooldigger.com/go/NJ/schools/1269005998/school.aspx,Paterson Public School District,https://www.schooldigger.com/go/NJ/district/12690/search.aspx,413 12th Avenue,Paterson,https://www.schooldigger.com/go/NJ/city/Paterson/search.aspx,7514,Passaic County,(973) 321-0520,9,12,Yes,No,(n/a),No,238,30,7.9,0.55,0.43,0.00,0.01,0.55,0.00,0.00,0.02,11
381,Peoples Preparatory Charter School,https://www.schooldigger.com/go/NJ/schools/0075403181/school.aspx,Peoples Preparatory Charter School District,https://www.schooldigger.com/go/NJ/district/00754/search.aspx,321 Bergen Street,Newark,https://www.schooldigger.com/go/NJ/city/Newark/search.aspx,7103,Essex County,(973) 622-1790,9,12,Yes,Yes,(n/a),No,385,24,16,0.83,0.84,0.00,0.00,0.15,0.00,0.01,0.01,11
382,Lincoln High School,https://www.schooldigger.com/go/NJ/schools/0783002776/school.aspx,Jersey City Public Schools,https://www.schooldigger.com/go/NJ/district/07830/search.aspx,60 Crescent Ave,Jersey City,https://www.schooldigger.com/go/NJ/city/Jersey+City/search.aspx,7304,Hudson County,(201) 915-6700,9,12,Yes,No,(n/a),No,678,60,11.3,0.89,0.67,0.00,0.04,0.25,0.00,0.01,0.03,10.8
383,Malcolm X Shabazz High School,https://www.schooldigger.com/go/NJ/schools/1134002198/school.aspx,Newark Public School District,https://www.schooldigger.com/go/NJ/district/11340/search.aspx,80 Johnson Ave,Newark,https://www.schooldigger.com/go/NJ/city/Newark/search.aspx,7108,Essex County,(973) 733-6974,9,12,Yes,No,(n/a),No,423,36,11.7,0.71,0.91,0.00,0.00,0.09,0.00,0.00,0.01,10.6
384,James J Ferris High School,https://www.schooldigger.com/go/NJ/schools/0783002774/school.aspx,Jersey City Public Schools,https://www.schooldigger.com/go/NJ/district/07830/search.aspx,35 Colgate St,Jersey City,https://www.schooldigger.com/go/NJ/city/Jersey+City/search.aspx,7302,Hudson County,(201) 915-6660,9,12,Yes,No,(n/a),No,1289,111,11.6,0.68,0.27,0.00,0.09,0.50,0.00,0.00,0.14,10.2
385,Pennsauken High School,https://www.schooldigger.com/go/NJ/schools/1287001610/school.aspx,Pennsauken Township Board Of Education School District,https://www.schooldigger.com/go/NJ/district/12870/search.aspx,800 Hylton Road,Pennsauken,https://www.schooldigger.com/go/NJ/city/Pennsauken/search.aspx,8110,Camden County,(856) 662-8500,9,12,Yes,No,(n/a),No,1317,98.5,13.3,0.72,0.31,0.00,0.13,0.45,0.00,0.01,0.10,10.2
386,Barringer High School,https://www.schooldigger.com/go/NJ/schools/1134002190/school.aspx,Newark Public School District,https://www.schooldigger.com/go/NJ/district/11340/search.aspx,90 Parker St,Newark,https://www.schooldigger.com/go/NJ/city/Newark/search.aspx,7104,Essex County,(973) 268-5125,9,12,Yes,No,(n/a),No,127,45,2.8,0.54,0.34,0.00,0.00,0.65,0.00,0.00,0.01,10.1
387,Thomas A. Edison Career and Technical Academy,https://www.schooldigger.com/go/NJ/schools/0459003045/school.aspx,Elizabeth Public Schools,https://www.schooldigger.com/go/NJ/district/04590/search.aspx,625 Summer St,Elizabeth,https://www.schooldigger.com/go/NJ/city/Elizabeth/search.aspx,7202,Union County,(908) 436-6800,9,12,Yes,No,(n/a),No,872,59,14.7,0.86,0.23,0.00,0.00,0.73,0.00,0.00,0.04,9.9
388,Trenton Stem-to-Civics Charter School,https://www.schooldigger.com/go/NJ/schools/0077003291/school.aspx,Trenton Stem-to-Civics Charter School,https://www.schooldigger.com/go/NJ/district/00770/search.aspx,1555 Pennington Raod,Ewing,https://www.schooldigger.com/go/NJ/city/Ewing/search.aspx,8618,Mercer County,(609) 619-2000,6,12,Yes,Yes,(n/a),No,589,36,16.3,0.41,0.67,0.00,0.00,0.33,0.00,0.00,0.00,9.7
