Order Priority,Discount,Unit Price,Shipping Cost,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Sales
Not Specified,0.05,328.14,91.05,Delivery Truck,Home Office,Office Supplies,Appliances,Jumbo Drum,East,New York,New York City,10282,4/10/2015,4/11/2015,772.04,9492.92
Medium,0.04,6.35,1.02,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,Central,Texas,Dallas,75220,5/20/2015,5/23/2015,81.91,318.47
High,0.01,9.31,3.98,Regular Air,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Central,Texas,Dallas,75220,5/21/2015,5/22/2015,-10.9,586.96
Not Specified,0.08,140.81,24.49,Regular Air,Consumer,Furniture,Chairs & Chairmats,Large Box,Central,Texas,Dallas,75220,6/6/2015,6/8/2015,1232.79,11272.77
High,0.01,9.31,3.98,Regular Air,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Central,Texas,Lake Jackson,77566,5/21/2015,5/22/2015,2.18,144.33
Medium,0.09,31.74,12.62,Express Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Central,Texas,Lancaster,75146,5/20/2015,5/20/2015,67.1075,270.55
Medium,0.04,6.35,1.02,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,Central,Texas,Lancaster,75146,5/20/2015,5/23/2015,54.9378,79.62
Medium,0.02,65.99,8.99,Express Air,Small Business,Technology,Telephones and Communication,Small Box,Central,Texas,Lancaster,75146,5/20/2015,5/21/2015,168.237,479.79
Medium,0.08,8.37,10.16,Regular Air,Consumer,Furniture,Office Furnishings,Large Box,Central,Texas,Laredo,78041,6/29/2015,6/29/2015,-169.232,108.99
Not Specified,0.03,300.98,54.92,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,West,California,Yucaipa,92399,4/2/2015,4/4/2015,1272.5808,3527.82
Not Specified,0.02,2550.14,29.7,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,West,California,Yucaipa,92399,4/2/2015,4/4/2015,-5390.738892,4698.21
Critical,0.01,2.89,0.5,Regular Air,Corporate,Office Supplies,Labels,Small Box,West,Colorado,Arvada,80004,4/6/2015,4/7/2015,29.7252,43.08
Critical,0,55.99,5,Regular Air,Corporate,Technology,Telephones and Communication,Small Pack,West,Colorado,Arvada,80004,4/6/2015,4/8/2015,-187.11,258.93
Not Specified,0.06,64.65,35,Regular Air,Home Office,Office Supplies,Storage & Organization,Large Box,West,Arizona,Tucson,85705,2/5/2015,2/6/2015,-139.2872,277.6
Low,0.04,19.98,8.68,Regular Air,Consumer,Office Supplies,Paper,Small Box,West,California,Temecula,92592,2/7/2015,2/14/2015,108,168.04
Low,0.08,125.99,7.69,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,West,California,Temecula,92592,2/7/2015,2/9/2015,377.154,703.46
High,0.03,7.3,7.72,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,West,California,Roseville,95661,3/15/2015,3/18/2015,-127.052,103.61
High,0.09,175.99,4.99,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,West,California,Roseville,95661,6/20/2015,6/22/2015,2169.7464,3144.56
High,0.09,160.98,35.02,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,East,Connecticut,Norwich,6360,6/20/2015,6/21/2015,-229.93,2653.02
Medium,0.02,4.06,6.89,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Central,Texas,Eagle Pass,78852,2/24/2015,2/26/2015,-93.7352,66.81
Low,0.04,4.71,0.7,Regular Air,Consumer,Office Supplies,Rubber Bands,Wrap Bag,Central,Texas,Eagle Pass,78852,6/22/2015,6/26/2015,4.53,90.52
Low,0.06,4.2,2.26,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,Central,Texas,Edinburg,78539,6/22/2015,6/27/2015,9.78,55.97
Low,0.04,8.6,6.19,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,East,Massachusetts,Boston,2118,2/16/2015,2/23/2015,-63.8135,311.66
Low,0.07,699.99,24.49,Regular Air,Home Office,Technology,Copiers and Fax,Large Box,East,Massachusetts,Boston,2118,2/16/2015,2/20/2015,325.29,9862.51
Not Specified,0.05,5.78,7.64,Express Air,Corporate,Office Supplies,Paper,Small Box,East,Massachusetts,Boston,2118,3/29/2015,3/31/2015,-116.05,177.41
Medium,0.02,7.64,1.39,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,East,Massachusetts,Boston,2118,5/21/2015,5/23/2015,117.38,406.91
Low,0.03,30.98,6.5,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,East,Massachusetts,Boston,2118,6/13/2015,6/17/2015,-144.2,1332.09
Low,0.02,4.98,6.07,Regular Air,Home Office,Office Supplies,Paper,Small Box,East,Massachusetts,Boston,2118,1/26/2015,1/28/2015,-46.92,105.5
Medium,0.02,7.64,1.39,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,Central,Texas,El Paso,79907,5/21/2015,5/23/2015,70.1937,101.73
Medium,0.06,6.37,5.19,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Central,Texas,Euless,76039,2/10/2015,2/11/2015,-48.2195,37.7
Low,0.04,8.6,6.19,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Central,Texas,Euless,76039,2/16/2015,2/23/2015,-63.8135,75.81
Low,0.07,699.99,24.49,Regular Air,Home Office,Technology,Copiers and Fax,Large Box,Central,Texas,Euless,76039,2/16/2015,2/20/2015,325.29,2630
Low,0.03,30.98,6.5,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Central,Texas,Euless,76039,6/13/2015,6/17/2015,-115.36,333.02
Low,0.02,4.98,6.07,Regular Air,Home Office,Office Supplies,Paper,Small Box,Central,Texas,Farmers Branch,75234,1/26/2015,1/28/2015,-46.92,27.76
High,0.09,270.97,28.06,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Central,Illinois,Carol Stream,60188,1/2/2015,1/4/2015,2660.1432,3855.28
Medium,0.02,160.98,30,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Central,Texas,The Colony,75056,2/16/2015,2/19/2015,-51.116,192.49
Medium,0.05,363.25,19.99,Regular Air,Home Office,Office Supplies,Appliances,Small Box,Central,Texas,Waco,76706,1/4/2015,1/6/2015,1766.7795,2560.55
Medium,0.01,18.97,9.54,Regular Air,Home Office,Office Supplies,Paper,Small Box,Central,Texas,Waco,76706,6/6/2015,6/9/2015,85.875,227.67
Low,0.05,7.59,4,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,East,Massachusetts,South Hadley,1075,6/9/2015,6/9/2015,6.0927,8.83
Critical,0.09,9.11,2.15,Express Air,Consumer,Office Supplies,Paper,Wrap Bag,West,California,Montebello,90640,1/2/2015,1/4/2015,20.2996,34.41
Critical,0.08,15.04,1.97,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,West,California,Montebello,90640,1/2/2015,1/2/2015,108.5163,157.27
High,0.06,175.99,8.99,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,East,Massachusetts,Tewksbury,1876,2/14/2015,2/15/2015,48.47148,1013.84
High,0.04,100.98,35.84,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,East,New Jersey,Union City,7086,5/20/2015,5/21/2015,-152.76,110.75
Not Specified,0.09,9.78,1.39,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,East,Delaware,Newark,19711,6/2/2015,6/3/2015,125.2074,181.46
Not Specified,0,200.99,8.08,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,East,Delaware,Newark,19711,6/2/2015,6/4/2015,281.5344,1076.3
High,0.03,4.48,49,Regular Air,Consumer,Office Supplies,Appliances,Large Box,South,Florida,Altamonte Springs,32701,4/9/2015,4/11/2015,64.266,21.46
High,0.06,350.99,39,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,South,Florida,Altamonte Springs,32701,4/9/2015,4/11/2015,-302.6156,3506.78
High,0.09,40.98,6.5,Express Air,Consumer,Technology,Computer Peripherals,Small Box,South,Florida,Altamonte Springs,32701,4/9/2015,4/11/2015,5.6916,267.69
High,0.09,349.45,60,Delivery Truck,Consumer,Furniture,Tables,Jumbo Drum,South,Florida,Altamonte Springs,32701,4/9/2015,4/10/2015,-369.11,2307.26
High,0.07,2.61,0.5,Regular Air,Home Office,Office Supplies,Labels,Small Box,West,Utah,Spanish Fork,84660,5/23/2015,5/23/2015,27.0135,39.15
Not Specified,0.04,35.99,3.3,Regular Air,Home Office,Technology,Telephones and Communication,Small Pack,West,Utah,Springville,84663,6/29/2015,6/29/2015,184.1955,266.95
Medium,0,6783.02,24.49,Regular Air,Consumer,Technology,Office Machines,Large Box,South,Alabama,Madison,35756,3/21/2015,3/22/2015,4.11,20552.55
Not Specified,0.08,11.7,6.96,Regular Air,Consumer,Office Supplies,Appliances,Medium Box,South,Alabama,Madison,35756,4/10/2015,4/13/2015,28.566,87.8
Critical,0.07,400.97,48.26,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Box,West,California,Huntington Beach,92646,4/9/2015,4/10/2015,2581.5591,3741.39
Low,0.06,10.89,4.5,Regular Air,Consumer,Office Supplies,Appliances,Small Box,West,California,Huntington Beach,92646,6/17/2015,6/22/2015,-25.112,149.32
Low,0.03,10.64,5.16,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,West,California,Huntington Beach,92646,6/17/2015,6/22/2015,17.376,177.01
Low,0.03,7.96,4.95,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,West,California,Huntington Beach,92646,6/17/2015,6/19/2015,24.2604,35.16
Low,0.03,28.53,1.49,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,East,Connecticut,New Britain,6050,6/28/2015,7/1/2015,59.4405,88.84
Low,0.03,10.64,5.16,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,East,District of Columbia,Washington,20016,6/17/2015,6/22/2015,14.48,696.96
Low,0.03,7.96,4.95,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,East,District of Columbia,Washington,20016,6/17/2015,6/19/2015,22.25,149.41
High,0.05,52.4,16.11,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,East,District of Columbia,Washington,20016,2/25/2015,2/27/2015,592.5265,4556.63
High,0.05,36.55,13.89,Express Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,East,District of Columbia,Washington,20016,2/25/2015,2/26/2015,232.8,2948.61
Not Specified,0.03,5.98,1.49,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,East,District of Columbia,Washington,20016,5/1/2015,5/3/2015,38.08,517.85
Low,0.09,49.99,19.99,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,East,District of Columbia,Washington,20016,6/28/2015,6/30/2015,-17.03,2373.32
Low,0.03,28.53,1.49,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,East,District of Columbia,Washington,20016,6/28/2015,7/1/2015,39.627,325.73
Not Specified,0.03,5.98,1.49,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,South,Florida,Immokalee,34142,5/1/2015,5/3/2015,20.496,127.94
High,0.08,355.98,58.92,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,East,Massachusetts,Sudbury,1776,3/18/2015,3/20/2015,103.83,1350.94
High,0.1,15.14,4.53,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,East,New Hampshire,Nashua,3060,2/25/2015,2/28/2015,-24.8976,75.17
High,0.05,52.4,16.11,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,East,New Jersey,Elmwood Park,7407,2/25/2015,2/27/2015,776.7744,1125.76
High,0.05,36.55,13.89,Express Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,East,New Jersey,South Orange,7079,2/25/2015,2/26/2015,344.544,746.03
Low,0.09,49.99,19.99,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,East,Rhode Island,Cranston,2920,6/28/2015,6/30/2015,-8.515,593.33
Low,0.01,3.08,0.5,Regular Air,Corporate,Office Supplies,Labels,Small Box,Central,Indiana,Fort Wayne,46806,2/1/2015,2/6/2015,9.0045,13.05
High,0.08,4.91,4.97,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Central,Indiana,Gary,46404,1/15/2015,1/16/2015,-99.7625,58.95
High,0.01,3499.99,24.49,Regular Air,Corporate,Technology,Copiers and Fax,Large Box,Central,Indiana,Gary,46404,1/15/2015,1/16/2015,-3061.82,3672.89
Low,0.07,29.89,1.99,Express Air,Corporate,Technology,Computer Peripherals,Small Pack,Central,Indiana,Granger,46530,2/4/2015,2/9/2015,258.6189,374.81
Low,0.03,8.34,4.82,Regular Air,Corporate,Office Supplies,Paper,Small Box,Central,Indiana,Granger,46530,2/4/2015,2/8/2015,-6.71,43.27
High,0.03,5.84,1.2,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Central,Indiana,Granger,46530,1/15/2015,1/17/2015,-0.01,11.74
Medium,0.09,130.98,30,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,East,Massachusetts,Boston,2112,4/28/2015,5/1/2015,-421.76,5258.94
Medium,0.02,8.34,2.64,Regular Air,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,East,Rhode Island,Pawtucket,2861,4/28/2015,4/30/2015,6.79,66.74
Medium,0.09,130.98,30,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,East,Vermont,South Burlington,5403,4/28/2015,5/1/2015,-421.76,1282.67
Medium,0,7.1,6.05,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,East,Pennsylvania,Philadelphia,19140,2/16/2015,2/17/2015,-60.145,208.83
Medium,0.01,4.98,4.62,Express Air,Small Business,Technology,Computer Peripherals,Small Pack,East,Pennsylvania,Philadelphia,19140,2/16/2015,2/18/2015,-111.72,228.3
Medium,0.06,5.68,1.39,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,East,Pennsylvania,Philadelphia,19140,2/16/2015,2/16/2015,33.01,129.53
Medium,0.01,4.98,4.62,Express Air,Small Business,Technology,Computer Peripherals,Small Pack,Central,Texas,Sulphur Springs,75482,2/16/2015,2/18/2015,-111.72,55.68
Critical,0.1,120.98,9.07,Express Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Central,Texas,Flower Mound,75028,4/9/2015,4/11/2015,297.45716,568.24
Critical,0.02,152.48,6.5,Express Air,Consumer,Technology,Computer Peripherals,Small Box,Central,Texas,Flower Mound,75028,4/9/2015,4/11/2015,-564.6024,162.91
High,0.09,99.99,19.99,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Central,Texas,Flower Mound,75028,6/4/2015,6/6/2015,-161.475,97.65
High,0.04,205.99,5.26,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,Central,Texas,Flower Mound,75028,6/4/2015,6/5/2015,-0.814,1018.61
Medium,0.03,128.24,12.65,Regular Air,Corporate,Furniture,Chairs & Chairmats,Medium Box,Central,Texas,Carrollton,75007,1/31/2015,2/2/2015,790.464,1145.6
Not Specified,0.02,7.38,5.21,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,Central,Texas,Carrollton,75007,3/29/2015,3/30/2015,7.74,24.52
Medium,0.05,300.98,13.99,Regular Air,Corporate,Technology,Office Machines,Medium Box,Central,Texas,Carrollton,75007,5/25/2015,5/26/2015,3985.3089,5775.81
Medium,0.04,205.99,5,Express Air,Corporate,Technology,Telephones and Communication,Small Box,Central,Texas,Carrollton,75007,5/25/2015,5/26/2015,13.9568,1878.24
Medium,0.01,160.98,30,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Central,Texas,Cedar Hill,75104,1/31/2015,2/2/2015,788.79,1634.67
Not Specified,0,387.99,19.99,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,South,Alabama,Auburn,36830,3/16/2015,3/17/2015,-70.14,9280.72
Critical,0.06,200.97,15.59,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,South,Alabama,Auburn,36830,3/25/2015,3/25/2015,531.618,1348.83
High,0.1,22.38,15.1,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,East,New York,New York City,10009,4/5/2015,4/6/2015,-107.5135,564.98
High,0.04,6.98,2.83,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,East,New York,New York City,10009,4/5/2015,4/7/2015,46.01,129.48
Low,0.03,256.99,11.25,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,East,New York,New York City,10009,5/22/2015,5/22/2015,1489.8,8216.28
High,0.1,22.38,15.1,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Central,Texas,Leander,78641,4/5/2015,4/6/2015,-107.5135,152.11
High,0.04,6.98,2.83,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,Central,Texas,Leander,78641,4/5/2015,4/7/2015,24.8193,35.97
High,0,3.89,7.01,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Central,Illinois,Carpentersville,60110,4/9/2015,4/9/2015,-255.1689,85.64
High,0.09,120.98,30,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Central,Illinois,Carpentersville,60110,4/9/2015,4/11/2015,74.0048,2508.15
High,0.1,30.98,5.76,Regular Air,Corporate,Office Supplies,Paper,Small Box,Central,Illinois,Carpentersville,60110,4/9/2015,4/10/2015,109.4248,225.62
Low,0.02,46.89,5.1,Regular Air,Home Office,Office Supplies,Appliances,Medium Box,Central,Texas,Cedar Park,78613,4/23/2015,4/23/2015,421.3485,610.65
Low,0.05,140.98,36.09,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,Central,Texas,Cedar Park,78613,4/23/2015,4/25/2015,-373.09,699.24
Low,0.1,212.6,110.2,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Central,Texas,Cedar Park,78613,4/23/2015,4/25/2015,-3465.072,2346.03
Medium,0.04,2.08,1.49,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Central,Texas,Channelview,77530,5/21/2015,5/23/2015,-11.2815,33.77
Critical,0.06,80.98,35,Regular Air,Home Office,Office Supplies,Storage & Organization,Large Box,Central,Texas,Channelview,77530,3/12/2015,3/13/2015,-218.77,172.79
Medium,0.06,3.95,2,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,Central,Texas,Channelview,77530,3/24/2015,3/25/2015,-9.68,19.66
Medium,0.01,115.99,56.14,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,West,Colorado,Aurora,80013,5/22/2015,5/23/2015,-164.3952,604.35
Critical,0.04,2.52,1.92,Regular Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,West,Colorado,Aurora,80013,4/24/2015,4/24/2015,-8.208,3.13
High,0.03,3.69,2.5,Express Air,Home Office,Office Supplies,Envelopes,Small Box,South,Kentucky,Danville,40422,4/20/2015,4/20/2015,-2196.684,38.65
Critical,0.02,73.98,14.52,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,West,Colorado,Broomfield,80020,5/7/2015,5/10/2015,43.538,378.23
Critical,0.05,5.28,6.26,Regular Air,Home Office,Office Supplies,Paper,Small Box,Central,Oklahoma,Altus,73521,6/11/2015,6/12/2015,-11.376,7.15
Critical,0.01,13.99,7.51,Regular Air,Corporate,Technology,Office Machines,Medium Box,South,Florida,Boca Raton,33433,2/10/2015,2/11/2015,533.742,29.85
Not Specified,0.08,128.24,12.65,Regular Air,Corporate,Furniture,Chairs & Chairmats,Medium Box,South,Florida,Boca Raton,33433,5/12/2015,5/13/2015,-379.344,366.44
Not Specified,0.04,5.98,4.38,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,South,Florida,Boca Raton,33433,5/12/2015,5/14/2015,-1522.304,69.75
Medium,0.07,125.99,7.69,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,West,California,La Mesa,91941,4/9/2015,4/10/2015,588.2457,852.53
Low,0.1,34.23,5.02,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,West,California,La Mesa,91941,5/1/2015,5/6/2015,151.5654,219.66
Critical,0.07,40.98,7.47,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Central,Indiana,Hammond,46324,3/1/2015,3/2/2015,54.9015,81.9
Not Specified,0,442.14,14.7,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Central,Indiana,Hammond,46324,3/5/2015,3/5/2015,501.51,2343.34
Critical,0.07,40.98,7.47,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,West,Washington,Seattle,98119,3/1/2015,3/2/2015,54.9015,327.61
Low,0.1,238.4,24.49,Regular Air,Small Business,Furniture,Chairs & Chairmats,Large Box,Central,Indiana,Vincennes,47591,1/24/2015,1/26/2015,875.2844,1774.5
Low,0.03,199.99,24.49,Express Air,Small Business,Technology,Copiers and Fax,Large Box,Central,Indiana,Vincennes,47591,1/24/2015,1/26/2015,727.7361,1054.69
Low,0.1,238.4,24.49,Regular Air,Small Business,Furniture,Chairs & Chairmats,Large Box,East,Pennsylvania,Philadelphia,19134,1/24/2015,1/26/2015,460.676,6654.39
Low,0.03,199.99,24.49,Express Air,Small Business,Technology,Copiers and Fax,Large Box,East,Pennsylvania,Philadelphia,19134,1/24/2015,1/26/2015,393.42,4429.69
