Monthly Hours,Department,Salary,Number_of_Projects,Tenure,Filed Complaint,Recently_Promoted,Last_Evaluation,Employee_Satisfaction,Status
246,Sales,Low,4,6,1,0,0.69,0.58,Employed
197,Information_Technology,Low,4,2,0,0,1,0.46,Employed
161,Management,High,4,3,1,0,,0.57,Employed
242,Sales,Low,5,5,0,0,1,0.79,Left
266,Engineering,Low,5,3,0,0,0.66,0.7,Employed
183,Sales,Low,2,4,0,0,0.56,0.69,Employed
256,Product,Medium,5,4,0,0,0.55,0.58,Employed
292,It,Low,6,4,0,0,0.81,0.15,Left
217,Product,Medium,3,4,0,0,0.84,0.66,Employed
225,Product,Low,5,5,0,0,0.86,0.88,Left
156,Sales,Low,2,2,0,0,0.6,0.57,Employed
215,Sales,Medium,5,2,1,0,0.62,0.8,Employed
134,,Low,2,3,0,0,0.53,0.51,Left
234,Sales,Medium,3,3,0,0,0.57,0.99,Employed
169,Engineering,Low,6,4,0,0,0.59,0.28,Employed
166,Management,High,3,3,1,1,,0.78,Employed
252,Product,High,3,4,0,0,0.72,0.94,Employed
204,Sales,Low,5,5,0,0,0.92,0.69,Employed
131,Sales,Low,2,3,0,0,0.57,0.33,Left
206,Sales,Medium,3,3,0,0,0.7,0.94,Employed
211,Support,Medium,4,3,0,0,0.97,0.54,Employed
259,Management,High,3,10,1,1,0.52,0.88,Employed
149,Product,Low,3,10,0,0,0.52,0.76,Employed
175,Sales,High,5,2,1,0,0.47,0.22,Employed
178,Sales,Low,6,3,0,0,0.69,0.14,Employed
263,Support,Medium,2,4,0,0,0.84,0.64,Employed
266,Support,Low,6,4,0,0,0.97,0.14,Left
169,Sales,Low,5,2,0,0,0.76,0.57,Employed
248,Product,Medium,5,5,0,0,0.96,0.84,Left
152,Marketing,Medium,2,3,0,0,0.51,0.39,Left
175,Engineering,Low,4,2,1,0,0.54,0.9,Employed
209,Engineering,Low,3,2,0,0,1,0.6,Employed
90,Temp,Medium,2,,1,0,,,Employed
132,Engineering,Medium,2,3,0,0,0.48,0.32,Left
257,Sales,Low,5,6,0,0,1,0.84,Left
181,Engineering,Medium,2,5,0,0,0.94,0.88,Left
206,Management,High,3,3,0,0,0.73,0.72,Employed
186,Support,Medium,5,4,0,0,0.64,0.66,Employed
144,Finance,Low,2,3,0,0,0.47,0.38,Left
305,Engineering,Low,6,4,0,0,0.9,0.12,Left
280,Engineering,Low,2,4,0,0,0.63,0.33,Left
268,Engineering,Low,3,3,1,0,0.8,1,Employed
124,Sales,Medium,4,2,0,0,0.68,0.41,Employed
136,Product,Medium,2,3,0,0,0.45,0.42,Left
295,Product,Medium,6,4,0,0,0.8,0.08,Left
269,Engineering,Medium,3,2,1,0,0.73,0.7,Employed
140,Marketing,Low,3,4,0,0,0.62,1,Employed
252,It,Low,5,5,0,0,0.9,0.9,Left
150,Engineering,Medium,5,3,1,0,,0.59,Employed
159,Management,Low,4,5,0,0,0.71,0.2,Employed
176,Management,Medium,4,8,0,0,0.48,1,Employed
246,Support,Low,5,3,0,0,0.49,0.33,Employed
242,Product,Low,5,3,0,0,0.94,0.62,Employed
145,,Low,2,3,0,0,,0.36,Left
137,Management,High,2,3,0,0,0.67,0.25,Employed
286,Sales,Medium,2,6,0,0,0.78,0.48,Employed
140,Sales,Medium,2,3,0,0,0.4,0.35,Left
135,Support,Low,2,3,0,0,0.55,0.42,Left
173,Finance,Low,4,3,0,0,0.7,0.84,Employed
159,,High,4,2,0,0,0.75,0.89,Employed
243,Engineering,Low,4,3,0,0,0.93,0.79,Employed
290,Engineering,Medium,6,5,0,0,0.77,0.08,Left
154,Sales,High,3,2,0,0,1,0.23,Employed
161,It,Medium,2,3,0,0,,0.45,Left
143,Marketing,Medium,5,3,0,0,0.99,0.87,Employed
168,Sales,Low,5,3,0,0,0.68,0.73,Employed
153,It,Low,2,2,0,0,,0.6,Employed
301,It,Medium,6,5,0,0,0.82,0.07,Left
254,Sales,Low,3,4,0,0,0.68,0.54,Employed
138,Sales,Low,2,3,0,0,0.51,0.48,Left
204,Finance,Medium,3,10,0,0,0.78,0.67,Employed
241,It,Low,3,4,0,0,0.84,0.59,Employed
207,Management,Medium,3,7,0,1,0.61,0.6,Employed
272,Engineering,Low,5,2,1,0,,0.64,Employed
146,Product,Medium,3,3,0,0,0.73,0.58,Employed
206,Support,Low,5,3,0,0,,0.54,Employed
226,Finance,Medium,4,4,1,0,0.56,0.29,Employed
177,Engineering,Low,4,3,0,0,0.88,0.98,Employed
227,Engineering,Medium,5,2,0,0,,0.74,Employed
127,It,Low,2,3,0,0,0.52,0.36,Left
262,Sales,Medium,3,2,0,0,0.91,0.89,Employed
196,Support,Medium,5,3,0,0,0.77,0.68,Employed
265,Engineering,Low,3,4,0,0,0.89,0.2,Employed
264,Finance,High,5,8,0,1,0.96,0.5,Employed
232,Sales,Low,4,2,0,0,0.58,0.9,Employed
210,Product,Low,4,3,0,0,0.93,0.6,Employed
147,Support,Low,4,3,0,0,0.58,0.63,Employed
246,Sales,Low,4,5,0,0,0.94,0.93,Left
269,It,Low,5,3,0,0,,0.89,Employed
243,Support,Medium,3,4,0,0,0.77,0.88,Employed
241,Sales,Medium,3,10,0,0,0.63,0.87,Employed
173,Information_Technology,Low,2,2,0,0,,0.6,Employed
198,Sales,Low,3,3,0,0,0.92,0.58,Employed
251,Engineering,Low,6,4,0,0,0.79,0.1,Left
286,Sales,Low,5,3,0,0,0.62,0.15,Employed
174,Engineering,Medium,4,3,0,0,0.71,0.56,Employed
268,Sales,Low,4,3,0,0,0.66,0.78,Employed
253,Marketing,Medium,4,3,0,0,1,0.55,Employed
195,Sales,Medium,3,7,0,0,0.76,0.95,Employed
252,Engineering,Medium,4,3,0,0,,0.86,Employed
135,It,High,4,2,0,0,0.7,0.4,Employed
136,Support,Low,2,3,0,0,0.54,0.38,Left
141,Sales,Low,2,2,0,0,0.53,0.62,Employed
146,Engineering,Low,2,3,0,0,0.46,0.41,Left
137,Information_Technology,High,4,2,1,0,0.91,0.54,Employed
139,Support,Low,3,2,1,0,0.57,0.94,Employed
247,Support,Low,3,3,0,0,0.91,0.6,Employed
158,Finance,Medium,2,3,0,0,,0.5,Left
84,Temp,Medium,1,,1,0,,,Employed
149,Sales,Low,4,2,0,0,0.5,0.85,Employed
150,Support,High,3,3,0,0,,0.98,Employed
167,It,Low,4,3,0,0,,0.36,Employed
222,Management,Medium,3,2,0,0,1,0.53,Employed
135,Sales,Medium,2,3,0,0,0.54,0.39,Left
133,Engineering,Low,7,5,0,0,0.89,0.29,Left
226,Marketing,Low,5,6,0,0,0.95,0.86,Left
228,Support,Low,5,5,0,0,0.97,0.76,Left
270,Sales,High,5,2,0,0,0.64,0.64,Employed
193,Product,Medium,5,3,0,0,0.98,0.21,Employed
111,Sales,High,3,2,0,0,0.41,1,Employed
236,Marketing,Low,4,3,0,0,0.77,0.8,Employed
149,Management,Low,3,3,0,0,,0.61,Employed
206,,High,4,3,0,0,1,0.19,Employed
147,Sales,Low,4,3,0,0,0.57,0.81,Employed
219,Engineering,Low,5,6,1,0,1,0.85,Left
207,Engineering,Low,5,3,0,0,0.97,0.54,Employed
138,Product,Low,2,3,0,0,0.49,0.35,Left
190,Engineering,Low,3,2,0,0,0.44,0.42,Employed
308,,Medium,7,5,0,0,0.88,0.11,Left
161,It,Low,2,3,0,0,0.54,0.39,Left
82,Temp,Low,1,,0,0,,,Employed
207,Engineering,Low,3,2,0,0,0.85,0.96,Employed
167,Admin,Low,6,3,1,0,,0.29,Employed
190,Support,Medium,3,3,0,0,0.69,1,Employed
239,Sales,Medium,3,4,0,0,0.79,0.73,Employed
239,Sales,Low,6,3,0,0,0.45,0.36,Employed
173,Admin,Medium,3,6,0,0,0.42,0.34,Employed
241,Support,Low,3,6,1,0,0.52,0.92,Employed
232,Sales,Low,3,2,0,0,0.75,0.71,Employed
126,Marketing,High,2,4,0,0,0.64,0.42,Employed
195,,Medium,4,2,0,0,0.52,0.56,Employed
257,Management,High,4,2,0,0,,0.58,Employed
147,Support,Low,2,3,0,0,0.58,0.41,Left
212,Management,High,2,2,0,0,0.9,0.46,Employed
187,Sales,Medium,4,4,1,0,0.61,0.53,Employed
143,,Low,3,2,0,0,,0.52,Employed
140,Engineering,Medium,5,3,0,0,0.57,0.92,Employed
251,Management,Low,4,4,1,1,0.83,0.62,Employed
243,Sales,Medium,5,3,0,0,,0.81,Employed
252,Engineering,Medium,2,3,0,0,0.86,0.91,Employed
244,Engineering,Medium,5,3,0,0,0.98,0.73,Employed
228,Engineering,Low,2,2,1,0,0.91,0.61,Employed
141,Engineering,Medium,4,3,1,0,0.56,0.69,Employed
151,Management,Low,2,3,0,0,0.54,0.45,Left
285,Engineering,Low,7,4,0,0,0.84,0.07,Left
249,Sales,Low,6,4,0,0,0.96,0.15,Left
303,Finance,Medium,5,5,0,0,0.86,0.15,Left
155,Sales,Medium,4,2,0,0,0.78,0.63,Employed
115,Finance,Medium,3,3,0,0,0.65,0.38,Employed
251,Engineering,Medium,4,2,0,0,0.55,0.59,Employed
139,Support,Medium,3,2,0,0,,0.35,Employed
142,Support,Medium,4,3,1,0,0.96,0.6,Employed
136,Support,Low,2,3,0,0,0.47,0.38,Left
209,Support,Low,3,3,0,0,0.95,1,Employed
124,Support,Low,2,3,0,0,0.54,0.33,Employed
141,Support,Medium,4,4,0,0,0.54,0.66,Employed
181,It,Low,4,3,0,0,0.93,0.78,Employed
210,Support,Low,4,3,0,0,0.8,0.72,Employed
220,Sales,Low,3,3,0,0,0.57,0.96,Employed
298,Engineering,Medium,6,4,0,0,0.91,0.06,Left
221,Finance,Low,2,3,0,0,0.87,0.67,Employed
166,It,Low,6,3,0,0,0.71,0.08,Employed
169,Sales,Medium,4,3,0,0,1,0.78,Left
247,Engineering,Low,4,6,0,0,0.88,0.88,Left
255,Sales,High,4,3,0,0,0.86,0.55,Employed
199,It,Medium,3,3,0,0,,0.96,Employed
128,Support,Low,2,3,0,0,,0.48,Left
231,It,Low,5,5,0,0,0.85,0.84,Left
151,Sales,Medium,2,3,0,0,,0.42,Left
244,Engineering,Medium,4,3,0,0,0.49,0.9,Employed
145,Sales,Medium,4,5,1,1,0.45,0.78,Employed
217,Sales,Medium,4,5,0,0,0.96,0.88,Left
160,Product,Low,2,5,0,0,1,0.57,Left
201,Engineering,Medium,3,2,0,0,0.88,0.57,Employed
258,Engineering,Medium,4,3,1,0,0.95,0.92,Employed
135,Sales,Low,2,3,0,0,0.57,0.44,Left
147,Marketing,Low,4,4,0,0,0.79,0.22,Employed
203,Support,Medium,3,10,0,0,0.91,0.61,Employed
176,Sales,Low,3,3,0,0,0.47,0.48,Employed
192,Sales,Medium,4,3,0,0,0.63,0.67,Employed
205,Sales,Low,5,4,1,0,0.7,0.22,Employed
280,Support,Low,3,4,0,0,0.34,0.66,Employed
172,Support,Low,5,2,0,0,0.95,0.24,Employed
266,Sales,Low,5,5,0,0,0.89,0.89,Left
145,Support,Medium,4,3,0,0,0.91,0.82,Employed
211,Sales,Medium,5,7,1,0,0.38,0.94,Employed
249,Engineering,Low,4,3,1,0,0.84,0.51,Employed
132,Support,Low,2,3,0,0,,0.4,Employed
149,Engineering,Low,3,3,0,0,0.57,0.79,Employed
135,Finance,Medium,2,3,0,0,0.47,0.4,Left
258,Support,Medium,4,3,0,0,0.69,0.98,Employed
175,Sales,Low,3,3,1,0,,0.95,Employed
163,Sales,Low,4,4,1,0,0.65,0.67,Employed
172,Sales,Low,2,5,0,0,0.76,0.57,Employed
214,It,Low,5,2,0,0,0.85,0.96,Employed
252,,Low,6,4,0,0,0.78,0.1,Left
139,Engineering,Low,5,4,0,0,0.82,0.72,Employed
263,Engineering,Medium,7,4,0,0,0.5,0.54,Left
184,Information_Technology,High,3,2,0,0,0.98,0.55,Employed
237,It,Low,4,2,0,0,0.5,0.77,Employed
241,Sales,Medium,5,2,0,0,0.8,0.76,Employed
107,Support,Low,3,5,0,0,0.72,0.19,Employed
113,Engineering,Low,4,3,0,0,0.64,0.98,Employed
189,Engineering,Low,5,5,0,0,0.87,0.13,Employed
232,Sales,Low,3,3,0,0,0.8,0.55,Employed
268,Engineering,Medium,6,4,0,0,0.92,0.07,Left
260,Engineering,Low,6,3,0,0,,0.39,Employed
159,,Low,2,3,0,0,,0.38,Left
185,Marketing,Medium,4,3,0,0,0.59,0.93,Employed
245,Sales,Low,4,5,0,0,1,0.69,Left
116,Sales,Low,3,2,1,0,0.62,0.36,Employed
165,Sales,Low,4,5,0,0,0.42,0.11,Employed
144,Finance,Low,2,3,0,0,0.54,0.51,Employed
167,Procurement,Medium,3,4,0,0,0.87,0.58,Employed
219,Engineering,Low,5,5,0,0,0.98,0.87,Left
138,It,Medium,3,6,1,0,0.67,0.52,Employed
191,It,High,3,3,0,0,0.67,0.6,Employed
223,Finance,Medium,5,3,1,0,0.9,0.65,Employed
260,Sales,Low,4,4,0,0,0.7,0.85,Employed
244,Support,Low,5,3,0,0,0.72,0.22,Employed
240,Admin,Medium,4,2,0,0,,0.46,Employed
146,Engineering,Medium,2,3,0,0,0.52,0.42,Left
155,It,Low,2,3,0,0,0.53,0.38,Left
214,Support,Medium,6,5,0,0,0.51,0.75,Employed
242,Sales,High,3,3,0,0,0.72,0.76,Employed
165,Engineering,Medium,4,3,0,0,0.56,0.25,Employed
267,Information_Technology,Low,5,5,0,0,0.79,0.93,Left
178,Engineering,Low,4,2,0,0,0.5,0.8,Employed
254,Sales,Low,4,4,0,0,0.45,0.5,Left
233,Sales,Medium,3,3,0,0,0.85,0.91,Employed
163,Management,High,5,2,0,0,,0.57,Employed
174,Support,Low,4,3,0,0,0.72,0.9,Employed
153,Sales,Medium,3,3,1,0,0.76,0.59,Employed
155,Product,Medium,6,5,0,0,0.99,0.89,Employed
160,Product,Low,2,3,0,0,0.47,0.33,Left
179,It,Low,4,4,0,0,0.53,0.9,Employed
247,Engineering,Low,6,4,0,0,0.83,0.16,Left
231,Engineering,Low,4,3,0,0,0.53,0.58,Employed
282,Marketing,Low,2,5,0,0,0.71,0.36,Left
281,Sales,Medium,6,4,0,0,0.9,0.17,Left
156,Engineering,Low,3,2,0,0,0.63,0.37,Employed
190,It,Medium,3,10,1,0,0.63,0.75,Employed
278,Engineering,Low,6,5,0,0,0.82,0.13,Left
145,Sales,Low,2,3,0,0,0.41,0.47,Left
214,Finance,Low,4,4,0,0,0.67,0.72,Employed
164,Management,Medium,3,10,0,0,0.85,0.74,Employed
170,Engineering,Medium,4,3,0,0,0.55,0.62,Employed
213,Sales,Low,3,4,0,0,0.73,0.97,Employed
190,Support,Medium,3,3,1,0,0.7,0.7,Employed
233,Sales,Low,4,2,0,0,0.74,0.7,Employed
214,Sales,Medium,4,5,0,0,0.88,0.29,Employed
249,Support,Low,4,5,0,0,1,0.81,Left
179,Sales,Medium,4,3,0,0,0.81,0.83,Employed
152,Sales,High,2,3,0,0,,0.41,Left
242,Marketing,Medium,2,2,0,0,,0.8,Employed
147,Sales,High,3,7,0,0,0.53,0.65,Employed
264,Engineering,Medium,6,4,0,0,0.88,0.06,Left
166,Support,Medium,2,4,0,0,0.81,0.56,Employed
276,Support,Low,4,4,0,0,0.5,0.88,Employed
178,Sales,Medium,5,7,1,0,0.67,0.87,Employed
156,Product,Medium,3,3,0,0,,0.56,Employed
167,Admin,Medium,5,3,0,0,0.51,0.97,Employed
211,Engineering,Low,2,4,0,0,0.72,0.89,Employed
194,Marketing,Medium,5,4,0,0,0.57,0.92,Employed
224,,Medium,3,2,0,0,0.59,0.85,Employed
206,Sales,Medium,5,5,0,0,0.71,0.1,Employed
145,Sales,Medium,3,4,0,1,0.37,0.65,Employed
301,Sales,Medium,6,4,1,0,0.84,0.12,Left
174,Management,Low,5,4,0,0,0.54,0.22,Employed
120,Engineering,Low,3,3,0,0,0.65,0.26,Employed
163,Sales,Medium,3,3,0,0,0.69,0.55,Employed
209,Sales,Low,4,2,0,0,,1,Employed
196,It,Medium,5,3,0,0,0.88,0.54,Employed
121,Support,Medium,2,3,0,0,0.65,0.52,Employed
219,Engineering,Low,5,6,1,0,1,0.94,Left
153,Support,Low,4,3,0,0,0.68,0.97,Employed
182,Sales,Medium,4,3,0,0,,0.98,Employed
204,Marketing,Medium,3,2,1,0,0.78,0.9,Employed
162,Product,Medium,5,2,0,0,0.86,0.88,Employed
186,Engineering,Low,3,2,0,0,,0.75,Employed
250,Product,Medium,3,3,1,0,1,0.63,Employed
171,Sales,Low,4,3,0,0,,0.69,Employed
261,Marketing,Low,4,2,0,0,0.75,0.62,Employed
247,Sales,Low,3,3,0,0,0.77,0.71,Employed
143,Engineering,Medium,2,3,0,0,0.45,0.47,Left
171,Support,Medium,4,4,1,0,0.88,0.93,Employed
271,,Low,4,2,0,0,,0.45,Employed
137,Support,Medium,2,3,0,0,0.46,0.4,Left
165,Engineering,Low,4,3,1,0,0.51,0.31,Employed
153,Management,High,3,10,0,0,0.67,1,Employed
158,Support,Low,2,3,0,0,,0.34,Left
238,Engineering,Low,5,5,0,0,1,0.81,Employed
247,Admin,Low,3,3,0,0,,0.91,Employed
227,Product,Low,4,3,0,0,0.58,0.86,Employed
270,Sales,Medium,2,3,0,0,0.52,0.52,Employed
212,Engineering,Low,5,2,0,0,0.68,0.61,Employed
155,Support,Low,2,3,0,0,0.6,0.39,Left
200,,Medium,3,4,0,0,0.8,0.75,Employed
289,Sales,Low,7,4,0,0,0.85,0.07,Left
240,Sales,Low,3,3,0,0,0.87,0.55,Employed
131,Sales,Low,2,3,0,0,0.49,0.35,Left
182,Finance,Medium,3,3,0,0,0.63,0.66,Employed
132,Sales,Low,5,4,0,0,1,0.46,Employed
226,Sales,Low,4,2,0,0,,0.62,Employed
268,Support,Medium,4,2,0,0,0.69,0.84,Employed
100,Management,Low,6,5,0,0,0.76,0.09,Employed
145,Support,Medium,3,2,0,0,0.35,0.46,Employed
121,Management,High,5,5,0,1,0.82,0.79,Employed
248,Product,Low,5,3,0,0,1,1,Employed
267,Finance,Medium,4,2,1,0,,0.89,Employed
159,It,Medium,5,6,0,0,0.5,0.18,Employed
137,Engineering,Low,4,2,1,0,0.77,0.7,Employed
132,Support,Medium,2,3,0,0,0.5,0.46,Left
139,Support,Medium,3,2,0,0,,0.97,Employed
165,Product,Medium,6,5,0,0,0.9,0.63,Employed
233,Sales,Medium,4,7,0,0,0.92,0.47,Employed
143,Support,Medium,4,2,1,0,,0.46,Employed
238,Finance,Medium,4,2,0,0,0.6,0.27,Left
186,Engineering,Low,5,2,0,0,0.73,1,Employed
202,Product,Medium,3,3,0,0,0.81,0.74,Employed
232,Engineering,Low,5,5,0,0,0.88,0.88,Left
138,Engineering,Low,2,3,0,0,0.5,0.5,Left
271,It,Medium,4,5,0,0,0.91,0.9,Left
258,Sales,Low,2,5,0,0,0.95,0.65,Left
250,Support,Low,3,3,0,0,,0.73,Employed
186,Management,Medium,4,7,0,1,0.85,0.51,Employed
274,Sales,Low,4,2,0,0,0.82,1,Employed
256,Procurement,Low,3,4,0,0,0.91,0.63,Employed
246,,Low,4,6,0,0,0.91,0.85,Left
253,Information_Technology,Medium,4,3,0,0,,0.74,Employed
247,Support,Medium,4,2,0,0,0.74,0.79,Employed
134,Sales,Low,4,3,0,1,,0.84,Employed
156,Sales,Low,4,3,0,0,0.8,1,Employed
144,Support,Low,4,4,0,0,0.93,1,Employed
160,Marketing,High,3,2,0,0,,0.9,Employed
284,Procurement,Medium,2,3,0,0,,0.94,Employed
199,Engineering,High,3,2,0,0,0.54,0.57,Employed
190,Engineering,Medium,4,4,0,0,0.71,0.87,Employed
262,,Low,3,4,0,0,0.75,0.97,Employed
202,Engineering,Medium,5,3,1,0,0.64,0.72,Employed
127,Sales,Medium,2,4,0,0,0.45,0.41,Employed
171,Marketing,Low,4,2,0,0,0.57,0.58,Employed
195,Admin,Low,5,3,0,0,0.68,0.74,Employed
137,Sales,Medium,2,3,0,0,0.51,0.42,Left
260,Engineering,Low,6,4,0,0,0.98,0.14,Left
232,,Medium,3,4,0,0,0.54,0.87,Employed
259,Engineering,Medium,3,2,0,0,0.74,0.8,Employed
254,Sales,Low,5,5,1,0,0.66,1,Employed
166,Support,Medium,4,2,0,0,0.48,1,Employed
178,Marketing,Medium,3,8,1,0,0.8,0.67,Employed
140,Engineering,Low,3,3,0,0,0.67,0.39,Employed
193,Support,Low,2,4,0,0,0.82,0.27,Employed
230,Sales,High,4,3,0,0,0.96,0.57,Employed
165,It,High,3,3,0,0,0.63,0.57,Employed
182,Support,Low,4,2,0,0,0.6,0.66,Employed
209,Product,Medium,3,3,0,0,0.97,0.86,Employed
152,Product,Medium,2,3,0,0,0.48,0.39,Left
120,Sales,High,3,4,0,0,0.75,0.32,Employed
286,Product,Medium,6,4,0,0,0.94,0.63,Employed
231,Engineering,Medium,3,3,0,1,,0.7,Employed
149,Finance,Medium,4,3,0,0,0.91,0.84,Employed
140,Engineering,Low,2,3,0,0,0.43,0.49,Left
252,,Medium,3,2,0,0,0.89,0.78,Employed
197,Engineering,Low,4,3,0,0,0.6,0.77,Employed
279,Sales,Low,6,4,0,0,0.8,0.1,Left
274,Sales,Low,5,5,0,0,0.83,0.83,Left
224,Marketing,Medium,5,5,0,0,0.93,0.83,Left
222,It,Low,5,5,0,0,0.87,0.84,Left
207,Product,Medium,4,4,0,0,0.53,0.21,Employed
270,Engineering,Low,4,4,0,0,0.62,0.51,Left
175,Support,Low,4,3,0,0,0.9,0.55,Employed
213,Sales,Low,3,6,0,0,0.58,0.34,Employed
195,Sales,Low,5,2,0,0,0.67,0.57,Employed
129,Sales,Low,2,3,0,0,,0.45,Left
272,Engineering,Low,4,4,0,0,0.74,0.73,Employed
216,Sales,Medium,4,4,0,0,0.93,0.84,Employed
158,Sales,Medium,3,2,0,0,0.89,0.88,Employed
261,Sales,Low,4,5,0,0,1,0.85,Left
182,Sales,Medium,4,6,0,0,0.57,0.64,Employed
189,Sales,Medium,6,3,1,0,0.9,0.69,Employed
269,Engineering,Medium,6,4,0,0,0.92,0.06,Left
133,Engineering,Low,2,3,0,0,0.55,0.42,Left
281,Sales,Medium,6,5,0,0,0.68,0.16,Left
228,Support,Low,3,2,0,0,,0.46,Employed
201,Engineering,Medium,4,3,1,0,0.89,0.6,Employed
175,It,Low,3,2,0,0,0.69,0.5,Employed
220,Support,Medium,4,3,0,0,0.73,0.92,Employed
265,Procurement,High,5,3,0,0,0.7,0.69,Employed
140,,Medium,2,3,0,0,0.53,0.44,Left
149,Support,Low,2,3,0,0,0.58,0.42,Left
127,It,Low,2,3,0,0,0.57,0.46,Left
174,Sales,Medium,4,2,0,0,,0.54,Employed
148,Finance,Medium,4,3,0,0,0.67,0.8,Employed
265,Product,Medium,4,3,0,0,0.95,0.52,Employed
280,Finance,Medium,2,3,0,0,,0.85,Employed
161,Engineering,Medium,3,2,0,0,,0.69,Employed
154,Sales,Medium,4,6,1,0,0.45,1,Employed
225,Engineering,Low,4,5,0,0,0.99,0.91,Left
177,Sales,Low,5,2,0,0,,0.74,Employed
146,It,Medium,2,3,0,0,0.48,0.45,Left
201,Sales,Medium,4,2,0,0,1,0.96,Employed
135,Product,Medium,2,3,0,0,0.51,0.45,Left
275,Sales,Low,6,4,0,0,0.84,0.11,Left
198,,Low,3,3,1,1,0.57,0.7,Employed
227,Engineering,Low,4,10,0,0,1,0.61,Employed
134,It,Low,5,2,0,0,0.81,0.81,Employed
240,Finance,Medium,5,5,0,0,0.78,0.86,Left
226,Procurement,Medium,3,2,0,0,0.86,0.88,Employed
208,Support,Low,3,2,1,0,0.66,0.61,Employed
214,Sales,Medium,3,3,0,0,0.76,0.61,Employed
227,Sales,High,3,3,1,0,0.83,0.74,Employed
245,Support,Medium,4,3,1,0,0.8,0.56,Employed
264,Engineering,Medium,5,6,0,0,0.8,0.81,Left
245,Engineering,Low,5,5,0,0,0.88,0.9,Left
97,It,Medium,3,4,0,0,0.43,0.83,Employed
248,Product,Medium,5,5,0,0,1,0.84,Left
150,Management,Low,4,2,0,0,0.66,0.98,Employed
264,Engineering,Low,3,2,0,0,,0.63,Employed
223,Product,Medium,5,5,1,0,0.88,0.75,Left
226,Engineering,Low,4,2,1,0,,0.89,Employed
106,Support,Low,3,4,0,0,0.47,1,Employed
287,Engineering,Medium,5,3,0,0,0.82,0.76,Employed
255,Sales,Low,4,6,0,0,0.97,0.74,Left
104,Product,Low,2,7,0,0,0.67,0.9,Employed
189,It,Low,2,2,1,0,0.63,0.59,Employed
191,Sales,Medium,3,3,0,0,0.58,0.54,Employed
201,Management,Low,5,3,0,0,0.77,1,Employed
260,Marketing,Medium,5,3,0,0,0.85,0.6,Employed
155,Engineering,Medium,2,3,0,0,0.5,0.37,Left
239,,Medium,4,3,0,0,0.89,0.71,Employed
235,Sales,Low,5,8,1,0,0.48,0.71,Employed
159,Sales,Low,5,4,0,0,0.65,0.48,Employed
200,Engineering,Low,4,3,0,0,0.65,0.65,Employed
186,Sales,Low,4,3,1,0,0.52,0.94,Employed
103,Support,Medium,2,3,0,0,0.39,0.57,Employed
194,Sales,Medium,4,3,0,0,0.8,0.66,Employed
132,Finance,Medium,3,3,0,0,0.99,0.78,Employed
247,Engineering,Medium,4,2,0,0,0.87,1,Employed
233,It,Medium,4,3,0,0,0.95,0.64,Employed
190,Engineering,Medium,3,3,0,0,0.56,0.48,Employed
241,Sales,Low,2,4,0,0,0.75,0.47,Employed
143,Product,Medium,2,3,0,0,0.5,0.41,Left
259,Support,Medium,5,3,1,0,0.52,0.93,Employed
245,It,Low,6,4,0,0,0.98,0.05,Left
119,Sales,Low,3,2,0,0,,0.48,Employed
148,Engineering,Medium,2,3,0,0,0.47,0.41,Left
241,Sales,Medium,4,3,0,0,0.59,0.68,Employed
150,Finance,Medium,3,4,0,1,0.76,0.17,Employed
162,Sales,Low,5,2,0,0,0.57,0.88,Employed
220,Sales,Medium,4,3,0,0,0.82,0.78,Employed
236,It,Medium,4,7,0,0,0.59,0.8,Employed
235,Engineering,Low,5,5,0,0,0.81,0.53,Employed
142,Management,High,4,10,0,0,0.73,0.18,Employed
178,Engineering,Low,3,3,1,0,0.81,0.68,Employed
268,Sales,Medium,3,2,0,0,0.78,0.86,Left
166,It,Low,4,4,0,0,0.5,0.74,Employed
270,It,Low,4,2,0,0,,0.58,Employed
142,Sales,Low,2,3,0,0,,0.45,Left
207,Sales,Low,3,4,1,0,0.92,0.75,Employed
271,Management,High,5,4,0,0,0.75,0.18,Employed
247,Support,Low,3,3,0,0,0.91,0.61,Employed
152,Sales,Medium,5,3,0,0,0.46,0.51,Employed
242,Sales,Medium,5,3,0,0,0.49,0.87,Employed
260,Sales,Low,4,2,0,0,,0.68,Employed
263,Sales,Low,5,6,0,0,0.99,0.83,Left
230,Support,Medium,5,3,0,0,0.88,0.21,Employed
223,Sales,Low,3,2,0,0,0.82,0.88,Employed
280,Engineering,Low,6,4,0,0,0.84,0.07,Left
214,It,High,5,5,0,0,0.5,0.19,Employed
164,Management,High,3,10,0,0,0.59,0.95,Employed
229,Engineering,Low,3,3,0,0,0.6,0.46,Employed
246,Finance,Low,3,2,0,0,0.91,0.94,Employed
167,Support,Low,4,3,1,0,0.69,0.66,Employed
244,Engineering,Low,5,3,1,0,0.56,0.79,Employed
187,,Medium,5,4,0,0,0.95,0.85,Employed
132,Sales,Medium,3,4,0,0,0.74,0.92,Employed
141,Product,Medium,2,3,0,0,,0.46,Left
301,Sales,Low,7,4,0,0,0.96,0.14,Left
286,Management,Low,5,3,0,0,0.51,0.47,Employed
205,Engineering,Medium,5,3,1,0,0.57,0.62,Employed
162,Engineering,Low,5,4,0,0,0.92,0.75,Left
117,Finance,Low,2,4,0,0,0.49,0.89,Employed
224,Support,Low,3,2,1,0,0.58,0.9,Employed
