School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
Twin City Elementary,https://www.schooldigger.com/go/WA/schools/0834002367/school.aspx,Stanwood-Camano School District,https://www.schooldigger.com/go/WA/district/08340/search.aspx,26211 72nd Ave NW,Stanwood,https://www.schooldigger.com/go/WA/city/Stanwood/search.aspx,98292,Snohomish County,(360) 629-6525,KG,5,Yes,No,No,No,305,22.8,13.3,35.7,1.3,1.3,2.3,16.4,0.7,6.9,71.1,66.8
Hawthorne Elementary School,https://www.schooldigger.com/go/WA/schools/0771002269/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,4100 39 Av S,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98118,King County,(206) 252-7210,PK,5,Yes,No,No,No,420,29,14.4,35.7,17.6,0.5,11.2,14.8,0,14.8,40.5,66.8
Downing,https://www.schooldigger.com/go/WA/schools/0870001461/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,2502 N Orchard St,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98406,Pierce County,(253) 571-7133,PK,5,No,No,No,No,273,16.7,16.3,44.7,7,0.7,2.2,17.6,0,17.9,54.6,66.7
Dry Creek Elementary,https://www.schooldigger.com/go/WA/schools/0682002505/school.aspx,Port Angeles School District,https://www.schooldigger.com/go/WA/district/06820/search.aspx,25 Rife Rd,Port Angeles,https://www.schooldigger.com/go/WA/city/Port+Angeles/search.aspx,98363,Clallam County,(360) 457-5050,PK,6,Yes,No,No,No,256,19.2,13.2,54.3,1.2,16.4,1.6,10.2,0,18.8,52,66.6
Mount Erie Elementary,https://www.schooldigger.com/go/WA/schools/0015000019/school.aspx,Anacortes School District,https://www.schooldigger.com/go/WA/district/00150/search.aspx,1313 41st Street,Anacortes,https://www.schooldigger.com/go/WA/city/Anacortes/search.aspx,98221,Skagit County,(360) 293-9541,KG,5,No,No,No,No,296,21,14,28.7,0,0.7,0,11.8,0.3,10.8,76.4,66.6
Moxee Elementary,https://www.schooldigger.com/go/WA/schools/0537000807/school.aspx,East Valley School District (Yakima),https://www.schooldigger.com/go/WA/district/05370/search.aspx,528 E. Seattle Avenue,Moxee,https://www.schooldigger.com/go/WA/city/Moxee/search.aspx,98936,Yakima County,(509) 573-7700,KG,5,Yes,No,No,No,485,31.6,15.3,50.9,0,0.2,0.6,61,0.4,2.3,35.5,66.5
Greywolf Elementary School,https://www.schooldigger.com/go/WA/schools/0783002427/school.aspx,Sequim School District,https://www.schooldigger.com/go/WA/district/07830/search.aspx,171 Carlsborg Rd.,Sequim,https://www.schooldigger.com/go/WA/city/Sequim/search.aspx,98382,Clallam County,(360) 582-3300,PK,5,Yes,No,No,No,509,37,13.7,45,0,2.6,1.2,10.6,0,6.1,79.6,66.4
Martin Sortun Elementary School,https://www.schooldigger.com/go/WA/schools/0396002112/school.aspx,Kent School District,https://www.schooldigger.com/go/WA/district/03960/search.aspx,12711 SE 248th St,Kent,https://www.schooldigger.com/go/WA/city/Kent/search.aspx,98030,King County,(253) 373-7314,PK,6,Yes,No,No,No,603,32.6,18.4,55.1,18.1,0,35.3,15.8,1.7,9,20.2,66.4
Terminal Park Elementary School,https://www.schooldigger.com/go/WA/schools/0030000041/school.aspx,Auburn School District,https://www.schooldigger.com/go/WA/district/00300/search.aspx,1101 D St SE,Auburn,https://www.schooldigger.com/go/WA/city/Auburn/search.aspx,98002,King County,(253) 931-4978,PK,5,Yes,No,No,No,459,34.4,13.3,66.7,8.7,0.2,8.7,30.1,4.8,15.7,31.8,66.4
Mountainview Elementary,https://www.schooldigger.com/go/WA/schools/0972001651/school.aspx,West Valley School District (Yakima),https://www.schooldigger.com/go/WA/district/09720/search.aspx,830 Stone Rd,Yakima,https://www.schooldigger.com/go/WA/city/Yakima/search.aspx,98908,Yakima County,(509) 965-2070,KG,4,No,No,No,No,184,13.1,14,52.2,0,0,0,35.3,0.5,1.1,63,66.1
Jefferson Elementary,https://www.schooldigger.com/go/WA/schools/0693001018/school.aspx,Pullman School District,https://www.schooldigger.com/go/WA/district/06930/search.aspx,1150 NW Bryant,Pullman,https://www.schooldigger.com/go/WA/city/Pullman/search.aspx,99163,Whitman County,(509) 332-2617,PK,5,Yes,No,No,No,272,19.3,14,41.5,6.6,1.1,8.8,16.5,0,8.5,58.5,66.1
Waitsburg Elementary School,https://www.schooldigger.com/go/WA/schools/0939001596/school.aspx,Waitsburg School District,https://www.schooldigger.com/go/WA/district/09390/search.aspx,184 Academy,Waitsburg,https://www.schooldigger.com/go/WA/city/Waitsburg/search.aspx,99361,Walla Walla County,(509) 337-6461,PK,5,Yes,No,No,No,122,7.1,17.1,39.3,0,0,1.6,10.7,0,4.9,82.8,66.1
Badger Mountain Elementary,https://www.schooldigger.com/go/WA/schools/0732001090/school.aspx,Richland School District,https://www.schooldigger.com/go/WA/district/07320/search.aspx,1515 Elementary Street,Richland,https://www.schooldigger.com/go/WA/city/Richland/search.aspx,99352,Benton County,(509) 967-6225,KG,5,No,No,No,No,512,33.4,15.2,8.6,1.2,0,4.7,22.5,0.6,6.3,64.8,65.8
Carriage Crest Elementary School,https://www.schooldigger.com/go/WA/schools/0396002308/school.aspx,Kent School District,https://www.schooldigger.com/go/WA/district/03960/search.aspx,18235 140th Ave SE,Renton,https://www.schooldigger.com/go/WA/city/Renton/search.aspx,98058,King County,(253) 373-7597,PK,6,No,No,No,No,460,30.6,15,23.9,7.6,0,23.7,12.4,1.3,11.3,43.7,65.8
Vossbeck Elementary School,https://www.schooldigger.com/go/WA/schools/0462002605/school.aspx,Lynden School District,https://www.schooldigger.com/go/WA/district/04620/search.aspx,1301 Bridgeview Dr,Lynden,https://www.schooldigger.com/go/WA/city/Lynden/search.aspx,98264,Whatcom County,(360) 354-0488,KG,5,Yes,No,No,No,421,36.8,11.4,31.8,1.4,0.7,5.5,27.8,1,5.2,58.4,65.5
Bonney Lake Elementary,https://www.schooldigger.com/go/WA/schools/0861001441/school.aspx,Sumner School District,https://www.schooldigger.com/go/WA/district/08610/search.aspx,18715 80th St E,Bonney Lake,https://www.schooldigger.com/go/WA/city/Bonney+Lake/search.aspx,98390,Pierce County,(253) 891-4450,PK,5,No,No,No,No,443,26.7,16.5,27.1,1.1,0,0.9,14.9,0.9,12,70.2,65.4
Olalla Elementary School,https://www.schooldigger.com/go/WA/schools/0816001352/school.aspx,South Kitsap School District,https://www.schooldigger.com/go/WA/district/08160/search.aspx,6100 SE Denny Bond Blvd,Port Orchard,https://www.schooldigger.com/go/WA/city/Port+Orchard/search.aspx,98359,Kitsap County,(360) 443-3350,PK,5,Yes,No,No,No,262,20.4,12.7,33.2,0,1.5,1.5,11.1,2.3,10.3,73.3,65.4
Riverview Elementary,https://www.schooldigger.com/go/WA/schools/0802001326/school.aspx,Snohomish School District,https://www.schooldigger.com/go/WA/district/08020/search.aspx,7322 64th Street SE,Snohomish,https://www.schooldigger.com/go/WA/city/Snohomish/search.aspx,98290,Snohomish County,(360) 563-4375,KG,6,No,No,No,No,467,28.4,16.4,23.1,0.4,0.6,2.4,18.2,0,6.9,71.5,65.2
Onalaska Elementary School,https://www.schooldigger.com/go/WA/schools/0624000941/school.aspx,Onalaska School District,https://www.schooldigger.com/go/WA/district/06240/search.aspx,540 Carlisle Ave.,Onalaska,https://www.schooldigger.com/go/WA/city/Onalaska/search.aspx,98570,Lewis County,(360) 978-4115,PK,5,Yes,No,No,No,386,21.5,17.9,58,0,0,0.3,10.6,0.3,4.7,84.2,65.2
South Bay Elementary,https://www.schooldigger.com/go/WA/schools/0585000871/school.aspx,North Thurston Public Schools,https://www.schooldigger.com/go/WA/district/05850/search.aspx,3845 Sleater Kinney Rd NE,Lacey,https://www.schooldigger.com/go/WA/city/Lacey/search.aspx,98506,Thurston County,(360) 412-4640,PK,5,No,No,No,No,577,32.5,17.7,29.8,3.1,0.7,3.3,17.2,2.4,13.9,59.4,65.2
Madison Elementary School,https://www.schooldigger.com/go/WA/schools/0618000929/school.aspx,Olympia School District,https://www.schooldigger.com/go/WA/district/06180/search.aspx,1225 Legion Way SE,Olympia,https://www.schooldigger.com/go/WA/city/Olympia/search.aspx,98501,Thurston County,(360) 596-6300,PK,5,Yes,No,No,No,231,17.3,13.3,33.8,2.6,0.4,6.1,17.7,2.6,13,57.1,65.2
Orchard Heights Elementary,https://www.schooldigger.com/go/WA/schools/0816001353/school.aspx,South Kitsap School District,https://www.schooldigger.com/go/WA/district/08160/search.aspx,2288 Fircrest Dr SE,Port Orchard,https://www.schooldigger.com/go/WA/city/Port+Orchard/search.aspx,98366,Kitsap County,(360) 443-3530,PK,5,Yes,No,No,No,559,42.9,13,40.4,2.1,0.9,2.1,15.9,1.4,12.5,64.9,65.1
Michael T Simmons Elementary,https://www.schooldigger.com/go/WA/schools/0910001542/school.aspx,Tumwater School District,https://www.schooldigger.com/go/WA/district/09100/search.aspx,1205 2nd Avenue SW,Tumwater,https://www.schooldigger.com/go/WA/city/Tumwater/search.aspx,98512,Thurston County,(360) 709-7100,PK,5,Yes,No,No,No,504,33.8,14.8,34.3,1.6,0.4,3.8,14.7,0.2,9.3,70,65.1
Helen Haller Elementary School,https://www.schooldigger.com/go/WA/schools/0783001288/school.aspx,Sequim School District,https://www.schooldigger.com/go/WA/district/07830/search.aspx,350 W. Fir Street,Sequim,https://www.schooldigger.com/go/WA/city/Sequim/search.aspx,98382,Clallam County,(360) 582-3200,PK,5,Yes,No,No,No,517,39.3,13.1,47.4,0.8,2.1,2.7,17,0.2,7.5,69.6,65
Westgate Elementary,https://www.schooldigger.com/go/WA/schools/0240000363/school.aspx,Edmonds School District,https://www.schooldigger.com/go/WA/district/02400/search.aspx,9601 220th St SW,Edmonds,https://www.schooldigger.com/go/WA/city/Edmonds/search.aspx,98020,Snohomish County,(425) 431-7470,KG,6,No,No,No,No,508,34.4,14.7,29.3,6.1,0.8,5.5,20.1,0.8,14,52.6,64.8
Point Defiance,https://www.schooldigger.com/go/WA/schools/0870001493/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,4330 N Visscher St,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98407,Pierce County,(253) 571-6900,PK,5,No,No,No,No,338,22.1,15.2,33.4,4.4,1.5,3.3,12.1,0.3,17.5,60.9,64.7
Saltars Point Elementary,https://www.schooldigger.com/go/WA/schools/0846001432/school.aspx,Steilacoom Hist. School District,https://www.schooldigger.com/go/WA/district/08460/search.aspx,908 3rd Street,Steilacoom,https://www.schooldigger.com/go/WA/city/Steilacoom/search.aspx,98388,Pierce County,(253) 983-2600,4,5,No,No,No,No,450,25.3,17.7,24,7.1,0.4,6.7,19.3,0.4,18,48,64.7
Berney Elementary School,https://www.schooldigger.com/go/WA/schools/0945001599/school.aspx,Walla Walla Public Schools,https://www.schooldigger.com/go/WA/district/09450/search.aspx,1718 Pleasant St,Walla Walla,https://www.schooldigger.com/go/WA/city/Walla+Walla/search.aspx,99362,Walla Walla County,(509) 527-3060,KG,5,No,No,No,No,373,25,14.9,42.4,1.9,0,0.8,15.3,0,3.8,78.3,64.3
Sage Point Elementary School,https://www.schooldigger.com/go/WA/schools/0522003281/school.aspx,Moses Lake School District,https://www.schooldigger.com/go/WA/district/05220/search.aspx,4000 Peninsula Drive,Moses Lake,https://www.schooldigger.com/go/WA/city/Moses+Lake/search.aspx,98837,Grant County,(509) 766-2650,KG,5,No,No,No,No,402,27.5,14.5,39.1,0.2,0,0.2,32.8,0,2.5,64.2,64.3
Griffin School,https://www.schooldigger.com/go/WA/schools/0333000510/school.aspx,Griffin School District,https://www.schooldigger.com/go/WA/district/03330/search.aspx,6530 33rd Ave NW,Olympia,https://www.schooldigger.com/go/WA/city/Olympia/search.aspx,98502,Thurston County,(360) 866-2515,PK,8,Yes,No,No,No,616,34.3,17.9,16.6,1,1.9,0.8,9.1,0.6,9.1,77.4,64.3
Utsalady Elementary,https://www.schooldigger.com/go/WA/schools/0834002824/school.aspx,Stanwood-Camano School District,https://www.schooldigger.com/go/WA/district/08340/search.aspx,608 Arrowhead Rd,Camano Island,https://www.schooldigger.com/go/WA/city/Camano+Island/search.aspx,98282,Island County,(360) 629-1260,KG,5,No,No,No,No,316,24,13.1,27.5,0.6,0.9,1.3,9.5,0.9,7.3,79.4,64.1
Nine Mile Falls Elementary,https://www.schooldigger.com/go/WA/schools/0564000837/school.aspx,Nine Mile Falls School District,https://www.schooldigger.com/go/WA/district/05640/search.aspx,10102 W. Charles Rd,Nine Mile Falls,https://www.schooldigger.com/go/WA/city/Nine+Mile+Falls/search.aspx,99026,Spokane County,(509) 340-4010,KG,5,No,No,No,No,117,8.9,13.1,23.1,0,0,0,6.8,0,7.7,85.5,64.1
Nooksack Elementary,https://www.schooldigger.com/go/WA/schools/0567002699/school.aspx,Nooksack Valley School District,https://www.schooldigger.com/go/WA/district/05670/search.aspx,3333 Breckenridge Rd.,Everson,https://www.schooldigger.com/go/WA/city/Everson/search.aspx,98247,Whatcom County,(360) 966-3321,PK,5,Yes,No,No,No,370,25.3,14.6,45.9,0.5,0.5,0.5,31.9,0,4.9,61.6,63.9
John Muir Elementary,https://www.schooldigger.com/go/WA/schools/0423000668/school.aspx,Lake Washington School District,https://www.schooldigger.com/go/WA/district/04230/search.aspx,14012 132nd AVE NE,Kirkland,https://www.schooldigger.com/go/WA/city/Kirkland/search.aspx,98034,King County,(425) 936-2640,PK,5,Yes,No,No,No,372,26.5,14,27.4,4.8,0.5,29.6,13.7,0,10.2,41.1,63.9
North Hill Elementary,https://www.schooldigger.com/go/WA/schools/0354002304/school.aspx,Highline School District,https://www.schooldigger.com/go/WA/district/03540/search.aspx,19835 8th Ave S,Des Moines,https://www.schooldigger.com/go/WA/city/Des+Moines/search.aspx,98148,King County,(206) 631-4600,PK,5,Yes,No,No,No,518,31.5,16.4,37.5,8.9,1.2,11.4,23.6,1,17.6,36.5,63.8
Lewis & Clark Elementary School,https://www.schooldigger.com/go/WA/schools/0732001098/school.aspx,Richland School District,https://www.schooldigger.com/go/WA/district/07320/search.aspx,415 Jadwin,Richland,https://www.schooldigger.com/go/WA/city/Richland/search.aspx,99352,Benton County,(509) 967-6275,PK,5,Yes,No,No,No,532,32.4,16.3,10,1.7,0.4,6,26.3,0,7.1,58.5,63.6
Indian Trail Elementary,https://www.schooldigger.com/go/WA/schools/0825001383/school.aspx,Spokane School District,https://www.schooldigger.com/go/WA/district/08250/search.aspx,4102 W Woodside Ave,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99208,Spokane County,(509) 354-3100,PK,6,No,No,No,No,280,17.8,15.6,35.7,0.4,1.1,1.1,8.6,0,8.2,80.7,63.6
Cascade View Elementary,https://www.schooldigger.com/go/WA/schools/0802002354/school.aspx,Snohomish School District,https://www.schooldigger.com/go/WA/district/08020/search.aspx,2401 Park Avenue,Snohomish,https://www.schooldigger.com/go/WA/city/Snohomish/search.aspx,98290,Snohomish County,(360) 563-7000,KG,6,No,No,No,No,312,23.1,13.4,24.7,1.9,0,2.9,16,0.3,10.3,68.6,63.6
Mt. Pilchuck Elementary School,https://www.schooldigger.com/go/WA/schools/0420000654/school.aspx,Lake Stevens School District,https://www.schooldigger.com/go/WA/district/04200/search.aspx,12806 20th St NE,Lake Stevens,https://www.schooldigger.com/go/WA/city/Lake+Stevens/search.aspx,98258,Snohomish County,(425) 335-1525,KG,5,Yes,No,No,No,468,32.9,14.2,25.9,1.7,0.2,1.7,16.9,0,9.6,69.9,63.6
Dutch Hill Elementary,https://www.schooldigger.com/go/WA/schools/0802002029/school.aspx,Snohomish School District,https://www.schooldigger.com/go/WA/district/08020/search.aspx,8231 131st Avenue SE,Snohomish,https://www.schooldigger.com/go/WA/city/Snohomish/search.aspx,98290,Snohomish County,(360) 563-4450,KG,6,No,No,No,No,509,30.5,16.6,11.4,0.4,0.6,1.6,8.3,0,6.3,82.5,63.5
Marysville Coop Program,https://www.schooldigger.com/go/WA/schools/0486002848/school.aspx,Marysville School District,https://www.schooldigger.com/go/WA/district/04860/search.aspx,4407 116th St NE,Marysville,https://www.schooldigger.com/go/WA/city/Marysville/search.aspx,98271,Snohomish County,(360) 965-1600,KG,5,No,No,No,No,190,12.2,15.5,23.2,0.5,6.3,0.5,15.3,0,13.2,64.2,63.5
Arcadia Elementary,https://www.schooldigger.com/go/WA/schools/0207000306/school.aspx,Deer Park School District,https://www.schooldigger.com/go/WA/district/02070/search.aspx,"E. 1120 ""D"" Street",Deer Park,https://www.schooldigger.com/go/WA/city/Deer+Park/search.aspx,99006,Spokane County,(509) 464-5700,3,5,Yes,No,No,No,410,26.6,15.3,50.7,1.7,3.2,0.7,6.8,0,0,87.6,63.4
Talbot Hill Elementary School,https://www.schooldigger.com/go/WA/schools/0723001085/school.aspx,Renton School District,https://www.schooldigger.com/go/WA/district/07230/search.aspx,2300 Talbot Rd S,Renton,https://www.schooldigger.com/go/WA/city/Renton/search.aspx,98055,King County,(425) 204-4900,KG,5,No,No,No,No,434,28.3,15.3,40.8,15.2,0.2,31.3,20.5,2.5,10.8,18.2,63.3
Sunrise Elementary,https://www.schooldigger.com/go/WA/schools/0000100478/school.aspx,Enumclaw School District,https://www.schooldigger.com/go/WA/district/00001/search.aspx,899 Osceola At 244th Ave SE,Enumclaw,https://www.schooldigger.com/go/WA/city/Enumclaw/search.aspx,98022,King County,(360) 802-7425,KG,5,Yes,No,No,No,426,27.7,15.3,29.3,0.7,1.6,0.2,17.1,0.5,3.5,76.3,63
Stillaguamish Valley Learning Center,https://www.schooldigger.com/go/WA/schools/0024002589/school.aspx,Arlington School District,https://www.schooldigger.com/go/WA/district/00240/search.aspx,1215 E 5th,Arlington,https://www.schooldigger.com/go/WA/city/Arlington/search.aspx,98223,Snohomish County,(360) 618-6440,KG,12,No,No,No,No,164,4.6,35.4,32.3,0,0.6,0,9.8,0,3.7,85.4,63
Coulee City Elementary,https://www.schooldigger.com/go/WA/schools/0344000513/school.aspx,Coulee-Hartline School District,https://www.schooldigger.com/go/WA/district/03440/search.aspx,410 W Locust,Coulee City,https://www.schooldigger.com/go/WA/city/Coulee+City/search.aspx,99115,Grant County,(509) 632-5231,PK,5,Yes,No,No,No,94,7.5,12.5,45.7,2.1,1.1,0,5.3,0,0,85.1,62.8
Maplewood Elementary,https://www.schooldigger.com/go/WA/schools/0696001034/school.aspx,Puyallup School District,https://www.schooldigger.com/go/WA/district/06960/search.aspx,1110 W Pioneer,Puyallup,https://www.schooldigger.com/go/WA/city/Puyallup/search.aspx,98371,Pierce County,(253) 841-8737,PK,6,No,No,No,No,367,23.6,15.5,25.3,1.4,1.1,2.2,9.3,1.9,17.2,67,62.8
Sunnyland Elementary School,https://www.schooldigger.com/go/WA/schools/0042000116/school.aspx,Bellingham School District,https://www.schooldigger.com/go/WA/district/00420/search.aspx,2800 James St,Bellingham,https://www.schooldigger.com/go/WA/city/Bellingham/search.aspx,98225,Whatcom County,(360) 676-6446,PK,5,No,No,No,No,265,20.2,13.1,37.4,1.1,0,6,19.6,0,7.2,66,62.7
Salnave Elementary,https://www.schooldigger.com/go/WA/schools/0123000226/school.aspx,Cheney School District,https://www.schooldigger.com/go/WA/district/01230/search.aspx,1015 Salnave Road,Cheney,https://www.schooldigger.com/go/WA/city/Cheney/search.aspx,99004,Spokane County,(509) 559-4700,PK,5,Yes,No,No,No,306,25.5,11.9,52.3,0.7,0.7,0.7,10.8,0,8.8,78.1,62.7
Rainier Elementary School,https://www.schooldigger.com/go/WA/schools/0141003472/school.aspx,Clover Park School District,https://www.schooldigger.com/go/WA/district/01410/search.aspx,2410 Stryker Avenue,Fort Lewis,https://www.schooldigger.com/go/WA/city/Fort+Lewis/search.aspx,98433,Pierce County,(253) 583-5220,PK,5,No,No,No,No,430,26.6,16.1,51.6,11.2,0.2,3.5,29.8,1.9,12.3,41.2,62.6
Meadows Elementary,https://www.schooldigger.com/go/WA/schools/0585002064/school.aspx,North Thurston Public Schools,https://www.schooldigger.com/go/WA/district/05850/search.aspx,836 Deerbrush Dr SE,Lacey,https://www.schooldigger.com/go/WA/city/Lacey/search.aspx,98513,Thurston County,(360) 412-4690,PK,5,No,No,No,No,687,41.3,16.6,27.9,4.2,0.3,8.6,18.8,1.3,17.8,49.1,62.5
Crestwood Elementary,https://www.schooldigger.com/go/WA/schools/0861002665/school.aspx,Sumner School District,https://www.schooldigger.com/go/WA/district/08610/search.aspx,3914 W Tapps Dr E,Bonney Lake,https://www.schooldigger.com/go/WA/city/Bonney+Lake/search.aspx,98390,Pierce County,(253) 891-4550,PK,5,Yes,No,No,No,407,26.7,15.2,29.5,1.2,0.2,2.9,12.3,0.5,14,68.8,62.5
