School,School URL,District,District URL,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Average Standard Score (2016-17)
Roanoke Elementary,https://www.schooldigger.com/go/TX/schools/3318006156/school.aspx,Northwest Independent School District,https://www.schooldigger.com/go/TX/district/33180/search.aspx,Roanoke,https://www.schooldigger.com/go/TX/city/Roanoke/search.aspx,76262,Denton,(817) 215-0650,Yes,No,No,(n/a),731,46,15.8,23,5,1,4,31,0,3,56,69.9
Bell Manor Elementary,https://www.schooldigger.com/go/TX/schools/2406002664/school.aspx,Hurst-Euless-Bedford Independent School District,https://www.schooldigger.com/go/TX/district/24060/search.aspx,Bedford,https://www.schooldigger.com/go/TX/city/Bedford/search.aspx,76022,Tarrant,(817) 354-3370,Yes,No,No,(n/a),763,44,17.3,60,23,1,5,27,3,4,36,69.9
Harmony School Of Innovation - Fort Worth,https://www.schooldigger.com/go/TX/schools/0029212847/school.aspx,Harmony Science Academy (Waco),https://www.schooldigger.com/go/TX/district/00292/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76123,Tarrant,(817) 386-5505,(n/a),Yes,(n/a),(n/a),929,,,44,24,1,11,30,0,3,32,69.8
Williams Elementary,https://www.schooldigger.com/go/TX/schools/2850010939/school.aspx,Lubbock Independent School District,https://www.schooldigger.com/go/TX/district/28500/search.aspx,Lubbock,https://www.schooldigger.com/go/TX/city/Lubbock/search.aspx,79414,Lubbock,(806) 219-7400,Yes,No,Yes,(n/a),393,27,14.5,62,5,1,3,52,0,4,36,69.8
Treetops School International,https://www.schooldigger.com/go/TX/schools/0006808023/school.aspx,Treetops School International,https://www.schooldigger.com/go/TX/district/00068/search.aspx,Euless,https://www.schooldigger.com/go/TX/city/Euless/search.aspx,76040,Tarrant,(817) 283-1771,No,Yes,No,(n/a),363,29,12.5,11,15,1,4,13,1,9,58,69.8
Cielo Vista Elementary,https://www.schooldigger.com/go/TX/schools/1830001674/school.aspx,El Paso Independent School District,https://www.schooldigger.com/go/TX/district/18300/search.aspx,El Paso,https://www.schooldigger.com/go/TX/city/El+Paso/search.aspx,79925,El Paso,(915) 626-2000,Yes,No,No,(n/a),382,25,15.2,47,3,1,1,76,1,3,15,69.7
Janet Brockett Elementary,https://www.schooldigger.com/go/TX/schools/2892011027/school.aspx,Mansfield Independent School District,https://www.schooldigger.com/go/TX/district/28920/search.aspx,Arlington,https://www.schooldigger.com/go/TX/city/Arlington/search.aspx,76002,Tarrant,(817) 299-6600,Yes,No,No,(n/a),649,43,15,42,36,1,12,25,0,4,23,69.6
A G Elementaryder Elementary,https://www.schooldigger.com/go/TX/schools/2493006126/school.aspx,Joshua Independent School District,https://www.schooldigger.com/go/TX/district/24930/search.aspx,Joshua,https://www.schooldigger.com/go/TX/city/Joshua/search.aspx,76058,Johnson,(817) 202-2500,Yes,No,No,(n/a),546,41,13.3,55,1,1,1,27,0,2,69,69.6
E A Lawhon Elementary,https://www.schooldigger.com/go/TX/schools/3444003861/school.aspx,Pearland Independent School District,https://www.schooldigger.com/go/TX/district/34440/search.aspx,Pearland,https://www.schooldigger.com/go/TX/city/Pearland/search.aspx,77581,Brazoria,(281) 412-1445,Yes,No,No,(n/a),690,48,14.3,52,11,0,10,55,0,2,22,69.5
Steubing Ranch Elementary,https://www.schooldigger.com/go/TX/schools/3294010431/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78247,Bexar,(210) 407-7600,Yes,No,No,(n/a),941,61,15.4,47,5,0,2,67,0,3,23,69.5
Duncan Elementary,https://www.schooldigger.com/go/TX/schools/2566005757/school.aspx,Killeen Independent School District,https://www.schooldigger.com/go/TX/district/25660/search.aspx,Fort Hood,https://www.schooldigger.com/go/TX/city/Fort+Hood/search.aspx,76544,Coryell,(254) 336-1620,Yes,No,No,(n/a),659,42,15.6,46,16,1,2,27,2,9,44,69.5
Ralph Pfluger Elementary,https://www.schooldigger.com/go/TX/schools/0001012146/school.aspx,Hays Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/00010/search.aspx,Buda,https://www.schooldigger.com/go/TX/city/Buda/search.aspx,78610,Hays,(512) 268-8510,Yes,No,No,(n/a),655,41,15.9,48,4,0,2,59,0,3,33,69.5
Matzke Elementary,https://www.schooldigger.com/go/TX/schools/1611001189/school.aspx,Cypress-Fairbanks Independent School District,https://www.schooldigger.com/go/TX/district/16110/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77070,Harris,(281) 897-4450,Yes,No,No,(n/a),984,57,17.2,53,14,0,13,47,0,4,22,69.5
Glenwood Elementary,https://www.schooldigger.com/go/TX/schools/0813000157/school.aspx,Amarillo Independent School District,https://www.schooldigger.com/go/TX/district/08130/search.aspx,Amarillo,https://www.schooldigger.com/go/TX/city/Amarillo/search.aspx,79103,Potter,(806) 326-4450,Yes,No,No,(n/a),394,27,14.5,95,3,1,1,90,0,1,5,69.4
Stonewall Elementary,https://www.schooldigger.com/go/TX/schools/1984001943/school.aspx,Fredericksburg Independent School District,https://www.schooldigger.com/go/TX/district/19840/search.aspx,Stonewall,https://www.schooldigger.com/go/TX/city/Stonewall/search.aspx,78671,Gillespie,(830) 990-4599,No,No,No,(n/a),106,8,13.2,31,0,1,0,23,0,0,76,69.4
Jacobs Well Elementary,https://www.schooldigger.com/go/TX/schools/0000905246/school.aspx,Wimberley Independent School District,https://www.schooldigger.com/go/TX/district/00009/search.aspx,Wimberley,https://www.schooldigger.com/go/TX/city/Wimberley/search.aspx,78676,Hays,(512) 847-5558,Yes,No,No,(n/a),629,41,15.3,31,0,1,1,23,0,1,74,69.4
South Lawn Elementary,https://www.schooldigger.com/go/TX/schools/0813000179/school.aspx,Amarillo Independent School District,https://www.schooldigger.com/go/TX/district/08130/search.aspx,Amarillo,https://www.schooldigger.com/go/TX/city/Amarillo/search.aspx,79110,Randall,(806) 326-5401,Yes,No,No,(n/a),465,28,16.6,76,7,0,1,38,0,3,51,69.4
Park Glen Elementary,https://www.schooldigger.com/go/TX/schools/2526007072/school.aspx,Keller Independent School District,https://www.schooldigger.com/go/TX/district/25260/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76137,Tarrant,(817) 744-5400,No,No,No,(n/a),546,38,14.3,16,8,0,7,17,0,5,62,69.4
Salinas Elementary,https://www.schooldigger.com/go/TX/schools/3104007963/school.aspx,Mission Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/31040/search.aspx,Mission,https://www.schooldigger.com/go/TX/city/Mission/search.aspx,78573,Hidalgo,(956) 323-6200,Yes,No,No,(n/a),509,32,15.9,92,0,0,0,100,0,0,0,69.4
Central Heights Elementary,https://www.schooldigger.com/go/TX/schools/1344007049/school.aspx,Central Heights Independent School District,https://www.schooldigger.com/go/TX/district/13440/search.aspx,Nacogdoches,https://www.schooldigger.com/go/TX/city/Nacogdoches/search.aspx,75965,Nacogdoches,(936) 552-3424,Yes,No,No,(n/a),526,37,14.2,46,5,0,1,18,0,3,74,69.3
Acton Elementary,https://www.schooldigger.com/go/TX/schools/2139002139/school.aspx,Granbury Independent School District,https://www.schooldigger.com/go/TX/district/21390/search.aspx,Granbury,https://www.schooldigger.com/go/TX/city/Granbury/search.aspx,76049,Hood,(817) 408-4200,Yes,No,No,(n/a),727,40,18.1,38,0,1,1,16,0,2,81,69.3
Winnetka Elementary,https://www.schooldigger.com/go/TX/schools/1623001388/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75208,Dallas,(972) 749-5100,Yes,No,No,(n/a),817,49,16.6,95,0,1,0,98,0,0,1,69.3
Langley Elementary,https://www.schooldigger.com/go/TX/schools/3312012182/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78253,Bexar,(210) 397-0150,No,No,No,(n/a),775,51,15.1,30,8,0,2,59,0,5,25,69.3
Red Elementary,https://www.schooldigger.com/go/TX/schools/2364002563/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77035,Harris,(713) 726-3638,Yes,No,Yes,(n/a),666,40,16.6,68,27,0,5,57,0,1,11,69.3
Hairgrove Elementary,https://www.schooldigger.com/go/TX/schools/1611021298/school.aspx,Cypress-Fairbanks Independent School District,https://www.schooldigger.com/go/TX/district/16110/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77041,Harris,(713) 896-5015,Yes,No,No,(n/a),835,52,16,83,7,1,3,79,0,3,8,69.2
Lincoln Elementary,https://www.schooldigger.com/go/TX/schools/1818007962/school.aspx,Edinburg Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/18180/search.aspx,Edinburg,https://www.schooldigger.com/go/TX/city/Edinburg/search.aspx,78539,Hidalgo,(956) 289-2525,Yes,No,No,(n/a),616,33,18.6,94,0,0,0,100,0,0,0,69.2
Putegnat Elementary,https://www.schooldigger.com/go/TX/schools/1168000661/school.aspx,Brownsville Independent School District,https://www.schooldigger.com/go/TX/district/11680/search.aspx,Brownsville,https://www.schooldigger.com/go/TX/city/Brownsville/search.aspx,78520,Cameron,(956) 548-8930,Yes,No,No,(n/a),519,33,15.7,98,0,0,0,99,0,0,1,69.1
Clarendon Elementary,https://www.schooldigger.com/go/TX/schools/1416000892/school.aspx,Clarendon Independent School District,https://www.schooldigger.com/go/TX/district/14160/search.aspx,Clarendon,https://www.schooldigger.com/go/TX/city/Clarendon/search.aspx,79226,Donley,(806) 874-3855,Yes,No,No,(n/a),256,19,13.4,50,8,0,1,11,0,2,77,69.1
Lujan-Chavez Elementary,https://www.schooldigger.com/go/TX/schools/4071008553/school.aspx,Socorro Independent School District,https://www.schooldigger.com/go/TX/district/40710/search.aspx,El Paso,https://www.schooldigger.com/go/TX/city/El+Paso/search.aspx,79938,El Paso,(915) 937-8700,Yes,No,No,(n/a),1139,59,19.3,60,4,0,1,86,0,2,7,69
Jones Elementary,https://www.schooldigger.com/go/TX/schools/1527021048/school.aspx,Corpus Christi Independent School District,https://www.schooldigger.com/go/TX/district/15270/search.aspx,Corpus Christi,https://www.schooldigger.com/go/TX/city/Corpus+Christi/search.aspx,78413,Nueces,(361) 994-3674,No,No,No,(n/a),568,34,16.7,28,2,1,4,55,0,3,35,69
Cedric C Smith,https://www.schooldigger.com/go/TX/schools/2874008884/school.aspx,Magnolia Independent School District,https://www.schooldigger.com/go/TX/district/28740/search.aspx,Magnolia,https://www.schooldigger.com/go/TX/city/Magnolia/search.aspx,77354,Montgomery,(281) 252-2300,Yes,No,No,(n/a),739,45,16.4,64,1,1,1,62,0,2,34,69
Zach White Elementary,https://www.schooldigger.com/go/TX/schools/1830001721/school.aspx,El Paso Independent School District,https://www.schooldigger.com/go/TX/district/18300/search.aspx,El Paso,https://www.schooldigger.com/go/TX/city/El+Paso/search.aspx,79922,El Paso,(915) 584-1141,Yes,No,No,(n/a),451,31,14.5,47,1,0,1,78,0,1,19,69
Olsen Park Elementary,https://www.schooldigger.com/go/TX/schools/0813000169/school.aspx,Amarillo Independent School District,https://www.schooldigger.com/go/TX/district/08130/search.aspx,Amarillo,https://www.schooldigger.com/go/TX/city/Amarillo/search.aspx,79106,Potter,(806) 326-4900,Yes,No,No,(n/a),490,28,17.5,42,5,1,1,27,0,1,65,69
New Elementary,https://www.schooldigger.com/go/TX/schools/3948012975/school.aspx,Schertz-Cibolo-U City Independent School District,https://www.schooldigger.com/go/TX/district/39480/search.aspx,Schertz,https://www.schooldigger.com/go/TX/city/Schertz/search.aspx,78154,Guadalupe,(210) 945-6200,(n/a),No,No,(n/a),0,,,,,,,,,,,68.9
Lakeshore Elementary,https://www.schooldigger.com/go/TX/schools/2391011270/school.aspx,Humble Independent School District,https://www.schooldigger.com/go/TX/district/23910/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77044,Harris,(281) 641-3500,No,No,No,(n/a),954,60,15.9,14,18,1,5,29,1,2,45,68.8
Rose Haggar Elementary,https://www.schooldigger.com/go/TX/schools/3510006955/school.aspx,Plano Independent School District,https://www.schooldigger.com/go/TX/district/35100/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75252,Collin,(469) 752-1400,Yes,No,No,(n/a),614,44,13.9,36,21,1,13,18,1,4,43,68.8
De La Vina Elementary,https://www.schooldigger.com/go/TX/schools/1818006103/school.aspx,Edinburg Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/18180/search.aspx,Edinburg,https://www.schooldigger.com/go/TX/city/Edinburg/search.aspx,78539,Hidalgo,(956) 289-2366,Yes,No,No,(n/a),613,36,17,90,0,0,2,95,0,1,2,68.7
Guerra Elementary,https://www.schooldigger.com/go/TX/schools/1818008288/school.aspx,Edinburg Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/18180/search.aspx,Edinburg,https://www.schooldigger.com/go/TX/city/Edinburg/search.aspx,78539,Hidalgo,(956) 289-2530,Yes,No,No,(n/a),625,39,16,93,0,0,0,100,0,1,0,68.7
Bay Elementary,https://www.schooldigger.com/go/TX/schools/1428000902/school.aspx,Clear Creek Independent School District,https://www.schooldigger.com/go/TX/district/14280/search.aspx,Seabrook,https://www.schooldigger.com/go/TX/city/Seabrook/search.aspx,77568,Harris,(281) 284-4600,Yes,No,No,(n/a),785,44,17.8,36,4,0,5,21,0,4,66,68.7
Houston Elementary,https://www.schooldigger.com/go/TX/schools/2967003335/school.aspx,McAllen Independent School District,https://www.schooldigger.com/go/TX/district/29670/search.aspx,McAllen,https://www.schooldigger.com/go/TX/city/McAllen/search.aspx,78501,Hidalgo,(956) 971-4484,Yes,No,No,(n/a),582,34,17.1,85,0,0,0,98,0,0,1,68.7
Nita Pearson Elementary,https://www.schooldigger.com/go/TX/schools/2034010589/school.aspx,Garland Independent School District,https://www.schooldigger.com/go/TX/district/20340/search.aspx,Rowlett,https://www.schooldigger.com/go/TX/city/Rowlett/search.aspx,75088,Dallas,(972) 463-7568,Yes,No,No,(n/a),641,39,16.4,55,23,1,5,35,0,4,33,68.6
Stuart Place Elementary,https://www.schooldigger.com/go/TX/schools/2253002288/school.aspx,Harlingen Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/22530/search.aspx,Harlingen,https://www.schooldigger.com/go/TX/city/Harlingen/search.aspx,78550,Cameron,(956) 427-3160,Yes,No,No,(n/a),713,39,18.2,50,1,1,0,87,0,0,11,68.6
Salado Intermediate,https://www.schooldigger.com/go/TX/schools/3858008103/school.aspx,Salado Independent School District,https://www.schooldigger.com/go/TX/district/38580/search.aspx,Salado,https://www.schooldigger.com/go/TX/city/Salado/search.aspx,76571,Bell,(254) 947-1700,Yes,No,No,(n/a),481,26,18.5,24,2,1,1,21,0,2,75,68.6
Cedar Valley Elementary,https://www.schooldigger.com/go/TX/schools/2566002912/school.aspx,Killeen Independent School District,https://www.schooldigger.com/go/TX/district/25660/search.aspx,Killeen,https://www.schooldigger.com/go/TX/city/Killeen/search.aspx,76542,Bell,(254) 336-1480,Yes,No,No,(n/a),738,45,16.4,52,31,1,2,25,3,9,30,68.6
Forester Elementary,https://www.schooldigger.com/go/TX/schools/3312011780/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78245,Bexar,(210) 397-0200,Yes,No,No,(n/a),1001,62,16.1,53,6,0,1,72,0,2,19,68.6
Nettie Marshall Academy Of Dual Language,https://www.schooldigger.com/go/TX/schools/3209003560/school.aspx,Nacogdoches Independent School District,https://www.schooldigger.com/go/TX/district/32090/search.aspx,Nacogdoches,https://www.schooldigger.com/go/TX/city/Nacogdoches/search.aspx,75964,Nacogdoches,(936) 569-5062,Yes,No,Yes,(n/a),367,24,15.2,91,16,0,3,70,0,1,10,68.5
Sendera Ranch Elementary,https://www.schooldigger.com/go/TX/schools/3318012004/school.aspx,Northwest Independent School District,https://www.schooldigger.com/go/TX/district/33180/search.aspx,Haslet,https://www.schooldigger.com/go/TX/city/Haslet/search.aspx,76052,Tarrant,(817) 698-3500,No,No,No,(n/a),599,37,16.1,11,4,0,2,18,0,2,74,68.5
Hurla M Midkiff Elementary,https://www.schooldigger.com/go/TX/schools/3104009483/school.aspx,Mission Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/31040/search.aspx,Palmhurst,https://www.schooldigger.com/go/TX/city/Palmhurst/search.aspx,78574,Hidalgo,(956) 323-7000,Yes,No,No,(n/a),672,37,18.1,72,0,0,0,99,0,0,1,68.5
Ysleta Elementary,https://www.schooldigger.com/go/TX/schools/4668005346/school.aspx,Ysleta Independent School District,https://www.schooldigger.com/go/TX/district/46680/search.aspx,El Paso,https://www.schooldigger.com/go/TX/city/El+Paso/search.aspx,79907,El Paso,(915) 434-8900,Yes,No,No,(n/a),486,36,13.5,94,0,0,0,99,0,0,1,68.4
Margaret Taylor Smith Elementary,https://www.schooldigger.com/go/TX/schools/1956011554/school.aspx,Forney Independent School District,https://www.schooldigger.com/go/TX/district/19560/search.aspx,Forney,https://www.schooldigger.com/go/TX/city/Forney/search.aspx,75126,Kaufman,(469) 762-4158,Yes,No,No,(n/a),511,32,15.9,44,18,0,1,25,0,4,51,68.4
Martha Reid Elementary,https://www.schooldigger.com/go/TX/schools/2892011025/school.aspx,Mansfield Independent School District,https://www.schooldigger.com/go/TX/district/28920/search.aspx,Arlington,https://www.schooldigger.com/go/TX/city/Arlington/search.aspx,76002,Tarrant,(817) 299-6960,No,No,No,(n/a),667,42,15.8,32,28,0,7,21,0,6,37,68.4
Armand Bayou Elementary,https://www.schooldigger.com/go/TX/schools/1428000901/school.aspx,Clear Creek Independent School District,https://www.schooldigger.com/go/TX/district/14280/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77059,Harris,(281) 284-5100,Yes,No,No,(n/a),499,30,16.6,33,8,0,12,29,0,5,46,68.4
Cash Elementary,https://www.schooldigger.com/go/TX/schools/3879004418/school.aspx,San Benito Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/38790/search.aspx,San Benito,https://www.schooldigger.com/go/TX/city/San+Benito/search.aspx,78586,Cameron,(956) 361-6700,Yes,No,No,(n/a),598,29,20.6,82,0,0,1,99,0,0,1,68.4
Reuben Johnson Elementary,https://www.schooldigger.com/go/TX/schools/2985007555/school.aspx,McKinney Independent School District,https://www.schooldigger.com/go/TX/district/29850/search.aspx,McKinney,https://www.schooldigger.com/go/TX/city/McKinney/search.aspx,75070,Collin,(469) 302-6500,No,No,No,(n/a),583,36,16.1,14,11,2,8,19,0,4,56,68.3
