School,School_URL,District,District_URL,Address,City,City_URL,Zip,County,Phone,Is_Title_I,Is_Charter,Is_Magnet,Is_Virtual,Number_Students,Number_Full-time_Teachers,Student_Teacher_Ratio,Percent_Free_Disc_Lunch,Percent_African_American,Percent_American_Indian,Percent_Asian,Percent_Hispanic,Percent_Pacific_Islander,Percent_Two_or_More_Races,Percent_White,Standard_Score
Bellaire MiddleHigh School,https://www.schooldigger.com/go/MI/schools/0462004147/school.aspx,Bellaire Public Schools,https://www.schooldigger.com/go/MI/district/04620/search.aspx,204 W Forrest Home Ave,Bellaire,https://www.schooldigger.com/go/MI/city/Bellaire/search.aspx,49615,Antrim County,(231) 533-8015,No,No,No,No,172,12.5,13.6,40.1,0,1.7,1.2,3.5,0,7,86.6,57.8
Fowler High School,https://www.schooldigger.com/go/MI/schools/1470005168/school.aspx,Fowler Public Schools,https://www.schooldigger.com/go/MI/district/14700/search.aspx,700 South Wright Rd,Fowler,https://www.schooldigger.com/go/MI/city/Fowler/search.aspx,48835,Clinton County,(989) 593-2250,No,No,Yes,No,182,8.6,21.1,22,0.5,0,1.6,2.2,0,0,95.6,57.5
Thornapple Kellogg High School,https://www.schooldigger.com/go/MI/schools/3381006924/school.aspx,Thornapple Kellogg School District,https://www.schooldigger.com/go/MI/district/33810/search.aspx,3885 Bender Rd,Middleville,https://www.schooldigger.com/go/MI/city/Middleville/search.aspx,49333,Barry County,(269) 795-3394,No,No,Yes,No,969,50.8,19,29.9,1.1,0.2,1.2,4.7,0,1.9,90.8,57.4
Chesaning Union High School,https://www.schooldigger.com/go/MI/schools/0915004444/school.aspx,Chesaning Union Schools,https://www.schooldigger.com/go/MI/district/09150/search.aspx,850 North 4th St,Chesaning,https://www.schooldigger.com/go/MI/city/Chesaning/search.aspx,48616,Saginaw County,(989) 845-2040,No,No,No,No,420,24.1,17.3,43.3,0.2,0,0.2,8.6,0,1.4,89.5,57.1
Swan Valley High School,https://www.schooldigger.com/go/MI/schools/3341006876/school.aspx,Swan Valley School District,https://www.schooldigger.com/go/MI/district/33410/search.aspx,8400 Ohern Rd,Saginaw,https://www.schooldigger.com/go/MI/city/Saginaw/search.aspx,48609,Saginaw County,(989) 921-2401,No,No,No,No,573,29.9,19.1,30.5,2.3,0.2,0.3,12.9,0,3.7,80.6,56.9
Hancock MiddleHigh School,https://www.schooldigger.com/go/MI/schools/1755005426/school.aspx,Hancock Public Schools,https://www.schooldigger.com/go/MI/district/17550/search.aspx,501 Campus Dr,Hancock,https://www.schooldigger.com/go/MI/city/Hancock/search.aspx,49930,Houghton County,(906) 483-2540,No,No,No,No,360,23.8,15.1,39.2,0.3,0.3,0,0,0.3,0.6,98.6,56.6
Yale Senior High School,https://www.schooldigger.com/go/MI/schools/3660007275/school.aspx,Yale Public Schools,https://www.schooldigger.com/go/MI/district/36600/search.aspx,247 School Dr,Yale,https://www.schooldigger.com/go/MI/city/Yale/search.aspx,48097,St. Clair County,(810) 387-3231,No,No,No,No,593,26.4,22.4,36.6,0.5,0,0.5,4,0.2,2.4,92.4,56.5
Cadillac Senior High School,https://www.schooldigger.com/go/MI/schools/0759004340/school.aspx,Cadillac Area Public Schools,https://www.schooldigger.com/go/MI/district/07590/search.aspx,400 Linden St,Cadillac,https://www.schooldigger.com/go/MI/city/Cadillac/search.aspx,49601,Wexford County,(231) 876-5800,No,No,No,No,859,37.5,22.9,47.6,0.8,0.2,1.4,2.1,0.3,2.1,93,56.3
Manchester JuniorSenior High School,https://www.schooldigger.com/go/MI/schools/2238005952/school.aspx,Manchester Community Schools,https://www.schooldigger.com/go/MI/district/22380/search.aspx,20500 Dutch Dr,Manchester,https://www.schooldigger.com/go/MI/city/Manchester/search.aspx,48158,Washtenaw County,(734) 428-7333,No,No,No,No,410,20.8,19.6,22.2,0.2,0.2,0.2,3.4,0,1.5,94.4,56.3
Goodrich High School,https://www.schooldigger.com/go/MI/schools/1632005267/school.aspx,Goodrich Area Schools,https://www.schooldigger.com/go/MI/district/16320/search.aspx,8029 Gale Rd,Goodrich,https://www.schooldigger.com/go/MI/city/Goodrich/search.aspx,48438,Genesee County,(810) 591-2251,No,No,No,No,711,37.6,18.8,24.6,1.3,0.3,0.8,3.1,0.1,1,93.4,56.3
Escanaba JuniorSenior High School,https://www.schooldigger.com/go/MI/schools/1350005014/school.aspx,Escanaba Area Public Schools,https://www.schooldigger.com/go/MI/district/13500/search.aspx,500 South Lincoln Rd,Escanaba,https://www.schooldigger.com/go/MI/city/Escanaba/search.aspx,49829,Delta County,(906) 786-6521,No,No,No,No,1221,51,23.9,50.6,0.8,5.6,1,2,0,1.5,89.2,56.2
Cass Technical High School,https://www.schooldigger.com/go/MI/schools/0110304669/school.aspx,Detroit Public Schools Community District,https://www.schooldigger.com/go/MI/district/01103/search.aspx,2501 2nd Ave,Detroit,https://www.schooldigger.com/go/MI/city/Detroit/search.aspx,48201,Wayne County,(313) 263-2000,Yes,No,No,No,2465,99,24.8,62.4,76.9,0.3,9.3,10.5,0.2,0.2,2.5,56.1
Dearborn High School,https://www.schooldigger.com/go/MI/schools/1160004587/school.aspx,Dearborn City School District,https://www.schooldigger.com/go/MI/district/11600/search.aspx,19501 Outer Dr,Dearborn,https://www.schooldigger.com/go/MI/city/Dearborn/search.aspx,48124,Wayne County,(313) 827-1600,Yes,No,No,No,2025,97.4,20.7,58.8,2.6,0.1,1,1.6,0.1,0,94.6,56
Alma Senior High School,https://www.schooldigger.com/go/MI/schools/0264003980/school.aspx,Alma Public Schools,https://www.schooldigger.com/go/MI/district/02640/search.aspx,1500 Pine Ave,Alma,https://www.schooldigger.com/go/MI/city/Alma/search.aspx,48801,Gratiot County,(989) 463-3111,No,No,No,No,652,36,18.1,47.2,2.1,0.3,0.9,10.6,0,0.3,85.7,56
Marquette Senior High School,https://www.schooldigger.com/go/MI/schools/0001303869/school.aspx,Marquette Area Public Schools,https://www.schooldigger.com/go/MI/district/00013/search.aspx,1203 West Fair Ave,Marquette,https://www.schooldigger.com/go/MI/city/Marquette/search.aspx,49855,Marquette County,(906) 225-4254,No,No,No,No,935,49.8,18.7,21.6,1.3,1.8,0.3,1.4,0.3,5.3,89.5,55.9
Coopersville High School,https://www.schooldigger.com/go/MI/schools/1083004546/school.aspx,Coopersville Area Public School District,https://www.schooldigger.com/go/MI/district/10830/search.aspx,198 East St,Coopersville,https://www.schooldigger.com/go/MI/city/Coopersville/search.aspx,49404,Ottawa County,(616) 997-3500,No,No,No,No,859,40.8,21,26.3,1.5,0.1,1,7.6,0,0.9,88.8,55.8
Ogemaw Heights High School,https://www.schooldigger.com/go/MI/schools/3585007185/school.aspx,West Branch-Rose City Area Schools,https://www.schooldigger.com/go/MI/district/35850/search.aspx,960 South M 33,West Branch,https://www.schooldigger.com/go/MI/city/West+Branch/search.aspx,48661,Ogemaw County,(989) 343-2020,No,No,No,No,584,24.1,24.2,56.5,0.5,1.4,0.7,1.9,0.3,0.5,94.7,55.6
Rudyard Area Schools,https://www.schooldigger.com/go/MI/schools/3036006654/school.aspx,Rudyard Area Schools,https://www.schooldigger.com/go/MI/district/30360/search.aspx,11185 West 2nd St,Rudyard,https://www.schooldigger.com/go/MI/city/Rudyard/search.aspx,49780,Chippewa County,(906) 478-3771,Yes,No,Yes,No,618,49.3,12.5,67.5,2.4,38,1,1.6,0,0.3,56.6,55.2
Coleman JuniorSenior High School,https://www.schooldigger.com/go/MI/schools/1020004511/school.aspx,Coleman Community Schools,https://www.schooldigger.com/go/MI/district/10200/search.aspx,4951 North Lewis Rd,Coleman,https://www.schooldigger.com/go/MI/city/Coleman/search.aspx,48618,Midland County,(989) 465-6171,Yes,No,No,No,314,15.5,20.2,52.5,1,0.6,0,3.2,0,0,95.2,55.1
Chassell K12 School,https://www.schooldigger.com/go/MI/schools/0888004428/school.aspx,Chassell Township School District,https://www.schooldigger.com/go/MI/district/08880/search.aspx,41585 Us Highway 41,Chassell,https://www.schooldigger.com/go/MI/city/Chassell/search.aspx,49916,Houghton County,(906) 483-2132,Yes,No,Yes,No,236,16.3,14.4,47.5,0.4,0.8,0,0.8,0,3.4,94.5,54.9
Allegan Alternative High School,https://www.schooldigger.com/go/MI/schools/0222000110/school.aspx,Allegan Public Schools,https://www.schooldigger.com/go/MI/district/02220/search.aspx,550 5th St,Allegan,https://www.schooldigger.com/go/MI/city/Allegan/search.aspx,49010,Allegan County,(269) 673-5433,No,No,No,No,246,10,24.6,59.8,1.2,0.8,0,7.7,0,2.8,87.4,54.4
Sault Area High School,https://www.schooldigger.com/go/MI/schools/3099006728/school.aspx,Sault Ste. Marie Area Schools,https://www.schooldigger.com/go/MI/district/30990/search.aspx,904 Marquette Ave,Sault Sainte Marie,https://www.schooldigger.com/go/MI/city/Sault+Sainte+Marie/search.aspx,49783,Chippewa County,(906) 635-6605,No,No,Yes,No,739,31.6,23.3,43.8,0.8,38.2,0.7,0.8,0.7,0.7,58.2,54.4
AkronFairgrove JrSr High School,https://www.schooldigger.com/go/MI/schools/0201003946/school.aspx,Akron-Fairgrove Schools,https://www.schooldigger.com/go/MI/district/02010/search.aspx,2800 North Thomas Rd,Fairgrove,https://www.schooldigger.com/go/MI/city/Fairgrove/search.aspx,48733,Tuscola County,(989) 693-6112,No,No,No,No,170,7.7,22,72.9,0.6,0,0,7.1,0,4.7,87.6,54.4
Berrien Springs High School,https://www.schooldigger.com/go/MI/schools/0543004199/school.aspx,Berrien Springs Public Schools,https://www.schooldigger.com/go/MI/district/05430/search.aspx,1 Sylvester Ave,Berrien Springs,https://www.schooldigger.com/go/MI/city/Berrien+Springs/search.aspx,49103,Berrien County,(269) 471-1748,No,No,Yes,No,511,29.4,17.3,47.4,25.8,0.2,5.1,15.3,0.6,4.7,48.3,54.1
Norway High School,https://www.schooldigger.com/go/MI/schools/2604006257/school.aspx,Norway-Vulcan Area Schools,https://www.schooldigger.com/go/MI/district/26040/search.aspx,300 Section St,Norway,https://www.schooldigger.com/go/MI/city/Norway/search.aspx,49870,Dickinson County,(906) 563-9542,No,No,Yes,No,193,9.2,20.9,46.1,0,0,0,3.6,0,3.6,92.7,54.1
Ishpeming High School,https://www.schooldigger.com/go/MI/schools/1953005619/school.aspx,Ishpeming Public School District No. 1,https://www.schooldigger.com/go/MI/district/19530/search.aspx,319 East Division St,Ishpeming,https://www.schooldigger.com/go/MI/city/Ishpeming/search.aspx,49849,Marquette County,(906) 485-1066,No,No,No,No,219,10.8,20.1,40.2,0.5,1.4,0.9,1.4,0,3.7,92.2,54.1
Anchor Bay High School,https://www.schooldigger.com/go/MI/schools/0279003997/school.aspx,Anchor Bay School District,https://www.schooldigger.com/go/MI/district/02790/search.aspx,6319 County Line Rd,Ira,https://www.schooldigger.com/go/MI/city/Ira/search.aspx,48023,St. Clair County,(586) 648-2525,No,No,No,No,1868,81.7,22.8,21.8,2.1,0.2,1.6,3.2,0.2,3.1,89.8,54
Big Rapids High School,https://www.schooldigger.com/go/MI/schools/0578004205/school.aspx,Big Rapids Public Schools,https://www.schooldigger.com/go/MI/district/05780/search.aspx,21175 15 Mile Rd,Big Rapids,https://www.schooldigger.com/go/MI/city/Big+Rapids/search.aspx,49307,Mecosta County,(231) 796-7651,No,No,No,No,599,30.2,19.8,38.2,2.5,0.2,1.3,2,0,3.5,90.5,54
Clawson High School,https://www.schooldigger.com/go/MI/schools/0993004481/school.aspx,Clawson Public Schools,https://www.schooldigger.com/go/MI/district/09930/search.aspx,101 John M Ave,Clawson,https://www.schooldigger.com/go/MI/city/Clawson/search.aspx,48017,Oakland County,(248) 655-4200,No,No,Yes,No,407,27.7,14.6,33.4,15.5,0,0.7,6.6,0.2,6.9,70,53.6
Renaissance High School,https://www.schooldigger.com/go/MI/schools/0110304906/school.aspx,Detroit Public Schools Community District,https://www.schooldigger.com/go/MI/district/01103/search.aspx,6565 West Outer Dr,Detroit,https://www.schooldigger.com/go/MI/city/Detroit/search.aspx,48235,Wayne County,(313) 416-4600,Yes,No,No,No,1176,57,20.6,54.3,99,0.1,0.3,0.4,0,0.1,0.2,53.4
Lamphere High School,https://www.schooldigger.com/go/MI/schools/2112005781/school.aspx,Lamphere Public Schools,https://www.schooldigger.com/go/MI/district/21120/search.aspx,610 West 13 Mile Rd,Madison Heights,https://www.schooldigger.com/go/MI/city/Madison+Heights/search.aspx,48071,Oakland County,(248) 589-3943,No,No,No,No,743,38.2,19.4,43.3,10.8,0.4,6.1,4.2,0,4,74.6,53.3
Gladstone Area High School,https://www.schooldigger.com/go/MI/schools/1597005245/school.aspx,Gladstone Area Schools,https://www.schooldigger.com/go/MI/district/15970/search.aspx,2100 State Highway M35,Gladstone,https://www.schooldigger.com/go/MI/city/Gladstone/search.aspx,49837,Delta County,(906) 428-9200,No,No,Yes,No,441,23.6,18.6,33.1,0.7,5.7,0.5,0.9,0,1.4,90.9,53.3
Franklin High School,https://www.schooldigger.com/go/MI/schools/2184005882/school.aspx,Livonia Public Schools School District,https://www.schooldigger.com/go/MI/district/21840/search.aspx,31000 Joy Rd,Livonia,https://www.schooldigger.com/go/MI/city/Livonia/search.aspx,48150,Wayne County,(734) 744-2655,No,No,No,No,1402,71.3,19.6,39.1,10,0.6,1.7,6.9,0,4.4,76.5,52.9
Harbor Beach Community High School,https://www.schooldigger.com/go/MI/schools/0000703856/school.aspx,Harbor Beach Community Schools,https://www.schooldigger.com/go/MI/district/00007/search.aspx,402 South 5th St,Harbor Beach,https://www.schooldigger.com/go/MI/city/Harbor+Beach/search.aspx,48441,Huron County,(989) 479-3261,No,No,Yes,No,205,9.1,22.3,29.3,0,0,1.5,1,0,2.9,94.6,52.8
MioAuSable High School,https://www.schooldigger.com/go/MI/schools/2400006080/school.aspx,Mio-AuSable Schools,https://www.schooldigger.com/go/MI/district/24000/search.aspx,1110 West 8th St,Mio,https://www.schooldigger.com/go/MI/city/Mio/search.aspx,48647,Oscoda County,(989) 826-2483,No,No,No,No,260,15.2,17.1,74.2,1.2,0.4,0,3.8,0,1.9,92.7,52.7
St Charles Community MiddleHigh School,https://www.schooldigger.com/go/MI/schools/3264006812/school.aspx,St. Charles Community Schools,https://www.schooldigger.com/go/MI/district/32640/search.aspx,881 West Walnut St,Saint Charles,https://www.schooldigger.com/go/MI/city/Saint+Charles/search.aspx,48655,Saginaw County,(989) 865-9991,No,No,No,No,323,22.4,14.4,30.7,0.3,0.3,0,6.5,0,1.5,91.3,52.7
Lakeview High School,https://www.schooldigger.com/go/MI/schools/2085005749/school.aspx,Lakeview School District (Calhoun),https://www.schooldigger.com/go/MI/district/20850/search.aspx,15060 Helmer Rd S,Battle Creek,https://www.schooldigger.com/go/MI/city/Battle+Creek/search.aspx,49015,Calhoun County,(269) 565-3700,No,No,No,No,1306,61,21.4,48.6,11.6,0.2,10.5,10.9,0.2,9.2,57.4,52.5
JohannesburgLewiston High School,https://www.schooldigger.com/go/MI/schools/1989005647/school.aspx,Johannesburg-Lewiston Area Schools,https://www.schooldigger.com/go/MI/district/19890/search.aspx,10854 M 32 E,Johannesburg,https://www.schooldigger.com/go/MI/city/Johannesburg/search.aspx,49751,Otsego County,(989) 731-4420,No,No,No,No,219,12.6,17.3,54.3,0,0,0.5,2.3,0.5,0.5,96.3,52.3
Alpena High School,https://www.schooldigger.com/go/MI/schools/0273003984/school.aspx,Alpena Public Schools,https://www.schooldigger.com/go/MI/district/02730/search.aspx,3303 South Third Ave,Alpena,https://www.schooldigger.com/go/MI/city/Alpena/search.aspx,49707,Alpena County,(989) 358-5200,No,No,No,No,1147,56,20.4,51.2,0.5,0.2,0.4,0.9,0,3.7,94.3,52.1
Lakewood High School,https://www.schooldigger.com/go/MI/schools/2098005774/school.aspx,Lakewood Public Schools,https://www.schooldigger.com/go/MI/district/20980/search.aspx,7223 Velte Rd,Lake Odessa,https://www.schooldigger.com/go/MI/city/Lake+Odessa/search.aspx,48849,Barry County,(616) 374-8868,No,No,No,No,524,26.3,19.9,38.5,1,0,0.4,7.4,0.4,2.5,88.4,52
LAnse Creuse High School North,https://www.schooldigger.com/go/MI/schools/2187005918/school.aspx,L'Anse Creuse Public Schools,https://www.schooldigger.com/go/MI/district/21870/search.aspx,23700 21 Mile Rd,Macomb,https://www.schooldigger.com/go/MI/city/Macomb/search.aspx,48042,Macomb County,(586) 493-5270,No,No,Yes,No,1755,67.3,26,34.4,10.2,0.1,1.5,4.2,0.1,5,78.9,51.9
Pinckney Community High School,https://www.schooldigger.com/go/MI/schools/2814006385/school.aspx,Pinckney Community Schools,https://www.schooldigger.com/go/MI/district/28140/search.aspx,10255 Dexter Pinckney Rd,Pinckney,https://www.schooldigger.com/go/MI/city/Pinckney/search.aspx,48169,Livingston County,(810) 225-5500,No,No,No,No,877,42.8,20.4,14.7,0.6,0.2,0.9,2.9,0,1.7,93.7,51.7
Laker High School,https://www.schooldigger.com/go/MI/schools/1309005007/school.aspx,Elkton-Pigeon-Bay Port Laker Schools,https://www.schooldigger.com/go/MI/district/13090/search.aspx,6136 Pigeon Rd,Pigeon,https://www.schooldigger.com/go/MI/city/Pigeon/search.aspx,48755,Huron County,(989) 453-4600,No,No,No,No,282,13.5,20.8,38.3,0.4,0,0.7,4.6,0,0,94.3,51.6
Crestwood High School,https://www.schooldigger.com/go/MI/schools/0001603912/school.aspx,Crestwood School District,https://www.schooldigger.com/go/MI/district/00016/search.aspx,1501 North Beech Daly Rd,Dearborn Heights,https://www.schooldigger.com/go/MI/city/Dearborn+Heights/search.aspx,48127,Wayne County,(313) 278-7475,Yes,No,Yes,No,1388,65.1,21.3,70,5.8,0.1,0.3,2.4,0,0.7,90.6,51.5
Wellspring Preparatory High School,https://www.schooldigger.com/go/MI/schools/0098108149/school.aspx,Wellspring Preparatory High School,https://www.schooldigger.com/go/MI/district/00981/search.aspx,1031 Page NE,Grand Rapids,https://www.schooldigger.com/go/MI/city/Grand+Rapids/search.aspx,49505,Kent County,(616) 235-9500,Yes,Yes,No,No,379,17.6,21.5,61.5,35.4,0.8,1.8,19.3,0,6.9,35.9,51.4
St Johns High School,https://www.schooldigger.com/go/MI/schools/3282006827/school.aspx,St. Johns Public Schools,https://www.schooldigger.com/go/MI/district/32820/search.aspx,501 W Sickels Street,Saint Johns,https://www.schooldigger.com/go/MI/city/Saint+Johns/search.aspx,48879,Clinton County,(989) 227-4100,No,No,No,No,931,45.7,20.3,18.5,0.8,1.2,0.3,6.7,0,3.2,87.9,51.4
Riverview Community High School,https://www.schooldigger.com/go/MI/schools/2991006564/school.aspx,Riverview Community School District,https://www.schooldigger.com/go/MI/district/29910/search.aspx,12431 Longsdorf St,Riverview,https://www.schooldigger.com/go/MI/city/Riverview/search.aspx,48193,Wayne County,(734) 285-7361,No,No,No,No,943,36.6,25.7,29.6,5.8,0.3,1.5,9,0,0.4,82.9,51.3
Merritt Academy,https://www.schooldigger.com/go/MI/schools/0028101598/school.aspx,Merritt Academy,https://www.schooldigger.com/go/MI/district/00281/search.aspx,59900 Havenridge Rd,New Haven,https://www.schooldigger.com/go/MI/city/New+Haven/search.aspx,48048,Macomb County,(586) 749-6000,Yes,Yes,No,No,552,54.6,10.1,55.3,11.6,0.2,0.4,2.7,0,3.8,81.3,51.1
Henry Ford Early CollegeAdvanced Manufacturing,https://www.schooldigger.com/go/MI/schools/1160008706/school.aspx,Dearborn City School District,https://www.schooldigger.com/go/MI/district/11600/search.aspx,5101 Evergreen,Dearborn,https://www.schooldigger.com/go/MI/city/Dearborn/search.aspx,48128,Wayne County,(313) 317-1584,Yes,No,No,No,305,4.7,64.8,63.6,2.3,0,2,1.6,0,0.3,93.8,50.7
Adlai Stevenson High School,https://www.schooldigger.com/go/MI/schools/3447007009/school.aspx,Utica Community Schools,https://www.schooldigger.com/go/MI/district/34470/search.aspx,39701 Dodge Park Rd,Sterling Heights,https://www.schooldigger.com/go/MI/city/Sterling+Heights/search.aspx,48313,Macomb County,(586) 797-1900,No,No,No,No,1904,94.3,20.1,48.8,7.8,0.1,6.6,2.4,0.5,2.4,80.4,50.4
Harbor Springs High School,https://www.schooldigger.com/go/MI/schools/1770005432/school.aspx,Harbor Springs School District,https://www.schooldigger.com/go/MI/district/17700/search.aspx,500 N Spring St,Harbor Springs,https://www.schooldigger.com/go/MI/city/Harbor+Springs/search.aspx,49740,Emmet County,(231) 526-4800,No,No,No,No,251,16.5,15.1,17.9,0,3.2,0.4,2,0,6,88.4,50.1
Comstock Park High School,https://www.schooldigger.com/go/MI/schools/1062004532/school.aspx,Comstock Park Public Schools,https://www.schooldigger.com/go/MI/district/10620/search.aspx,150 6 Mile Rd NE,Comstock Park,https://www.schooldigger.com/go/MI/city/Comstock+Park/search.aspx,49321,Kent County,(616) 254-5200,No,No,No,No,506,27,18.7,41.1,4.9,0.2,0.4,20.8,0,7.9,65.8,49.9
Kalkaska High School,https://www.schooldigger.com/go/MI/schools/2005005685/school.aspx,Kalkaska Public Schools,https://www.schooldigger.com/go/MI/district/20050/search.aspx,109 N Birch Street,Kalkaska,https://www.schooldigger.com/go/MI/city/Kalkaska/search.aspx,49646,Kalkaska County,(231) 258-9167,No,No,No,No,452,26,17.3,64.2,0.2,0.4,0.2,3.3,0.2,2.4,93.1,49.8
